crossing time (s)	slope (V/s)	crossing number
5310.194772	-132.662003	4349
5311.205608	-120.298753	4350
5312.207151	-125.047525	4351
5313.234969	-127.302853	4352
5314.275922	-110.979504	4353
5314.865312	-22.149772	4354
5315.283213	-104.668590	4355
5315.782366	-8.303610	4356
5316.237081	-35.658605	4357
5316.863646	-30.831386	4358
5317.303594	-19.282455	4359
5317.801947	-0.711727	4360
5318.709568	-8.524042	4361
5318.955707	-2.093606	4362
5319.269184	-7.873370	4363
5320.728205	-4.765663	4364
5321.276226	-6.766727	4365
5323.051673	-0.372830	4366
5325.059521	-0.777946	4367
5326.779143	-3.814073	4368
5327.264605	-4.387509	4369
