time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
5310.175102	76.712730	1.911259	-0.074547	253
5312.238486	76.597778	1.780655	-0.010552	255
5314.289715	75.025894	-0.430383	0.100000	1
5315.278266	256.106995	1.269756	0.100000	3
5316.237599	153.890884	-0.205564	0.100000	5
5317.291204	0.300392	0.055077	-0.056531	7
5318.703490	46.450825	0.417348	-0.021511	9
5319.272214	160.724060	0.110406	-0.100000	11
5321.272304	135.504929	0.010501	-0.100000	13
5325.069176	115.136696	0.017304	0.037021	15
5327.285375	157.505814	0.063891	0.079252	17
