time (s)	magX	magY	magZ
6079.961601	-31.600231	63.907658	7.790182
6079.964967	-33.353596	64.901222	7.731736
6079.968267	-33.412045	66.245461	7.790182
6079.971592	-34.464062	67.823494	7.907073
6079.974925	-35.516071	69.518410	9.835770
6079.978273	-35.516071	71.037987	9.952660
6079.981598	-35.808300	72.849792	9.894215
6079.984926	-35.925190	74.486259	10.887785
6079.988262	-37.035656	76.356514	11.180012
6079.991596	-37.678547	78.460548	12.173582
6079.994925	-38.263004	80.623024	13.400934
6079.998262	-38.496784	82.668610	14.219170
6080.001596	-39.548801	84.889534	14.569841
6080.004929	-40.425480	86.526001	16.673874
6080.008281	-40.776157	89.272942	18.368790
6080.011593	-41.886616	91.727638	18.485680
6080.014929	-42.120403	94.240791	19.713032
6080.018261	-43.230862	97.279945	21.758621
6080.021608	-43.990650	100.143768	22.869081
6080.024930	-45.042667	102.773811	24.447107
6080.028260	-45.860905	106.222084	25.966686
6080.031590	-46.796024	109.085907	27.486265
6080.034922	-48.432499	111.540619	28.713617
6080.039547	-51.120983	118.495613	31.811222
6080.042470	-52.173000	121.125656	33.506138
6080.045862	-53.517246	124.164818	35.434834
6080.049201	-54.919933	127.905312	38.415546
6080.052546	-56.965511	131.002930	40.928696
6080.055779	-58.309757	134.158981	43.032730
6080.059103	-60.355350	138.250153	45.721214
6080.062445	-62.284046	141.815323	48.292809
6080.065370	-64.095856	145.146698	52.150204
6080.068682	-65.790771	149.062531	54.488018
6080.072036	-68.128586	153.329056	57.410286
6080.075372	-69.940384	156.075974	60.332550
6080.078708	-71.927536	160.576279	65.008186
6080.082040	-74.206894	164.492111	68.514908
6080.084918	-75.901810	168.700180	72.606079
6080.088258	-78.531860	173.551147	76.580360
6080.091587	-81.512573	178.051437	82.015778
6080.094945	-83.616592	182.785507	86.516075
6080.098255	-85.895966	186.584457	92.185272
6080.101581	-87.766220	192.195206	97.503799
6080.104917	-89.870255	197.104630	103.523674
