time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
6080.266145	117.653122	1.921141	-0.100000	63
6082.300651	118.734093	1.898895	-0.066105	65
6084.342921	118.232536	1.867150	-0.067946	67
6086.388754	117.152290	1.851490	-0.062348	69
6088.427766	117.206581	1.853295	-0.055433	71
6090.463398	117.817741	1.838962	-0.052712	73
6092.500894	117.888206	1.813501	-0.052594	75
6094.542561	117.675346	1.793650	-0.050384	77
6096.585141	117.439484	1.782595	-0.047752	79
6098.627271	117.355194	1.773501	-0.044200	81
6100.668306	117.477409	1.760245	-0.040692	83
6102.708746	117.540192	1.748518	-0.038264	85
6104.748700	117.621071	1.736455	-0.035670	87
6106.788082	117.659264	1.724873	-0.033141	89
6108.825964	117.428040	1.714608	-0.031192	91
6110.862870	116.747993	1.701701	-0.028914	93
6112.899579	115.993042	1.679829	-0.026592	95
6114.939386	115.964569	1.653873	-0.022542	97
6116.983266	116.898811	1.635604	-0.019008	99
6119.027443	117.970001	1.624762	-0.017987	101
6121.066073	117.517097	1.627152	-0.019158	103
6123.100085	115.860069	1.613208	-0.017551	105
6125.138068	115.492645	1.584199	-0.012553	107
6127.182389	116.682343	1.564745	-0.009228	109
6129.226556	117.550758	1.555632	-0.008522	111
6131.264681	117.143440	1.551843	-0.009089	113
6133.299458	116.021339	1.536400	-0.007924	115
6135.336125	115.579308	1.511186	-0.003956	117
6137.376483	115.840767	1.495060	-0.001956	119
6139.418735	116.130623	1.483961	-0.000519	121
6141.460751	116.391678	1.471888	0.000953	123
6143.502083	116.333946	1.461110	0.002159	125
6145.542471	116.278366	1.451292	0.003713	127
6147.581963	116.128746	1.439171	0.004784	129
6149.620956	116.030045	1.427576	0.006567	131
6151.659394	116.055855	1.416830	0.007914	133
6153.696651	116.355537	1.402646	0.009373	135
6155.733050	116.632866	1.390521	0.011470	137
6157.772139	117.000488	1.376563	0.011890	139
6159.813886	116.697144	1.362247	0.012099	141
6161.858943	115.784523	1.348256	0.012220	143
6163.902169	115.083366	1.342595	0.014476	145
6165.939671	115.417152	1.340785	0.017352	147
6167.973911	116.500107	1.329557	0.018755	149
6170.009844	117.168350	1.307857	0.018134	151
6172.051817	116.773544	1.288983	0.017073	153
6174.097233	115.707237	1.277223	0.018124	155
6176.140473	115.172577	1.268197	0.020110	157
6178.179015	115.387573	1.261036	0.021737	159
6180.215081	115.923775	1.249730	0.022423	161
6182.251347	116.391388	1.236340	0.022661	163
6184.288671	116.449982	1.222239	0.023144	165
6186.327231	116.529015	1.210807	0.023665	167
6188.366610	116.397049	1.198532	0.024426	169
6190.406145	116.283165	1.185349	0.024975	171
6192.445749	116.180428	1.171316	0.025352	173
6194.485877	116.097954	1.158503	0.025822	175
