time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2823.440297	77.503304	2.088402	0.100000	79
2825.478321	77.485161	2.033153	0.100000	81
2827.526252	76.712601	1.975719	0.100000	83
2829.575425	76.210663	1.933139	0.100000	85
2831.622979	77.942863	1.880225	0.100000	87
2833.668521	77.583473	1.847590	0.100000	89
2835.713141	75.036003	1.876125	0.100000	91
2837.758627	75.217072	1.842842	0.100000	93
2839.810095	74.176392	1.798081	0.100000	95
2841.862100	74.774208	1.715963	0.100000	97
2843.908427	74.378212	1.676795	0.100000	99
2845.949822	73.471100	1.666825	0.100000	101
2847.991906	74.167603	1.634996	0.100000	103
2850.036230	74.965752	1.603097	0.100000	105
2852.082729	74.667953	1.568346	0.100000	107
2854.129690	74.665916	1.522603	0.100000	109
2856.175104	74.623055	1.488058	0.100000	111
2858.221225	74.380730	1.455757	0.100000	113
2860.268256	74.158821	1.421862	0.100000	115
2862.317236	74.136703	1.369344	0.100000	117
2864.368721	74.480988	1.325865	0.100000	119
2866.420759	75.233536	1.295458	0.100000	121
2868.468509	75.762802	1.278092	0.100000	123
2870.509763	75.652641	1.269243	0.100000	125
2872.548389	75.082191	1.247281	0.100000	127
2874.591083	74.610420	1.216118	0.100000	129
2876.637892	74.549431	1.186130	0.100000	131
2878.683164	74.741417	1.157988	0.100000	133
2880.728613	75.042984	1.133523	0.100000	135
2882.779973	75.441536	1.108280	0.100000	137
2884.834882	75.531548	1.079119	0.100000	139
2886.890874	75.086487	1.044706	0.100000	141
2888.938525	74.593857	1.012599	0.100000	143
2890.979779	77.078575	0.990756	0.100000	145
2893.020637	73.770576	0.961956	0.100000	147
2895.060869	73.958977	0.938024	0.100000	149
2897.105104	74.039009	0.917487	0.100000	151
2899.150697	73.926689	0.893617	0.100000	153
2901.197343	73.978638	0.889917	0.100000	155
2903.247978	73.641151	0.844151	0.100000	157
2905.297996	73.538574	0.819249	0.100000	159
2907.352006	73.436348	0.794714	0.100000	161
2909.406978	73.398239	0.775247	0.100000	163
2911.460457	73.641602	0.765035	0.100000	165
2913.504501	73.328102	0.768255	0.100000	167
2915.539112	72.631226	0.760475	0.100000	169
2917.575086	72.585724	0.742117	0.100000	171
2919.615624	72.773842	0.720522	0.100000	173
2921.663101	72.853645	0.694787	0.100000	175
