time (s)	det(V)
1553.388834	1.625975	
1553.390464	1.625987	
1553.392010	1.626100	
1553.393678	1.625915	
1553.395166	1.626152	
1553.396876	1.625943	
1553.398353	1.625983	
1553.400076	1.626007	
1553.401551	1.626084	
1553.403248	1.625951	
1553.404726	1.626132	
1553.406410	1.626032	
1553.407899	1.626011	
1553.409606	1.625870	
1553.411097	1.626019	
1553.412873	1.625963	
1553.414363	1.626011	
1553.416093	1.625987	
1553.417600	1.625979	
1553.419319	1.625987	
1553.420843	1.625995	
1553.422570	1.626152	
1553.424114	1.625971	
1553.425792	1.626072	
1553.427351	1.626112	
1553.429018	1.625923	
1553.430594	1.625991	
1553.432247	1.626007	
1553.433829	1.626036	
1553.435473	1.626080	
1553.437092	1.626040	
1553.438722	1.625935	
1553.440349	1.625959	
1553.441967	1.626052	
1553.443641	1.625915	
1553.445248	1.626064	
1553.446879	1.625967	
1553.448458	1.625939	
1553.450149	1.626035	
1553.451710	1.626076	
1553.453422	1.625935	
1553.454960	1.626036	
1553.456669	1.625943	
1553.458217	1.625987	
1553.459908	1.626028	
1553.461437	1.626032	
1553.463192	1.625967	
1553.464674	1.625987	
1553.466460	1.626072	
1553.467937	1.625923	
1553.469709	1.625979	
1553.471194	1.625999	
1553.472949	1.625911	
1553.474426	1.625951	
1553.476182	1.626040	
1553.477686	1.625907	
1553.479443	1.625790	
1553.480945	1.625967	
1553.482660	1.625612	
1553.484179	1.626007	
1553.485891	1.625979	
1553.487433	1.625854	
1553.489123	1.624787	
1553.490679	1.625758	
1553.492356	1.625125	
1553.493926	1.625552	
1553.495584	1.623091	
1553.497166	1.573816	
1553.498826	1.437792	
1553.500434	1.394274	
1553.502050	1.275560	
1553.503692	1.249428	
1553.505306	1.131201	
1553.506960	1.073608	
1553.508557	0.980779	
1553.510201	0.913486	
1553.511789	0.787436	
1553.513452	0.714048	
1553.515033	0.654783	
1553.516727	0.566096	
1553.518269	0.496865	
1553.519961	0.414313	
1553.521508	0.349851	
1553.523222	0.264004	
1553.524704	0.195535	
1553.526260	0.126912	
1553.527773	0.062455	
1553.529353	-0.065766	
1553.530903	-0.137744	
1553.532445	-0.183856	
1553.534024	-0.268093	
1553.535517	-0.356398	
1553.537144	-0.437822	
1553.538655	-0.475692	
1553.540298	-0.562619	
1553.541780	-0.610436	
1553.543410	-0.718987	
1553.544887	-0.828267	
1553.546530	-0.907452	
1553.548018	-0.971369	
1553.549723	-1.064669	
1553.551225	-1.184870	
1553.552917	-1.206031	
1553.554397	-1.322465	
1553.556073	-1.405155	
1553.557580	-1.470131	
1553.559226	-1.573031	
1553.560762	-1.614772	
1553.562383	-1.627381	
1553.563962	-1.628026	
1553.565536	-1.627703	
1553.567136	-1.628098	
1553.568760	-1.628086	
1553.570384	-1.628050	
1553.572008	-1.628110	
1553.573626	-1.627925	
1553.575228	-1.628005	
1553.576889	-1.628134	
1553.578476	-1.628026	
1553.580170	-1.627897	
1553.581733	-1.628126	
1553.583433	-1.628042	
1553.584982	-1.627949	
1553.586696	-1.628094	
1553.588260	-1.628021	
1553.589956	-1.627699	
1553.591523	-1.628191	
1553.593237	-1.628034	
1553.594744	-1.628114	
1553.596499	-1.628211	
1553.597991	-1.628275	
1553.599757	-1.627892	
1553.601243	-1.628320	
1553.602997	-1.628142	
1553.604487	-1.628275	
1553.606289	-1.627897	
1553.607763	-1.628303	
1553.609542	-1.628191	
1553.611028	-1.628291	
1553.612777	-1.628102	
1553.614284	-1.628170	
1553.616012	-1.628267	
1553.617533	-1.628235	
1553.619246	-1.628219	
