time (s)	magX	magY	magZ
3094.925831	390.364716	242.906494	486.517212
3094.929170	390.306274	244.893616	485.815887
3094.932528	390.364716	246.120972	484.179413
3094.935838	390.890717	247.757446	482.718262
3094.939168	391.650513	250.212158	480.205139
3094.942500	391.533600	251.497955	478.743988
3094.945832	392.702515	254.069550	477.516632
3094.949162	392.819397	255.530670	475.763275
3094.952497	393.170074	257.634705	472.782562
3094.955854	394.222107	260.323212	470.678528
3094.959164	394.397430	261.959686	467.873169
3094.962500	394.864990	265.115723	466.119781
3094.965826	395.157227	267.044403	463.080627
3094.969166	396.150787	269.382233	460.801270
3094.973851	397.670380	274.057861	455.132080
3094.976742	398.079498	276.921692	452.326691
3094.980088	399.014618	279.317932	449.053741
3094.983375	399.306854	281.480408	446.248383
3094.986686	400.183533	284.285797	442.975433
3094.990009	401.001770	287.675629	440.053162
3094.993361	401.878448	289.662750	436.838684
3094.996254	402.638214	292.292786	433.916412
3094.999594	403.222687	294.864410	430.468140
3095.002936	403.807129	297.435974	427.253632
3095.006264	404.391602	300.299835	424.097595
3095.009605	404.917603	302.696075	420.473969
3095.012917	406.320282	305.384583	416.791931
3095.016246	406.612518	307.839264	413.928101
3095.019159	407.196960	310.878448	409.661560
3095.022493	407.430756	313.859131	405.628845
3095.025829	408.658081	315.904724	402.122131
3095.029160	409.593231	318.710114	398.206299
3095.032490	409.768555	321.164825	395.167114
3095.035861	410.353027	323.561066	390.199280
3095.039152	410.586792	327.067780	386.224976
3095.042491	410.879028	329.288696	381.900024
3095.045817	411.521912	332.327881	377.165955
3095.049158	411.931030	335.600830	372.665680
3095.052485	412.515503	338.464630	367.288696
3095.055817	412.690826	341.445343	361.794861
3095.059152	412.807709	344.601410	356.826965
3095.062486	413.333740	347.523651	351.216248
3095.065821	413.684387	350.387512	344.144348
3095.069197	414.035065	353.426636	338.592041
3095.072482	413.801300	355.939819	331.637024
3095.075824	414.035065	359.855652	324.448242
3095.079178	414.151978	362.953247	317.201050
3095.082481	414.151978	365.875488	309.778442
3095.085826	415.262421	368.622437	301.479248
3095.089153	414.970215	372.012268	293.764465
3095.092481	415.145538	374.116302	285.056091
3095.095820	415.613098	377.447693	276.639954
3095.099151	415.788422	379.727081	267.113373
3095.102479	415.554657	382.123322	256.943878
3095.105813	415.554657	383.642914	247.008179
3095.109148	415.028625	385.805389	236.546448
3095.112481	415.788422	387.266510	226.376953
3095.115811	415.262421	388.902985	215.272339
3095.119149	415.087097	389.487427	202.940369
3095.122504	414.736420	391.065460	193.121552
3095.127152	414.677979	392.175934	169.860291
3095.130442	414.210388	392.643494	157.995911
3095.133331	413.099945	392.234375	146.482147
3095.136658	412.690826	392.117462	135.026855
3095.140008	412.281708	391.474579	123.220917
3095.143346	411.346588	390.130341	111.064270
3095.146760	410.703674	389.136780	99.199860
3095.150072	409.476318	387.675629	87.686157
3095.152907	407.664520	385.571594	75.646393
3095.156238	406.320282	383.935150	64.600220
3095.159580	405.326721	380.603729	52.560455
3095.162906	403.456451	377.915253	40.053162
3095.166269	401.352417	373.999420	27.662750
3095.169566	399.131500	370.375793	15.798340
3095.172473	396.676788	366.518433	3.407959
3095.175805	393.929871	362.018127	-9.099365
