time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3095.252926	253.819290	2.143806	-0.100000	183
3097.311480	254.774628	2.165396	-0.100000	185
3099.362525	253.719086	2.144257	-0.100000	187
3101.404626	252.800735	2.102945	-0.100000	189
3103.448113	252.540649	2.066135	-0.100000	191
3105.495428	252.364426	2.045538	-0.100000	193
3107.538887	253.004135	2.048406	-0.100000	195
3109.571859	254.922470	2.000373	-0.100000	197
3111.609954	254.804565	1.902333	-0.100000	199
3113.664345	252.773132	1.879965	-0.100000	201
3115.719438	252.017365	1.906158	-0.100000	203
3117.756838	253.814178	1.910707	-0.100000	205
3119.788828	255.229279	1.837859	-0.100000	207
3121.829950	254.691483	1.773071	-0.100000	209
3123.874808	254.050766	1.737038	-0.100000	211
3125.918391	253.940430	1.716425	-0.100000	213
3127.963194	254.286194	1.707210	-0.100000	215
3130.018210	254.521332	1.715407	-0.100000	217
3132.074222	256.135040	1.691319	-0.100000	219
3134.115791	255.808182	1.652754	-0.100000	221
3136.148517	252.726288	1.612739	-0.100000	223
3138.183351	253.158417	1.574599	-0.100000	225
3140.223839	254.013840	1.554024	-0.100000	227
3142.271891	254.638855	1.551877	-0.100000	229
3144.322859	254.733932	1.549653	-0.100000	231
3146.371061	253.733658	1.542073	-0.100000	233
3148.414294	253.731583	1.522589	-0.100000	235
3150.453094	253.951218	1.495506	-0.100000	237
3152.488977	254.633041	1.442663	-0.100000	239
3154.528597	263.497833	1.377644	-0.100000	241
3156.573844	255.950851	1.344413	-0.100000	243
3158.625660	254.922775	1.320031	-0.100000	245
3160.681399	253.766479	1.313822	-0.100000	247
3162.734713	256.720642	1.346022	-0.100000	249
3164.777215	254.670288	1.329014	-0.100000	251
3166.809416	257.300354	1.331837	-0.100000	253
3168.839770	259.679810	1.292253	-0.100000	255
3170.877621	260.292053	1.253479	-0.100000	1
3172.920711	260.010468	1.234779	-0.100000	3
3174.971002	258.269409	1.229075	0.100000	5
3177.028467	255.081573	1.226465	0.100000	7
3179.084898	254.843643	1.209987	0.000573	9
3181.129993	253.878372	1.179515	-0.000979	11
3183.164841	253.646820	1.148522	-0.000438	13
3185.198397	253.710907	1.117779	-0.005534	15
3187.233213	254.135880	1.090525	-0.002252	17
3189.270141	254.423340	1.070071	-0.007948	19
3191.310469	254.670822	1.051856	-0.012470	21
3193.348988	255.094604	1.033614	-0.008800	23
3195.388493	255.104370	1.018990	-0.013716	25
3197.431289	256.079041	0.987571	-0.100000	27
3199.473519	255.222412	0.987194	-0.011950	29
3201.516358	256.060303	0.954338	-0.100000	31
3203.560860	255.945786	0.940648	-0.100000	33
3205.604479	255.167328	0.923095	0.100000	35
3207.650629	254.892914	0.907839	0.100000	37
3209.697846	254.691803	0.909970	0.010697	39
3211.747748	254.267075	0.901464	0.015346	41
3213.802766	253.697067	0.894736	0.021156	43
3215.857986	253.178146	0.895345	0.024552	45
3217.908747	253.211243	0.907066	0.028064	47
