time (s)	det(V)
5734.270827	1.626100	
5734.272412	1.625975	
5734.274039	1.625967	
5734.275658	1.625999	
5734.277277	1.626035	
5734.278890	1.625967	
5734.280506	1.625919	
5734.282144	1.625846	
5734.283728	1.625999	
5734.285377	1.625802	
5734.286855	1.626015	
5734.288424	1.625939	
5734.289910	1.625919	
5734.291527	1.625939	
5734.292999	1.625903	
5734.294598	1.625979	
5734.296115	1.625927	
5734.297658	1.625967	
5734.299247	1.625790	
5734.300747	1.625713	
5734.302390	1.625955	
5734.303885	1.626023	
5734.305525	1.625883	
5734.307049	1.625883	
5734.308684	1.625794	
5734.310156	1.626068	
5734.311791	1.625874	
5734.313267	1.625911	
5734.314957	1.625814	
5734.316439	1.625935	
5734.318138	1.625443	
5734.319618	1.625935	
5734.321274	1.625887	
5734.322797	1.625830	
5734.324425	1.625717	
5734.325966	1.625802	
5734.327572	1.625798	
5734.329154	1.625798	
5734.330743	1.625629	
5734.332334	1.625757	
5734.333968	1.626015	
5734.335580	1.625496	
5734.337204	1.625754	
5734.338833	1.620859	
5734.340429	1.531334	
5734.342099	1.469298	
5734.343666	1.347719	
5734.345327	1.329769	
5734.346892	1.239224	
5734.348565	1.165292	
5734.350114	1.056717	
5734.351817	1.010573	
5734.353347	0.878903	
5734.355074	0.811396	
5734.356560	0.693278	
5734.358307	0.590483	
5734.359788	0.509180	
5734.361556	0.401491	
5734.363038	0.355113	
5734.364816	0.210496	
5734.366309	0.122884	
5734.368092	0.030486	
5734.369591	-0.094440	
5734.371321	-0.221815	
5734.372823	-0.292657	
5734.374554	-0.393237	
5734.376067	-0.481578	
5734.377794	-0.602024	
5734.379340	-0.677249	
5734.381051	-0.778489	
5734.382601	-0.846350	
5734.384294	-0.975434	
5734.385842	-1.052963	
5734.387522	-1.155858	
5734.389094	-1.223610	
5734.390761	-1.322336	
5734.392358	-1.369661	
5734.393973	-1.506072	
5734.395588	-1.555298	
5734.397210	-1.605000	
5734.398836	-1.627188	
5734.400437	-1.627997	
5734.402072	-1.627381	
5734.403658	-1.627989	
5734.405345	-1.627321	
5734.406912	-1.627977	
5734.408597	-1.627856	
5734.410141	-1.628026	
5734.411844	-1.627381	
5734.413399	-1.628001	
5734.415101	-1.627800	
5734.416625	-1.628042	
5734.418357	-1.627969	
5734.419837	-1.628126	
5734.421615	-1.627969	
5734.423090	-1.628017	
5734.424873	-1.627985	
5734.426359	-1.628070	
5734.428106	-1.628090	
5734.429584	-1.628134	
5734.431342	-1.627957	
5734.432844	-1.628191	
5734.434600	-1.627417	
5734.436113	-1.628034	
5734.437813	-1.627905	
5734.439343	-1.628062	
5734.440866	-1.628126	
5734.442460	-1.628126	
5734.443945	-1.627937	
5734.445570	-1.628219	
5734.447089	-1.628207	
5734.448712	-1.628183	
5734.450188	-1.628118	
5734.451818	-1.628070	
5734.453302	-1.628271	
5734.454949	-1.628150	
5734.456430	-1.628219	
5734.458042	-1.628163	
5734.459539	-1.628247	
5734.461114	-1.628183	
5734.462672	-1.628187	
5734.464273	-1.628215	
5734.465845	-1.628191	
5734.467418	-1.627860	
5734.469031	-1.628187	
5734.470588	-1.628005	
5734.472217	-1.628287	
5734.473734	-1.628155	
5734.475418	-1.628114	
5734.476896	-1.628166	
5734.478612	-1.628114	
5734.480097	-1.628231	
5734.481820	-1.628054	
5734.483359	-1.628267	
5734.485088	-1.628203	
5734.486589	-1.628275	
5734.488348	-1.628179	
5734.489829	-1.628219	
5734.491579	-1.628271	
5734.493062	-1.628195	
5734.494851	-1.627993	
5734.496333	-1.628166	
5734.498128	-1.628203	
5734.499610	-1.628251	
5734.501365	-1.627981	
5734.502862	-1.628223	
5734.504589	-1.628017	
5734.506105	-1.628150	
5734.507832	-1.628191	
5734.509358	-1.628199	
5734.511101	-1.628013	
5734.512633	-1.628207	
5734.514325	-1.628126	
5734.515873	-1.628251	
5734.517557	-1.627864	
5734.519127	-1.628235	
5734.520793	-1.628090	
5734.522376	-1.628219	
5734.524000	-1.628126	
5734.525612	-1.628098	
5734.527250	-1.628203	
5734.528869	-1.628235	
5734.530474	-1.628235	
5734.532102	-1.628191	
5734.533704	-1.628199	
5734.535376	-1.628054	
5734.536948	-1.628102	
5734.538633	-1.627969	
5734.540189	-1.628183	
5734.541892	-1.628070	
5734.543429	-1.628029	
5734.545136	-1.627953	
5734.546678	-1.628279	
5734.548386	-1.627909	
5734.549891	-1.628054	
5734.551662	-1.627591	
5734.553143	-1.627981	
5734.554908	-1.627925	
5734.556393	-1.628134	
5734.558154	-1.628021	
5734.559646	-1.628199	
5734.561429	-1.627804	
5734.562902	-1.628162	
5734.564659	-1.627756	
5734.566152	-1.628175	
5734.567872	-1.627941	
5734.569382	-1.628106	
5734.571097	-1.627800	
5734.572642	-1.628158	
5734.574336	-1.628013	
5734.575889	-1.628259	
5734.577553	-1.627981	
5734.579124	-1.628183	
5734.580783	-1.628154	
5734.582361	-1.628126	
5734.583997	-1.627848	
5734.585598	-1.628130	
5734.587213	-1.628046	
5734.588849	-1.627917	
5734.590436	-1.628050	
5734.592121	-1.628130	
5734.593719	-1.627885	
5734.595373	-1.627897	
5734.596862	-1.628130	
5734.598414	-1.628078	
5734.599912	-1.628138	
5734.601523	-1.628054	
5734.603020	-1.628086	
5734.604617	-1.628102	
5734.606128	-1.628138	
5734.607699	-1.628142	
5734.609246	-1.628118	
5734.610724	-1.627929	
5734.612387	-1.628154	
5734.613876	-1.628062	
5734.615513	-1.628138	
5734.617008	-1.628110	
5734.618687	-1.628038	
5734.620170	-1.628005	
5734.621911	-1.628102	
5734.623379	-1.628122	
5734.625088	-1.627989	
5734.626573	-1.628066	
5734.628259	-1.627590	
5734.629737	-1.628005	
5734.631431	-1.628005	
5734.632912	-1.628146	
5734.634572	-1.627671	
5734.636086	-1.628074	
5734.637806	-1.627586	
5734.639345	-1.628078	
5734.641065	-1.627772	
5734.642596	-1.627901	
5734.644288	-1.627683	
5734.645850	-1.628025	
5734.647533	-1.627836	
5734.649099	-1.627877	
5734.650782	-1.627699	
5734.652361	-1.627603	
5734.653994	-1.627816	
5734.655613	-1.626297	
5734.657252	-1.620170	
5734.658846	-1.521335	
5734.660454	-1.520111	
5734.662117	-1.394109	
5734.663708	-1.387035	
5734.665388	-1.324862	
5734.666956	-1.281614	
5734.668635	-1.204996	
5734.670204	-1.211368	
5734.671885	-1.140277	
5734.673432	-1.130343	
5734.675132	-1.034009	
5734.676687	-1.049478	
5734.678402	-0.967756	
5734.679910	-0.939195	
5734.681643	-0.899911	
5734.683120	-0.894593	
5734.684905	-0.846846	
5734.686389	-0.815360	
5734.688157	-0.798324	
5734.689641	-0.791654	
5734.691411	-0.720421	
5734.692890	-0.755673	
5734.694635	-0.708872	
5734.696135	-0.669906	
5734.697853	-0.650940	
5734.699369	-0.626609	
5734.701059	-0.632128	
5734.702595	-0.574024	
5734.704284	-0.612043	
5734.705845	-0.558780	
5734.707515	-0.582100	
5734.709084	-0.556279	
5734.710741	-0.577770	
5734.712322	-0.492212	
5734.713959	-0.540484	
5734.715565	-0.516958	
5734.717184	-0.530344	
5734.718818	-0.473267	
5734.720396	-0.520680	
5734.722079	-0.480816	
5734.723689	-0.508430	
5734.725343	-0.516781	
5734.726924	-0.538002	
5734.728589	-0.479805	
5734.730151	-0.483592	
5734.731867	-0.469948	
5734.733396	-0.494537	
5734.735094	-0.445198	
5734.736621	-0.493429	
5734.738330	-0.496607	
5734.739818	-0.482057	
5734.741597	-0.440372	
5734.743087	-0.500076	
5734.744880	-0.470343	
5734.746355	-0.473960	
5734.748134	-0.471309	
5734.749639	-0.487669	
5734.751132	-0.438833	
5734.752695	-0.433927	
5734.754231	-0.428706	
5734.755849	-0.463386	
5734.757333	-0.448747	
5734.758970	-0.442624	
5734.760474	-0.440432	
5734.762135	-0.403372	
5734.763622	-0.368172	
5734.765249	-0.375975	
5734.766723	-0.344812	
5734.768358	-0.362440	
5734.769832	-0.349723	
5734.771454	-0.374432	
5734.772937	-0.338967	
5734.774526	-0.367431	
5734.776062	-0.326761	
5734.777688	-0.275702	
5734.779240	-0.282067	
5734.780835	-0.299687	
5734.782426	-0.277793	
5734.783992	-0.277491	
5734.785610	-0.210403	
5734.787158	-0.252128	
5734.788811	-0.211890	
5734.790308	-0.215145	
5734.791999	-0.187248	
5734.793484	-0.210605	
5734.795207	-0.172058	
5734.796746	-0.165101	
5734.798464	-0.144024	
5734.800004	-0.150909	
5734.801708	-0.124705	
5734.803214	-0.148440	
5734.804955	-0.109043	
5734.806440	-0.094077	
5734.808199	-0.123299	
5734.809694	-0.103673	
5734.811471	-0.027815	
5734.812944	-0.050733	
5734.814704	-0.044307	
5734.816190	-0.047321	
5734.817951	-0.009902	
5734.819457	-0.007412	
5734.821190	-0.041778	
5734.822722	-0.015372	
5734.824463	-0.007182	
5734.825990	-0.007553	
5734.827703	-0.031864	
5734.829244	0.031896	
5734.830934	0.024722	
5734.832490	0.008198	
5734.834149	0.018236	
5734.835722	0.034539	
5734.837365	0.003924	
5734.838968	0.017620	
5734.840598	-0.002695	
5734.842208	0.011146	
5734.843828	-0.011734	
5734.845455	0.030398	
5734.847049	0.016637	
5734.848713	0.046233	
5734.850287	-0.007130	
5734.851965	0.060517	
5734.853527	-0.003287	
5734.855220	-0.018405	
5734.856780	-0.007976	
5734.858454	0.034591	
5734.859998	-0.013088	
5734.861695	-0.003754	
5734.863188	0.006300	
5734.864953	0.021644	
5734.866436	-0.022961	
5734.868200	-0.019501	
5734.869681	-0.047232	
5734.871429	-0.028883	
5734.872907	-0.012931	
5734.874672	-0.034353	
5734.876170	-0.017350	
5734.877920	-0.069891	
5734.879431	-0.018063	
5734.881156	-0.032541	
5734.882677	-0.036996	
5734.884380	-0.037326	
5734.885915	-0.037753	
5734.887601	-0.073489	
5734.889158	-0.045311	
5734.890812	-0.081050	
5734.892400	-0.082520	
5734.894056	-0.059196	
5734.895629	-0.035937	
5734.897259	-0.069658	
5734.898846	-0.039107	
5734.900368	-0.014574	
5734.902007	-0.046225	
5734.903484	-0.059269	
5734.905126	-0.071531	
5734.906603	-0.075583	
5734.908234	-0.045693	
5734.909713	-0.063386	
5734.911322	-0.053677	
5734.912815	-0.022671	
5734.914377	-0.039123	
5734.915932	-0.033467	
5734.917434	-0.044473	
5734.919097	0.010188	
5734.920575	-0.032932	
5734.922174	-0.000371	
5734.923683	-0.013753	
5734.925364	0.028831	
5734.926839	0.001446	
5734.928574	0.026353	
5734.930046	0.067809	
5734.931758	0.070157	
5734.933241	0.046181	
5734.934933	0.053665	
5734.936417	0.084462	
5734.938127	0.065831	
5734.939617	0.078383	
5734.941292	0.073050	
5734.942787	0.070250	
5734.944500	0.098126	
5734.946020	0.110940	
5734.947730	0.107185	
5734.949261	0.142179	
5734.950961	0.111677	
5734.952520	0.092692	
5734.954208	0.120499	
5734.955784	0.154716	
5734.957447	0.108825	
5734.959028	0.135928	
5734.960679	0.121732	
5734.962264	0.188956	
5734.963889	0.146780	
5734.965501	0.198350	
5734.967112	0.163324	
5734.968767	0.219725	
5734.970353	0.168424	
5734.972021	0.204357	
5734.973609	0.170382	
5734.975255	0.197803	
5734.976812	0.156174	
5734.978500	0.184344	
5734.980042	0.180211	
5734.981753	0.236305	
5734.983288	0.182116	
5734.984996	0.192626	
5734.986478	0.173480	
5734.988227	0.183196	
5734.989716	0.159115	
5734.991483	0.195587	
5734.992977	0.167336	
5734.994756	0.176654	
5734.996244	0.207120	
5734.998008	0.147235	
5734.999495	0.202302	
5735.001253	0.156246	
5735.002761	0.154357	
5735.004485	0.115270	
5735.005998	0.167993	
5735.007707	0.123335	
5735.009253	0.152782	
5735.010944	0.121530	
5735.012501	0.154393	
5735.014167	0.144770	
5735.015736	0.155912	
5735.017387	0.118384	
5735.018963	0.132330	
5735.020599	0.094126	
5735.022211	0.146220	
5735.023822	0.098146	
5735.025445	0.118529	
5735.027078	0.094927	
5735.028735	0.143207	
5735.030336	0.114815	
5735.032009	0.136814	
5735.033573	0.105953	
5735.035249	0.133390	
5735.036799	0.119855	
5735.038502	0.143614	
5735.040054	0.120680	
5735.041727	0.157378	
5735.043268	0.136419	
5735.044993	0.170313	
5735.046495	0.159602	
5735.048265	0.187792	
5735.049744	0.175872	
5735.051533	0.242525	
5735.053018	0.192497	
5735.054776	0.218045	
5735.056291	0.217328	
5735.057776	0.243439	
5735.059353	0.259339	
5735.060897	0.244015	
5735.062497	0.292130	
5735.063989	0.306442	
5735.065654	0.303727	
5735.067142	0.352059	
5735.068787	0.338347	
5735.070272	0.380668	
5735.071896	0.343273	
5735.073372	0.361771	
5735.074991	0.400782	
5735.076477	0.374932	
5735.078104	0.424263	
5735.079609	0.463551	
5735.081205	0.443784	
5735.082718	0.514038	
5735.084355	0.502227	
5735.085896	0.539001	
5735.087510	0.531323	
5735.089074	0.555626	
5735.090653	0.533998	
5735.092253	0.594069	
5735.093786	0.595982	
5735.095450	0.628394	
5735.096930	0.644120	
5735.098641	0.661176	
5735.100117	0.653970	
5735.101858	0.692339	
5735.103410	0.680730	
5735.105107	0.712521	
5735.106648	0.720381	
5735.108363	0.714362	
5735.109905	0.728139	
5735.111626	0.781756	
5735.113101	0.793881	
5735.114879	0.803529	
5735.116354	0.796613	
5735.118124	0.830579	
5735.119608	0.854290	
5735.121376	0.827562	
5735.122848	0.843502	
5735.124615	0.869928	
5735.126116	0.849593	
5735.127857	0.870178	
5735.129369	0.928169	
5735.131087	0.887060	
5735.132618	0.918078	
5735.134309	0.916680	
5735.135849	0.950317	
5735.137525	0.913804	
5735.139080	0.925849	
5735.140754	0.903746	
5735.142326	0.930167	
5735.143982	0.924882	
5735.145575	0.949390	
5735.147206	0.968795	
5735.148815	1.023358	
5735.150405	0.942176	
5735.152053	1.008442	
5735.153627	0.994902	
5735.155298	1.013872	
5735.156885	1.002472	
5735.158562	1.026887	
5735.160125	1.031117	
5735.161811	1.122802	
5735.163354	1.084496	
5735.165056	1.135604	
5735.166581	1.146412	
5735.168307	1.181027	
5735.169795	1.163580	
5735.171559	1.209761	
5735.173039	1.254141	
5735.174820	1.262210	
5735.176314	1.289671	
5735.178112	1.330848	
5735.179583	1.385444	
5735.181347	1.407322	
5735.182829	1.453333	
5735.184558	1.487965	
5735.186069	1.523797	
5735.187777	1.541352	
5735.189306	1.610196	
5735.191033	1.622523	
5735.192569	1.625512	
5735.194267	1.625814	
5735.195814	1.625778	
5735.197490	1.625629	
5735.199055	1.625866	
5735.200720	1.625665	
5735.202300	1.625907	
5735.203952	1.625830	
5735.205560	1.625858	
5735.207179	1.626023	
5735.208813	1.625741	
5735.210436	1.625923	
5735.212060	1.625830	
5735.213659	1.626040	
5735.215309	1.626007	
5735.216796	1.625975	
5735.218368	1.625911	
5735.219850	1.625923	
5735.221411	1.626015	
5735.222893	1.625907	
5735.224485	1.626048	
5735.226003	1.626023	
5735.227563	1.626031	
5735.229157	1.625911	
5735.230653	1.625818	
5735.232312	1.625927	
5735.233795	1.626064	
5735.235418	1.625995	
5735.236949	1.626035	
5735.238582	1.625935	
5735.240058	1.625854	
5735.241682	1.625999	
5735.243162	1.625975	
5735.244849	1.625903	
5735.246328	1.626076	
5735.248023	1.625939	
5735.249502	1.625907	
5735.251166	1.625907	
5735.252684	1.625923	
5735.254315	1.625919	
5735.255860	1.625899	
5735.257467	1.625983	
5735.259047	1.625959	
5735.260609	1.626047	
5735.262210	1.625931	
5735.263845	1.626056	
5735.265465	1.625907	
5735.267083	1.626060	
5735.268748	1.626015	
5735.270326	1.625967	
5735.271986	1.625919	
5735.273562	1.626048	
5735.275256	1.625975	
5735.276819	1.625943	
5735.278507	1.625898	
5735.280054	1.626028	
5735.281743	1.626104	
5735.283290	1.626092	
5735.285025	1.625999	
5735.286546	1.626048	
5735.288273	1.626007	
5735.289751	1.626035	
5735.291539	1.625959	
5735.293022	1.625891	
5735.294795	1.626096	
5735.296285	1.625971	
5735.298065	1.626019	
5735.299541	1.626072	
5735.301321	1.625927	
5735.302811	1.625991	
5735.304541	1.626011	
5735.306058	1.626072	
5735.307800	1.626084	
5735.309316	1.626080	
5735.311040	1.625995	
5735.312580	1.625971	
5735.314273	1.625923	
5735.315814	1.625963	
5735.317501	1.626104	
5735.319072	1.626072	
5735.320748	1.625987	
5735.322319	1.626072	
5735.323954	1.625967	
5735.325556	1.625983	
5735.327207	1.626205	
5735.328819	1.626048	
5735.330449	1.626144	
5735.332071	1.625931	
5735.333661	1.626124	
5735.335326	1.626015	
5735.336913	1.626060	
5735.338594	1.626016	
5735.340144	1.626023	
5735.341846	1.625979	
5735.343408	1.626064	
5735.345080	1.625967	
5735.346633	1.626068	
5735.348359	1.626032	
5735.349878	1.626052	
5735.351624	1.625963	
5735.353109	1.625971	
5735.354880	1.626003	
5735.356363	1.626015	
5735.358142	1.625943	
5735.359624	1.626003	
5735.361411	1.626044	
5735.362891	1.626076	
5735.364676	1.626044	
5735.366160	1.626047	
5735.367904	1.625995	
5735.369406	1.626003	
5735.371127	1.626060	
5735.372648	1.625947	
5735.374369	1.626152	
5735.375910	1.625895	
5735.377425	1.625967	
5735.379010	1.625919	
5735.380494	1.625943	
5735.382126	1.625975	
5735.383645	1.625935	
5735.385259	1.625834	
5735.386738	1.626044	
5735.388382	1.625826	
5735.389871	1.625935	
5735.391501	1.626027	
5735.392995	1.626023	
5735.394599	1.626040	
5735.396115	1.625887	
5735.397694	1.625951	
5735.399225	1.625818	
5735.400752	1.626028	
5735.402356	1.625947	
5735.403950	1.626104	
5735.405566	1.625927	
5735.407125	1.625959	
5735.408766	1.626052	
5735.410262	1.626140	
5735.411950	1.625927	
5735.413422	1.626015	
5735.415142	1.625959	
5735.416609	1.625911	
5735.418320	1.625842	
5735.419801	1.625951	
5735.421509	1.625766	
5735.422994	1.625943	
5735.424751	1.625911	
5735.426234	1.625923	
5735.428014	1.625951	
5735.429485	1.625907	
5735.431232	1.625745	
5735.432730	1.625995	
5735.434462	1.625721	
5735.435982	1.625890	
5735.437683	1.624182	
5735.439213	1.625673	
5735.440910	1.625339	
5735.442463	1.624320	
5735.444152	1.532828	
5735.445713	1.501903	
5735.447394	1.371164	
5735.448959	1.328850	
5735.450613	1.236288	
5735.452211	1.189193	
5735.453816	1.065454	
5735.455444	1.025123	
5735.457042	0.940174	
5735.458702	0.888535	
5735.460302	0.764906	
5735.461953	0.740812	
5735.463543	0.631415	
5735.465226	0.613755	
5735.466779	0.446394	
5735.468483	0.403573	
5735.470018	0.305963	
5735.471717	0.179812	
5735.473264	0.094226	
5735.474957	0.062669	
5735.476460	-0.074314	
5735.478217	-0.179776	
5735.479706	-0.254602	
5735.481481	-0.370118	
