time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
5734.368096	251.153503	1.333046	-0.028089	217
5736.416173	251.011642	1.299284	0.006248	219
5738.448860	252.363708	1.217055	-0.012659	221
5740.502474	250.706406	1.166899	-0.005417	223
5742.536203	253.125580	1.104824	0.004599	225
5744.584811	250.927582	1.050115	-0.005678	227
5746.622212	253.734970	0.999670	0.014201	229
5748.671885	250.812408	0.948374	-0.003199	231
5750.703179	252.416367	0.912414	0.021761	233
5752.756212	250.964508	0.846870	-0.003396	235
5754.787608	250.389893	0.834181	0.028128	237
5756.824078	252.235229	0.753868	0.002186	239
5758.875902	249.393753	0.737600	0.007339	241
5760.902713	250.492554	0.703735	0.024718	243
5762.935116	251.808456	0.634448	0.012340	245
5764.983266	251.028641	0.594525	0.004680	247
5767.029439	250.391571	0.571088	0.008302	249
5769.063530	250.034943	0.536631	0.012143	251
5771.100585	250.076950	0.497474	0.014451	253
5773.133267	250.681717	0.455588	0.016998	255
