time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3019.040338	104.547310	1.731829	-0.002662	115
3021.084189	104.716667	1.684270	-0.000125	117
3023.125201	105.222168	1.631383	0.000798	119
3025.166393	105.598320	1.573760	0.001510	121
3027.209545	105.617836	1.511812	0.002013	123
3029.254970	105.496529	1.454047	0.002172	125
3031.300207	105.329727	1.398593	0.002831	127
3033.345261	105.176491	1.347504	0.003593	129
3035.390286	105.117470	1.298556	0.004159	131
3037.434047	105.042763	1.249977	0.004749	133
3039.477103	104.989777	1.202193	0.004998	135
3041.519296	104.784546	1.154502	0.005157	137
3043.561862	104.511581	1.106741	0.005094	139
3045.606480	104.445648	1.058377	0.005450	141
3047.653989	104.731232	1.010037	0.006516	143
3049.703862	285.257538	-0.966949	-0.006926	145
3051.752145	285.525238	-0.928648	-0.006117	147
3053.793026	285.241119	-0.896510	-0.004553	149
3055.829812	284.416840	-0.859408	-0.004060	151
3057.870654	283.958801	-0.813996	-0.005078	153
3059.919703	284.547058	-0.770877	-0.006328	155
3061.973678	285.324554	-0.736118	-0.005929	157
3064.021382	285.447418	-0.707028	-0.004419	159
3066.059934	284.987366	-0.679914	-0.003482	161
3068.095649	284.377289	-0.648596	-0.003287	163
3070.134534	284.112335	-0.615570	-0.003600	165
3072.178820	284.189972	-0.584777	-0.003658	167
3074.224925	284.393585	-0.555304	-0.003542	169
3076.272795	284.553558	-0.529689	-0.003233	171
3078.318798	284.637665	-0.505563	-0.002971	173
3080.363908	284.639862	-0.482332	-0.002630	175
3082.406630	284.663055	-0.460317	-0.002378	177
3084.448122	284.704712	-0.438395	-0.002121	179
3086.487498	284.881683	-0.417058	-0.002001	181
3088.526622	285.163452	-0.397054	-0.002107	183
3090.567275	285.388397	-0.376469	-0.001869	185
3092.616646	285.295441	-0.356443	-0.001170	187
3094.674289	284.524536	-0.338862	-0.000530	189
3096.731164	283.606445	-0.323941	-0.000928	191
3098.779536	283.441711	-0.313065	-0.001898	193
