crossing time (s)	slope (V/s)	crossing number
2328.596018	153.920084	1394
2335.735022	134.690198	1395
2336.783996	128.286681	1396
2337.799060	122.817849	1397
2338.817276	120.148164	1398
2339.868461	111.127810	1399
2340.884938	103.942558	1400
2341.921301	97.128859	1401
2342.935841	90.348891	1402
2343.939428	81.720609	1403
2344.983548	76.251598	1404
2345.980286	68.933671	1405
2347.010561	63.604658	1406
2348.022969	55.380713	1407
2349.055553	50.464011	1408
2350.082351	43.962569	1409
2351.123753	42.196556	1410
2352.141697	38.187354	1411
2353.162817	33.805422	1412
2354.178756	30.995552	1413
2355.195995	29.738282	1414
2356.208354	26.494091	1415
2357.259967	22.225961	1416
2358.248102	19.646406	1417
2359.312578	19.436359	1418
2360.298120	18.383794	1419
2361.345964	15.057031	1420
2362.350246	12.377747	1421
2363.399709	12.399799	1422
2364.401668	11.888407	1423
2365.413503	10.284241	1424
2366.446876	10.009286	1425
2367.462756	8.341022	1426
2368.503483	6.579647	1427
2369.491621	6.946250	1428
2370.543540	4.999276	1429
2371.523565	5.284835	1430
2372.607627	4.023777	1431
2373.586813	3.087099	1432
2374.613747	4.036299	1433
2375.668920	4.704742	1434
