time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2319.025121	235.855072	1.599031	-0.013800	113
2335.747767	39.966148	-0.049318	0.018795	115
2337.796578	121.454521	1.272519	-0.100000	117
2339.850352	123.254807	1.175414	-0.100000	119
2341.895483	122.112617	1.088444	-0.100000	121
2343.934177	119.990829	0.991712	-0.100000	123
2345.980694	300.485779	-0.893137	0.100000	125
2348.034706	301.865570	-0.736814	0.100000	127
2350.086142	302.559906	-0.740070	0.100000	129
2352.130699	301.419891	-0.650064	0.100000	131
2354.169449	300.098694	-0.704824	0.100000	133
2356.209221	300.120453	-0.548941	0.080558	135
2358.251387	299.797546	-0.493016	0.073403	137
2360.296325	299.868103	-0.443016	0.066704	139
2362.340876	300.048645	-0.397073	0.060547	141
2364.389373	300.355530	-0.356478	0.055437	143
2366.442560	300.533661	-0.319719	0.050967	145
2368.503770	300.420074	-0.287740	0.046702	147
2370.558804	300.121094	-0.261246	0.042041	149
2372.599832	300.220551	-0.238473	0.036804	151
2374.613136	301.041473	-0.213874	0.032307	153
