time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2061.932723	281.528198	4.152343	-0.100000	249
2063.976405	284.892395	1.581293	-0.100000	251
2066.019365	287.574829	1.446141	-0.100000	253
2068.063395	292.758789	1.335052	-0.100000	255
2070.112626	271.577057	1.173403	-0.100000	1
2072.164757	287.994659	1.154376	-0.100000	3
2074.215099	288.600861	1.067863	-0.072397	5
2076.257386	108.652618	-0.981896	0.068876	7
2078.295531	108.961052	-0.893630	0.066668	9
2080.339053	109.108047	-0.803548	0.064310	11
2082.393343	108.844681	-0.722796	0.060746	13
2084.448961	108.378525	-0.654780	0.055456	15
2086.496368	108.277901	-0.595489	0.049751	17
2088.534756	108.529152	-0.538260	0.045752	19
2090.570589	108.698822	-0.482185	0.042271	21
2092.610789	108.636528	-0.430159	0.038482	23
2094.657028	108.548943	-0.384114	0.034975	25
2096.708192	108.448311	-0.343362	0.031579	27
2098.756507	108.413986	-0.307808	0.028397	29
2100.806090	108.352310	-0.276112	0.025634	31
2102.851094	108.212616	-0.248827	0.023136	33
2104.886988	107.981453	-0.224685	0.020908	35
2106.926699	107.262787	-0.202502	0.019163	37
2108.961503	106.189697	-0.181783	0.017482	39
2110.998449	105.541809	-0.161309	0.015544	41
2113.059481	106.278229	-0.141083	0.013535	43
2115.128242	109.396187	-0.123481	0.011877	45
