crossing time (s)	slope (V/s)	crossing number
2062.968548	155.221374	1274
2063.981054	149.465329	1275
2064.999390	152.994037	1276
2066.008401	147.826663	1277
2067.032725	145.496846	1278
2068.058735	140.619023	1279
2069.094444	128.059426	1280
2070.122555	122.381878	1281
2071.119618	114.628271	1282
2072.175114	103.023754	1283
2073.203389	99.012416	1284
2074.230920	95.409166	1285
2075.219002	88.421708	1286
2076.253228	81.153014	1287
2077.250895	72.644977	1288
2078.272931	67.477497	1289
2079.336988	58.156877	1290
2080.340167	51.783702	1291
2081.367724	47.669426	1292
2082.404541	42.059571	1293
2083.408678	39.863731	1294
2084.448076	36.035763	1295
2085.464692	33.065776	1296
2086.491157	29.592451	1297
2087.505184	26.627300	1298
2088.521749	24.034396	1299
2089.565711	19.523101	1300
2090.566542	17.386752	1301
2091.599847	16.054405	1302
2092.604969	16.700307	1303
2093.662967	14.528353	1304
2094.650514	11.234212	1305
2095.686098	11.378285	1306
2096.708348	10.262149	1307
2097.737468	10.364755	1308
2098.749810	6.849008	1309
2099.785624	7.532808	1310
2100.807785	6.490360	1311
2101.856767	5.012440	1312
2102.849817	6.328290	1313
2103.878401	4.307947	1314
2104.871160	5.137336	1315
2105.914912	5.241693	1316
2106.932458	3.982106	1317
2107.976379	3.326700	1318
2108.991338	3.083627	1319
2110.026611	2.669514	1320
2111.003988	3.230953	1321
2112.056770	0.634466	1322
2113.048206	1.924115	1323
2114.106245	2.566969	1324
2115.120158	1.206917	1325
