time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3401.481280	296.104370	1.604951	-0.047111	57
3403.522989	295.945953	1.565947	-0.046046	59
3405.564677	295.715576	1.527387	-0.044702	61
3407.606939	295.494202	1.488296	-0.043844	63
3409.649152	295.294678	1.448239	-0.043171	65
3411.691842	294.955383	1.409326	-0.042701	67
3413.734879	294.886200	1.370195	-0.041590	69
3415.778300	294.798859	1.331506	-0.040629	71
3417.821603	294.793793	1.294630	-0.039769	73
3419.865230	294.858429	1.259455	-0.039101	75
3421.909216	294.958374	1.223900	-0.038563	77
3423.953111	295.000397	1.189269	-0.038096	79
3425.997264	294.963318	1.153948	-0.037361	81
3428.040557	294.965393	1.119482	-0.036574	83
3430.083815	114.527359	-1.080181	0.100000	85
3432.127113	114.518562	-1.054951	0.100000	87
3434.169519	114.806923	-1.023375	0.035006	89
3436.211991	114.765198	-0.992622	0.034562	91
3438.254593	114.688370	-0.960169	0.034098	93
3440.297305	114.704773	-0.927800	0.033629	95
3442.340023	114.655312	-0.897463	0.033296	97
3444.383382	114.713074	-0.865614	0.032762	99
3446.427568	114.674904	-0.837937	0.032618	101
3448.471975	114.662521	-0.811088	0.032243	103
3450.517621	114.619469	-0.784924	0.031929	105
3452.563004	114.570549	-0.759047	0.031432	107
3454.608699	114.566757	-0.733510	0.030950	109
3456.654046	114.493309	-0.708089	0.030256	111
3458.701072	114.543747	-0.684215	0.030661	113
3460.744548	114.436539	-0.662230	0.029021	115
3462.789136	114.466652	-0.640076	0.028499	117
3464.832894	114.438179	-0.617435	0.027773	119
3466.877543	114.470543	-0.596085	0.027168	121
3468.920471	114.549583	-0.574525	0.026421	123
3470.963686	114.446030	-0.555982	0.025836	125
3473.007788	114.498940	-0.537055	0.025324	127
3475.051246	114.507828	-0.517969	0.024903	129
3477.095419	114.465332	-0.500202	0.024062	131
3479.138748	114.486977	-0.481202	0.023553	133
3481.182371	114.520012	-0.463781	0.023044	135
3483.225519	114.543266	-0.446844	0.022394	137
3485.270908	114.565948	-0.430358	0.021763	139
3487.312944	114.567558	-0.414484	0.021148	141
3489.357353	114.529182	-0.399991	0.020578	143
3491.397273	114.541718	-0.385654	0.019967	145
3493.441712	114.481300	-0.371642	0.019490	147
3495.479762	114.413109	-0.358846	0.018942	149
3497.523333	114.264786	-0.346879	0.018352	151
3499.560726	114.134178	-0.334699	0.017802	153
3501.599291	113.959137	-0.322811	0.017019	155
