crossing time (s)	slope (V/s)	crossing number
NaN	NaN	1334
2210.006812	148.246704	1335
2211.056867	144.396453	1336
2215.145083	130.524433	1337
2216.150030	126.847482	1338
2217.215187	120.741041	1339
2218.184849	114.902904	1340
2219.244950	109.726084	1341
2220.247447	95.139356	1342
2221.265824	87.191604	1343
2222.303370	78.187873	1344
2223.331614	69.735580	1345
2224.385612	65.531966	1346
2225.395720	58.917455	1347
2226.401098	53.484485	1348
2227.427169	46.516967	1349
2228.415179	43.612800	1350
2229.467893	42.053235	1351
2230.507078	36.067877	1352
2231.488539	34.572226	1353
2232.543943	27.904663	1354
2233.551280	33.056401	1355
2234.577153	26.557298	1356
2235.618682	24.390837	1357
2236.603060	19.122578	1358
2237.665727	17.578254	1359
2238.670105	16.880193	1360
2239.688500	15.404630	1361
2240.735234	14.187679	1362
2241.732837	10.195433	1363
2242.764200	11.916357	1364
2243.805123	8.818897	1365
2244.789350	9.396224	1366
2245.848270	10.110764	1367
2246.861136	8.430848	1368
2247.837675	10.217573	1369
2248.910700	7.750141	1370
2249.949446	6.855288	1371
2250.943950	2.761810	1372
