time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
0.000000	141.780991	-0.002552	0.009456	53
2210.027053	352.700317	0.016349	-0.100000	55
2215.145456	22.663561	-0.014490	-0.100000	57
2217.193729	293.193176	1.228714	0.067262	59
2219.239368	293.525543	1.123684	0.100000	61
2221.284660	113.879707	-1.026126	-0.062159	63
2223.332575	113.983398	-0.932032	-0.059544	65
2225.381883	114.096741	-0.844675	-0.056578	67
2227.430507	114.096649	-0.765533	-0.052867	69
2229.474431	114.297218	-0.693545	-0.047344	71
2231.509600	113.802628	-0.626401	-0.042682	73
2233.550630	113.112648	-0.554391	-0.041215	75
2235.611877	114.290726	-0.492784	-0.039546	77
2237.667755	115.281532	-0.451654	-0.031357	79
2239.690488	112.983032	-0.411103	-0.027264	81
2241.735319	112.852989	-0.355033	-0.030024	83
2243.810637	115.902863	-0.321716	-0.024175	85
2245.836638	113.645775	-0.301240	-0.018316	87
2247.857899	111.529480	-0.260698	-0.021580	89
2249.945711	115.360931	-0.228343	-0.019772	91
