crossing time (s)	slope (V/s)	crossing number
5639.116902	-89.733231	4733
5640.032170	-89.718761	4734
5641.187606	-76.022040	4735
5642.072950	-67.800269	4736
5643.234617	-58.386955	4737
5644.131478	-50.173163	4738
5645.294040	-40.761135	4739
5646.153912	-40.669614	4740
5647.319641	-34.943244	4741
5648.213041	-30.319566	4742
5649.386697	-26.951125	4743
5650.211303	-22.927382	4744
5651.418101	-20.671332	4745
5652.260071	-19.539859	4746
5653.496733	-16.886875	4747
5654.320803	-17.108698	4748
5655.602363	-12.342339	4749
5656.357670	-13.741942	4750
5657.640164	-6.038708	4751
5658.385738	-5.653922	4752
5659.704354	-6.168716	4753
5660.406940	-5.923616	4754
5661.766968	-2.695808	4755
5662.422936	-2.851322	4756
5663.824535	-2.714575	4757
5664.455739	-0.734204	4758
5665.919361	-0.974376	4759
5666.456246	-1.720088	4760
5668.011768	-0.384136	4761
5668.480873	-1.850110	4762
5670.476511	-1.841811	4763
5672.533614	-2.847710	4764
5676.490552	-0.438890	4765
5678.414207	0.280655	4766
