time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
5639.109255	45.641373	1.551583	0.100000	125
5641.161166	46.943642	1.430325	0.100000	127
5643.206412	46.645748	1.332042	0.100000	129
5645.262472	45.532784	1.176561	0.100000	131
5647.324823	56.655468	1.092056	0.100000	133
5649.379986	46.512653	0.960078	0.100000	135
5651.427303	53.459595	0.889656	0.100000	137
5653.498109	50.678673	0.836362	0.039026	139
5655.561275	50.715481	0.744263	0.074363	141
5657.635152	51.878334	0.613452	0.100000	143
5659.702712	48.164429	0.547015	0.100000	145
5661.774242	46.249760	0.464001	0.100000	147
5663.857542	43.194725	0.389001	0.100000	149
5665.928033	40.005428	0.322780	0.100000	151
5668.028177	32.259388	0.247240	0.100000	153
5670.516982	141.854874	0.002985	0.017001	155
5676.490659	163.250198	0.001772	0.024958	157
