time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2806.993017	301.572754	1.668042	-0.036084	167
2809.041365	300.948059	1.619945	-0.031571	169
2811.082653	301.338348	1.577048	-0.029258	171
2813.123232	301.910736	1.520848	-0.029286	173
2815.166715	301.978851	1.461198	-0.029550	175
2817.214617	301.741150	1.406899	-0.028953	177
2819.262706	301.472565	1.356102	-0.028361	179
2821.310032	301.280701	1.309201	-0.027345	181
2823.356512	301.333405	1.258102	-0.026564	183
2825.401282	301.481293	1.209240	-0.025821	185
2827.445948	301.485413	1.159808	-0.025812	187
2829.491717	301.589935	1.113914	-0.025594	189
2831.537131	301.610138	1.068746	-0.024710	191
2833.580769	301.650177	1.027135	-0.024483	193
2835.623230	121.508133	-0.986016	0.024580	195
2837.663121	121.143608	-0.946837	0.024318	197
2839.703397	120.509392	-0.904506	0.023620	199
2841.746871	120.197197	-0.858242	0.022541	201
2843.797084	120.949570	-0.817393	0.021032	203
2845.849631	121.914612	-0.784159	0.021723	205
2847.894869	121.846558	-0.755155	0.022890	207
2849.931224	120.895836	-0.724421	0.022752	209
2851.967054	119.860641	-0.686719	0.020987	211
2854.013315	120.024483	-0.647813	0.018933	213
2856.066833	121.093445	-0.618192	0.018372	215
2858.120158	121.704468	-0.592436	0.018975	217
2860.163413	121.571228	-0.567223	0.019002	219
2862.201454	121.059082	-0.541080	0.018257	221
2864.240264	120.672180	-0.516008	0.017247	223
2866.277339	120.378319	-0.490717	0.016274	225
2868.319023	120.333778	-0.467156	0.015861	227
2870.361392	120.365440	-0.445183	0.015132	229
2872.403422	120.457954	-0.423421	0.014716	231
2874.448601	120.528694	-0.403032	0.014294	233
2876.493807	120.670700	-0.382945	0.013775	235
2878.540515	120.714340	-0.362952	0.013613	237
2880.593553	120.652466	-0.343029	0.013312	239
2882.649848	120.324394	-0.324698	0.012518	241
2884.698795	119.847481	-0.310200	0.011877	243
2886.742931	119.763092	-0.299727	0.010872	245
2888.770549	120.312805	-0.290473	0.010355	247
2890.794711	121.247551	-0.276480	0.010004	249
2892.834263	121.747711	-0.258072	0.010594	251
2894.887215	121.055801	-0.240608	0.010918	253
2896.956211	119.948524	-0.227134	0.010090	255
2899.013509	119.348091	-0.218049	0.008884	1
2901.052686	119.633255	-0.211839	0.008227	3
2903.076462	120.354279	-0.205142	0.008162	5
2905.095778	120.960983	-0.195192	0.007980	7
2907.121338	121.029953	-0.184229	0.007873	9
