time (s)	det(V)
4444.986609	0.086879	
4444.988255	0.105461	
4444.989731	0.095084	
4444.991374	0.093618	
4444.992856	0.106287	
4444.994451	0.097175	
4444.995988	0.095234	
4444.997532	0.080873	
4444.999122	0.094416	
4445.000706	0.090222	
4445.002308	0.105538	
4445.003858	0.103810	
4445.005493	0.125353	
4445.007001	0.117687	
4445.008685	0.080014	
4445.010165	0.113127	
4445.011879	0.117280	
4445.013352	0.108688	
4445.015067	0.112837	
4445.016547	0.096587	
4445.018271	0.126638	
4445.019750	0.097244	
4445.021516	0.104861	
4445.022999	0.128096	
4445.024778	0.105119	
4445.026257	0.099628	
4445.028035	0.080909	
4445.029517	0.107959	
4445.031282	0.058403	
4445.032780	0.087024	
4445.034534	0.086174	
4445.036046	0.105506	
4445.037792	0.059704	
4445.039311	0.091487	
4445.041012	0.081855	
4445.042546	0.078641	
4445.044250	0.025080	
4445.045802	0.061464	
4445.047498	0.009676	
4445.049062	0.025580	
4445.050715	0.014865	
4445.052293	0.009583	
4445.053941	-0.026547	
4445.055532	-0.019300	
4445.057148	-0.041391	
4445.058774	-0.061525	
4445.060382	-0.077223	
4445.062060	-0.090653	
4445.063662	-0.116495	
4445.065301	-0.120257	
4445.066911	-0.127190	
4445.068575	-0.135481	
4445.070159	-0.175043	
4445.071868	-0.184924	
4445.073419	-0.221022	
4445.075111	-0.243202	
4445.076655	-0.273152	
4445.078380	-0.289072	
4445.079924	-0.318048	
4445.081626	-0.358665	
4445.083137	-0.390393	
4445.084903	-0.409455	
4445.086380	-0.441806	
4445.088177	-0.492398	
4445.089657	-0.499375	
4445.091436	-0.554768	
4445.092916	-0.581258	
4445.094670	-0.654521	
4445.096168	-0.655468	
4445.097949	-0.723680	
4445.099453	-0.738508	
4445.101209	-0.792133	
4445.102717	-0.840771	
4445.104431	-0.897510	
4445.105955	-0.937765	
4445.107659	-0.985553	
4445.109192	-1.033957	
4445.110892	-1.103941	
4445.112452	-1.116783	
4445.114136	-1.225040	
4445.115703	-1.247301	
4445.117372	-1.296031	
4445.118946	-1.336528	
4445.120593	-1.424382	
4445.122188	-1.455758	
4445.123813	-1.537461	
4445.125438	-1.597821	
4445.127057	-1.626797	
4445.128719	-1.627623	
4445.130198	-1.627997	
4445.131762	-1.628050	
4445.133263	-1.627917	
4445.134894	-1.627937	
4445.136380	-1.628038	
4445.138012	-1.627969	
4445.139515	-1.628009	
4445.141098	-1.627969	
4445.142638	-1.628130	
4445.144178	-1.627993	
4445.145786	-1.628106	
4445.147277	-1.628046	
4445.148916	-1.628207	
4445.150438	-1.627929	
4445.152074	-1.628146	
4445.153565	-1.628050	
4445.155273	-1.628130	
4445.156752	-1.628110	
4445.158481	-1.628171	
4445.159950	-1.628030	
4445.161669	-1.628179	
4445.163152	-1.628050	
4445.164857	-1.628203	
4445.166334	-1.628086	
4445.168047	-1.628082	
4445.169534	-1.628251	
4445.171217	-1.627985	
4445.172734	-1.628167	
4445.174365	-1.628034	
4445.175913	-1.628215	
4445.177631	-1.628195	
4445.179175	-1.628195	
4445.180853	-1.628102	
4445.182409	-1.628287	
4445.184080	-1.628130	
4445.185647	-1.628348	
4445.187306	-1.628207	
4445.188916	-1.628316	
4445.190584	-1.628247	
4445.192180	-1.628336	
4445.193818	-1.628304	
4445.195407	-1.628372	
4445.197032	-1.628315	
4445.198694	-1.628400	
4445.200283	-1.628255	
4445.201957	-1.628485	
4445.203533	-1.628485	
4445.205215	-1.628577	
4445.206791	-1.628424	
4445.208479	-1.628590	
4445.210040	-1.628553	
4445.211749	-1.628690	
4445.213286	-1.628493	
4445.215011	-1.628718	
4445.216525	-1.628710	
4445.218275	-1.628759	
4445.219771	-1.628618	
4445.221517	-1.628682	
4445.223003	-1.628642	
4445.224779	-1.628730	
4445.226265	-1.628565	
4445.228046	-1.628650	
4445.229522	-1.628521	
4445.231277	-1.628650	
4445.232765	-1.628400	
4445.234495	-1.628432	
4445.236016	-1.628328	
4445.237747	-1.628368	
4445.239276	-1.628344	
4445.241002	-1.628448	
4445.242530	-1.628332	
4445.244231	-1.628344	
4445.245775	-1.628336	
4445.247460	-1.628195	
4445.249031	-1.628312	
4445.250697	-1.628054	
4445.252283	-1.628271	
4445.253911	-1.628082	
4445.255520	-1.628295	
4445.257161	-1.628090	
4445.258777	-1.628235	
4445.260405	-1.628021	
4445.262049	-1.628098	
4445.263653	-1.628066	
4445.265322	-1.628102	
4445.266896	-1.628029	
4445.268577	-1.628054	
4445.270155	-1.627880	
4445.271834	-1.628118	
4445.273396	-1.627856	
4445.275103	-1.627965	
4445.276646	-1.618607	
4445.278349	-1.291588	
4445.279870	-0.999777	
4445.281608	-0.649397	
4445.283092	-0.352156	
4445.284879	0.014429	
4445.286369	0.336184	
4445.287906	0.646030	
4445.289435	0.964573	
4445.291008	1.225866	
4445.292566	1.528405	
4445.294066	1.624924	
4445.295721	1.625959	
4445.297205	1.626168	
4445.298839	1.626068	
4445.300359	1.626160	
4445.301990	1.626165	
4445.303465	1.626136	
4445.305113	1.626088	
4445.306585	1.626100	
4445.308237	1.626184	
4445.309729	1.626173	
4445.311432	1.626152	
