time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3555.864554	252.913071	2.244728	-0.100000	227
3557.911908	253.033035	2.230200	-0.100000	229
3559.958693	253.008362	2.227206	-0.100000	231
3562.003922	252.918396	2.199945	-0.100000	233
3564.049231	254.962708	2.155694	-0.100000	235
3566.094698	252.698181	2.163528	-0.100000	237
3568.138734	252.719376	2.133403	-0.100000	239
3570.180127	255.066559	2.080013	-0.100000	241
3572.222450	256.630402	2.046547	-0.100000	243
3574.264407	257.330505	2.010803	-0.100000	245
3576.306263	257.261383	1.975076	-0.100000	247
3578.350479	256.750153	1.943972	-0.100000	249
3580.394907	256.217773	1.917995	-0.100000	251
3582.438729	255.576370	1.866381	-0.100000	253
3584.482938	255.528381	1.847399	-0.100000	255
3586.526338	255.562561	1.823628	-0.100000	1
3588.569355	253.870224	1.803452	-0.100000	3
3590.612355	253.317810	1.782556	0.100000	5
3592.655774	253.470551	1.780913	0.100000	7
3594.700482	253.524902	1.751048	0.100000	9
3596.746296	254.740219	1.730297	0.100000	11
3598.792092	252.223038	1.741224	0.100000	13
3600.836792	252.212891	1.723830	0.100000	15
3602.881712	252.195007	1.704154	0.100000	17
3604.924818	252.111130	1.681111	0.100000	19
3606.966585	252.150742	1.658466	0.100000	21
3609.007528	249.764511	1.615162	0.100000	23
3611.048766	252.358917	1.601892	0.100000	25
3613.089978	252.298157	1.571713	0.100000	27
3615.132170	248.723724	1.534637	0.100000	29
3617.176217	248.697006	1.510198	0.100000	31
3619.218977	248.597916	1.486931	0.100000	33
3621.262437	248.650345	1.468230	0.100000	35
3623.305370	248.691238	1.449023	0.100000	37
3625.347809	248.550674	1.431441	0.100000	39
3627.390236	248.594940	1.417530	0.100000	41
3629.433459	256.674377	1.422528	0.100000	43
3631.478245	256.637482	1.410026	0.100000	45
3633.524731	256.457031	1.398433	0.100000	47
3635.569879	256.249451	1.384485	0.100000	49
3637.614645	256.084045	1.369952	0.100000	51
3639.658306	256.082550	1.354163	0.100000	53
3641.699892	256.243958	1.335755	0.100000	55
3643.740421	256.553680	1.317157	0.100000	57
3645.780862	256.936096	1.298065	0.100000	59
3647.819665	257.270020	1.275656	0.100000	61
3649.863403	257.416992	1.251839	0.100000	63
3651.903298	257.430359	1.230642	0.100000	65
3653.946796	257.227539	1.212677	0.100000	67
3655.988734	257.138214	1.195417	0.100000	69
3658.030409	257.172455	1.178212	0.100000	71
3660.072327	257.206970	1.165882	0.100000	73
3662.115414	257.335266	1.153242	0.100000	75
3664.158748	257.434204	1.143107	0.100000	77
3666.202037	257.472412	1.135042	0.100000	79
3668.246352	257.362915	1.126885	0.100000	81
3670.294975	257.198303	1.117288	0.100000	83
3672.340079	257.050537	1.104962	0.100000	85
3674.382557	256.977112	1.091642	0.100000	87
3676.424224	257.128052	1.076410	0.100000	89
3678.463753	257.366180	1.062836	0.100000	91
3680.501871	257.674316	1.045407	0.100000	93
3682.538864	258.095215	1.028459	0.100000	95
