crossing time (s)	slope (V/s)	crossing number
3554.895443	-117.185950	3042
3555.890612	-132.139553	3043
3556.956902	-124.999732	3044
3557.914493	-118.565874	3045
3558.927612	-105.062731	3046
3559.956818	-105.815733	3047
3561.041855	-105.371170	3048
3562.009173	-102.750242	3049
3563.050458	-104.147231	3050
3564.082283	-106.487514	3051
3565.109137	-94.523857	3052
3566.103727	-107.807865	3053
3567.157774	-96.388570	3054
3568.145793	-97.518171	3055
3569.201870	-98.128739	3056
3570.178866	-96.457456	3057
3571.243372	-94.673337	3058
3572.205815	-95.466713	3059
3573.252495	-89.416859	3060
3574.254434	-89.806281	3061
3575.333978	-84.983356	3062
3576.313113	-88.990577	3063
3577.401910	-85.170509	3064
3578.343581	-84.690109	3065
3579.422270	-84.042133	3066
3580.364552	-82.362665	3067
3581.466545	-80.741799	3068
3582.433402	-80.115880	3069
3583.499520	-77.182610	3070
3584.468635	-78.661814	3071
3585.551536	-74.936313	3072
3586.522176	-74.821963	3073
3587.606592	-73.331840	3074
3588.566303	-71.102985	3075
3589.624626	-70.460816	3076
3590.612370	-69.294524	3077
3591.702744	-66.958387	3078
3592.679018	-66.250700	3079
3593.756898	-65.687172	3080
3594.721789	-63.912270	3081
3595.774026	-63.849498	3082
3596.747970	-59.317066	3083
3597.815933	-60.144391	3084
3598.785169	-58.700585	3085
3599.852395	-58.938128	3086
3600.846655	-55.868093	3087
3601.931559	-57.363573	3088
3602.886590	-54.011956	3089
3603.942054	-54.163850	3090
3604.922851	-52.687889	3091
3605.971435	-52.394271	3092
3606.969954	-50.703158	3093
3608.033271	-51.923913	3094
3609.023309	-48.689739	3095
3610.100912	-49.390181	3096
3611.051677	-45.941636	3097
3612.119301	-48.271065	3098
3613.088669	-44.701130	3099
3614.162893	-46.145348	3100
3615.149614	-43.583448	3101
3616.219333	-44.409272	3102
3617.161675	-42.505782	3103
3618.294218	-42.303437	3104
3619.221716	-39.482184	3105
3620.309291	-41.545478	3106
3621.258554	-38.966552	3107
3622.365567	-40.519192	3108
3623.296971	-37.492727	3109
3624.405398	-38.437266	3110
3625.349325	-36.142081	3111
3626.445116	-36.715449	3112
3627.404303	-34.549721	3113
3628.475065	-35.333058	3114
3629.446909	-34.077986	3115
3630.546947	-34.620665	3116
3631.489426	-31.729920	3117
3632.583448	-33.587353	3118
3633.504088	-30.166525	3119
3634.636900	-31.191819	3120
3635.567804	-27.953142	3121
3636.673220	-31.159599	3122
3637.615929	-27.458947	3123
3638.687963	-31.055623	3124
3639.648284	-27.243470	3125
3640.741128	-27.936755	3126
3641.702504	-26.201283	3127
3642.786646	-26.560148	3128
3643.755396	-23.960806	3129
3644.841956	-26.310399	3130
3645.780807	-25.442028	3131
3646.866777	-26.165186	3132
3647.830564	-21.619252	3133
3648.929434	-24.940546	3134
3649.830726	-22.489992	3135
3650.959800	-23.527274	3136
3651.896999	-21.270594	3137
3653.025297	-21.903287	3138
3653.938679	-20.697354	3139
3655.064432	-22.736476	3140
3655.987867	-20.424060	3141
3657.103278	-20.843921	3142
3658.031483	-19.272327	3143
3659.151795	-20.170378	3144
3660.087888	-17.647095	3145
3661.190078	-19.711628	3146
3662.119807	-17.350603	3147
3663.233022	-19.952535	3148
3664.154803	-16.085735	3149
3665.277152	-17.837693	3150
3666.206405	-14.925722	3151
3667.333354	-16.916172	3152
3668.258585	-14.680680	3153
3669.375754	-16.546431	3154
3670.274740	-14.470110	3155
3671.407872	-16.355767	3156
3672.331974	-13.667913	3157
3673.447135	-15.829540	3158
3674.367554	-13.734509	3159
3675.500990	-14.213537	3160
3676.414252	-12.199253	3161
3677.517530	-13.297386	3162
3678.457672	-12.254923	3163
3679.601289	-13.688574	3164
3680.505201	-11.725988	3165
3681.636390	-12.037707	3166
3682.537046	-11.792769	3167
3683.678189	-13.150363	3168
