time (s)	magX	magY	magZ
2549.854639	115.272949	-330.247803	225.557571
2549.858027	116.909409	-336.559906	235.551712
2549.861318	118.428986	-340.592621	245.487427
2549.864648	118.955002	-346.495605	256.708923
2549.867976	120.533020	-352.106384	268.105804
2549.871313	121.292816	-357.950897	280.496185
2549.874641	122.695496	-363.444763	293.354187
2549.877975	122.578613	-369.113953	305.978363
2549.881339	124.098190	-374.432495	319.420807
2549.885941	125.793106	-385.069550	347.240784
2549.888871	126.903564	-389.569855	363.254822
2549.892203	127.078903	-395.531250	378.450623
2549.895565	127.838699	-400.732910	394.113983
2549.898905	128.189362	-405.992981	410.537140
2549.902159	128.306259	-410.376404	427.603180
2549.905510	128.247803	-413.999969	444.786102
2549.908819	128.481583	-418.967865	461.735229
2549.911735	128.481583	-422.299225	480.320862
2549.915067	127.721802	-426.448853	499.432495
2549.918401	127.254242	-430.189362	518.427246
2549.921762	127.020462	-433.228516	537.889526
2549.925135	126.260666	-434.923462	557.760986
2549.928418	125.500885	-437.495026	577.573975
2549.931309	125.208649	-440.066620	597.737549
2549.934646	124.156631	-440.884857	619.420776
2549.937976	123.513733	-442.755127	640.636475
2549.941300	122.169495	-443.281128	663.020996
2549.944636	120.240799	-442.755127	684.412048
2549.947966	118.896561	-442.287537	707.731750
2549.951302	116.850967	-440.125061	729.765625
2549.954636	114.630035	-439.482147	753.377563
2549.957963	112.292221	-436.326111	776.638794
2549.961302	109.662186	-433.228516	798.614258
2549.964627	106.389252	-427.851532	823.102905
2549.968001	103.291641	-423.409698	845.838074
2549.971307	100.018700	-418.500275	868.398010
2549.974636	95.635300	-411.077728	891.308594
2549.977968	91.135010	-403.655151	914.102295
2549.981301	85.641144	-395.765045	936.077698
2549.984634	79.971947	-385.829346	958.579163
2549.987966	74.594971	-375.835175	980.262390
2549.991297	67.873756	-364.321442	1000.426025
2549.994634	62.146114	-351.872589	1020.706604
2549.998012	54.548218	-338.839294	1038.181763
2550.001310	47.476330	-324.286377	1054.780273
2550.004630	38.592636	-309.149048	1070.385254
2550.007968	30.585623	-293.251892	1085.756348
2550.011295	22.286383	-276.302734	1099.900024
2550.014630	13.870251	-258.652252	1110.712402
2550.017981	4.577442	-239.832840	1120.239014
2550.021297	-4.247807	-221.071869	1129.122803
2550.024630	-12.605492	-200.732895	1137.421997
2550.027958	-22.424313	-179.809464	1141.454712
2550.031298	-31.015781	-158.886032	1145.721191
2550.034626	-39.665691	-137.378128	1147.942139
2550.037963	-48.841610	-114.876686	1148.760376
2550.042648	-66.199890	-69.932205	1144.786133
2550.045614	-74.499130	-47.372299	1140.578003
2550.048887	-83.149033	-24.637054	1134.207520
2550.052248	-91.272934	-0.849795	1127.194092
2550.055474	-98.227936	21.593220	1120.297485
2550.058797	-105.884277	43.977795	1109.835693
2550.062161	-112.722382	66.303909	1099.315552
2550.065491	-118.917603	89.039154	1087.568115
2550.068379	-126.106369	110.488594	1075.002319
2550.071729	-131.717117	132.347168	1060.157227
2550.075069	-136.743423	152.978378	1046.247192
2550.078422	-142.178848	173.375809	1029.298096
2550.081739	-147.146698	193.364120	1013.342529
2550.085056	-151.880783	213.235535	996.568726
2550.087956	-157.082413	231.061371	978.333679
2550.091284	-160.121567	249.004089	958.696106
2550.094620	-163.803635	265.836334	939.467529
2550.097993	-167.135010	282.025726	918.836304
2550.101283	-170.291061	296.870850	898.906433
2550.104628	-172.921097	312.417297	878.450623
2550.107955	-176.135605	326.736420	856.533630
2550.111289	-178.356522	338.834595	834.850342
2550.114614	-180.226761	351.926361	812.757996
2550.117952	-182.447678	363.030975	791.074829
2550.121286	-183.675034	372.791351	769.274719
2550.124625	-184.902390	382.551727	747.123901
