time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2550.046906	290.312347	1.463652	-0.070844	133
2552.089157	290.222687	1.387185	-0.069147	135
2554.134387	290.019440	1.308862	-0.066029	137
2556.181677	309.291321	1.198448	-0.100000	139
2558.228405	289.975189	1.171672	-0.061106	141
2560.275506	289.932892	1.105064	-0.059344	143
2562.320745	289.863098	1.041758	-0.055505	145
2564.364364	109.771355	-0.981861	0.054179	147
2566.408684	109.646530	-0.923258	0.052932	149
2568.451603	109.365288	-0.867326	0.051491	151
2570.494219	108.931122	-0.813535	0.049804	153
2572.536007	108.483475	-0.759114	0.047664	155
2574.582461	108.530472	-0.705204	0.044774	157
2576.634622	109.246498	-0.657342	0.042201	159
2578.688324	110.149063	-0.615285	0.040284	161
2580.737349	110.452843	-0.578070	0.039151	163
2582.776799	109.777496	-0.542566	0.037311	165
2584.810186	108.599625	-0.506370	0.034933	167
2586.848151	107.738663	-0.468883	0.032189	169
2588.895073	108.094818	-0.433076	0.029582	171
2590.951838	109.270370	-0.402150	0.027721	173
2593.008947	110.165886	-0.376126	0.026996	175
2595.058232	110.388763	-0.351388	0.025882	177
2597.100344	110.087814	-0.328723	0.024204	179
2599.140190	109.690071	-0.307155	0.022546	181
2601.182259	109.394844	-0.286298	0.021005	183
2603.220841	109.170372	-0.266775	0.019615	185
2605.265891	109.104469	-0.248298	0.018358	187
2607.313399	109.131172	-0.230821	0.017218	189
2609.366363	109.140419	-0.213905	0.016286	191
2611.414597	109.077248	-0.198015	0.015276	193
2613.472991	108.847733	-0.183157	0.014345	195
2615.520571	108.561600	-0.171908	0.013262	197
2617.560621	108.432709	-0.163508	0.012152	199
2619.572315	108.813492	-0.156050	0.011099	201
2621.588346	109.861191	-0.145252	0.010227	203
2623.608665	110.598114	-0.132185	0.009927	205
