crossing time (s)	slope (V/s)	crossing number
2549.017986	139.834880	1668
2550.053271	139.470090	1669
2551.057416	138.437142	1670
2552.089605	133.485430	1671
2553.112037	132.438905	1672
2554.156775	128.882655	1673
2555.179778	126.197713	1674
2556.204917	121.654022	1675
2557.220590	120.508180	1676
2558.233766	117.106317	1677
2559.245015	108.474006	1678
2560.269551	100.323342	1679
2561.286144	95.358882	1680
2562.339875	89.973091	1681
2563.336323	86.538067	1682
2564.364765	81.997695	1683
2565.374832	74.382312	1684
2566.414580	68.498145	1685
2567.436008	64.522644	1686
2568.444481	60.674602	1687
2569.489138	56.759865	1688
2570.509626	53.827245	1689
2571.525749	50.944892	1690
2572.531631	47.618200	1691
2573.566170	45.339334	1692
2574.592590	41.219214	1693
2575.626645	38.921209	1694
2576.651803	35.863996	1695
2577.657567	34.490913	1696
2578.693972	31.486721	1697
2579.683427	30.517250	1698
2580.743517	28.115108	1699
2581.730144	25.705540	1700
2582.779375	24.927336	1701
2583.795908	22.098641	1702
2584.808309	22.352375	1703
2585.866044	19.440116	1704
2586.856777	17.857059	1705
2587.889806	16.293618	1706
2588.884774	16.228751	1707
2589.920057	15.039318	1708
2590.937122	14.335638	1709
2591.975106	12.641897	1710
2593.004377	12.662327	1711
2593.991326	11.523856	1712
2595.052313	10.099418	1713
2596.034761	9.853559	1714
2597.082648	10.465878	1715
2598.093141	9.327823	1716
2599.131126	8.204895	1717
2600.135357	8.624940	1718
2601.191461	6.694022	1719
2602.203505	6.752144	1720
2603.204103	6.222918	1721
2604.233557	6.071392	1722
2605.270081	5.965059	1723
2606.283532	5.298776	1724
2607.323154	5.221136	1725
2608.306378	5.015404	1726
2609.377627	2.725879	1727
2610.362492	3.747445	1728
2611.401979	3.439558	1729
2612.384731	4.115446	1730
2613.475775	3.732312	1731
2614.443188	2.354426	1732
2615.518115	2.524826	1733
2616.444525	1.655556	1734
2617.573104	1.901283	1735
2618.521188	2.483343	1736
2619.572666	1.940463	1737
2620.607305	2.063656	1738
2621.600465	1.812913	1739
2622.700135	2.027084	1740
2623.614083	1.476216	1741
2624.722576	2.283404	1742
