time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3287.425565	143.230057	1.491050	-0.100000	203
3289.469283	135.949295	1.437415	-0.100000	205
3291.513156	120.834946	1.525878	-0.069123	207
3293.556903	120.755394	1.485589	-0.067809	209
3295.599848	120.720024	1.447955	-0.066175	211
3297.642296	140.626144	1.288751	-0.100000	213
3299.684973	120.551453	1.376330	-0.064363	215
3301.727509	110.568031	1.240280	-0.100000	217
3303.770213	119.881866	1.303486	-0.062062	219
3305.812316	119.536194	1.266423	-0.060432	221
3307.854836	119.234207	1.230928	-0.058980	223
3309.897675	119.244278	1.195578	-0.057492	225
3311.942099	119.394768	1.159407	-0.055880	227
3313.987333	119.695961	1.125612	-0.054657	229
3316.033439	120.267944	1.086731	-0.100000	231
3318.079328	119.533173	1.051110	-0.100000	233
3320.123972	299.264923	-1.041513	0.100000	235
3322.168353	300.015320	-0.997285	0.051733	237
3324.211147	299.826569	-0.968282	0.051362	239
3326.252995	299.668610	-0.938333	0.050614	241
3328.294972	299.468201	-0.909118	0.050043	243
3330.337245	299.320648	-0.879373	0.049050	245
3332.379385	299.223480	-0.850690	0.048450	247
3334.422362	299.173309	-0.823103	0.047712	249
3336.466126	299.146606	-0.796457	0.046905	251
3338.510197	299.139832	-0.769886	0.046228	253
3340.554548	299.142548	-0.743928	0.045421	255
3342.599367	299.100067	-0.718383	0.044735	1
3344.645097	299.050934	-0.692849	0.043982	3
3346.691057	299.007050	-0.669569	0.042966	5
3348.737320	298.922546	-0.647428	0.041862	7
3350.781053	298.916077	-0.625820	0.040729	9
3352.823813	298.893036	-0.605209	0.039482	11
3354.864820	298.847534	-0.585283	0.038503	13
3356.904227	298.840759	-0.565201	0.037621	15
3358.944005	298.806183	-0.545763	0.036402	17
3360.984345	298.741791	-0.525942	0.035552	19
3363.024219	298.705841	-0.507011	0.034617	21
3365.066149	298.692230	-0.488012	0.033942	23
3367.108507	298.591003	-0.471152	0.033002	25
3369.151484	298.611481	-0.453948	0.032137	27
3371.195569	298.506653	-0.437926	0.031422	29
3373.240813	298.516418	-0.422205	0.030498	31
3375.284632	298.435852	-0.406699	0.029680	33
3377.328520	298.365906	-0.392162	0.028819	35
3379.371511	298.302094	-0.378099	0.028030	37
3381.414194	298.241364	-0.365500	0.027067	39
3383.455407	298.134521	-0.352410	0.026565	41
3385.496717	297.967072	-0.339808	0.025774	43
3387.539307	297.806458	-0.326868	0.025105	45
3389.578140	297.625641	-0.314700	0.024206	47
