time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
6606.037778	255.345932	1.838061	0.100000	25
6608.075556	254.585251	1.827135	0.100000	27
6610.108861	253.921616	1.799715	0.100000	29
6612.150030	254.137466	1.800126	0.100000	31
6614.191403	258.180878	1.814562	0.100000	33
6616.233663	257.581635	1.805275	0.100000	35
6618.273949	250.430084	1.778833	0.100000	37
6620.310325	250.662460	1.757803	0.100000	39
6622.346917	250.827667	1.741961	0.100000	41
6624.385489	251.066360	1.729901	0.100000	43
6626.424390	250.954910	1.719873	0.100000	45
6628.463413	251.275284	1.713063	0.100000	47
6630.501767	251.284271	1.701917	0.100000	49
6632.540944	251.009750	1.689753	0.100000	51
6634.582052	250.813110	1.686164	0.100000	53
6636.623691	250.445053	1.685303	0.100000	55
6638.664408	256.989746	1.698984	0.100000	57
6640.700273	257.846436	1.702731	0.100000	59
6642.734702	259.034302	1.688935	0.100000	61
6644.770286	251.351639	1.646118	0.100000	63
6646.812198	251.218979	1.622766	0.100000	65
6648.856502	257.251953	1.636419	0.100000	67
6650.895905	257.267334	1.651004	0.100000	69
6652.931332	258.567780	1.656685	0.100000	71
6654.965890	259.516602	1.627842	0.100000	73
6657.004323	259.235321	1.601012	0.100000	75
6659.047095	258.251312	1.590720	0.100000	77
6661.089131	257.558807	1.586681	0.100000	79
6663.129851	257.369934	1.589541	0.100000	81
6665.168705	257.608185	1.589426	0.100000	83
6667.207320	258.073883	1.585924	0.100000	85
6669.244683	258.446716	1.580291	0.100000	87
6671.282120	258.730530	1.568608	0.100000	89
6673.320203	258.808197	1.560790	0.100000	91
6675.359207	258.764496	1.553535	0.100000	93
6677.398949	258.628784	1.541021	0.100000	95
6679.439864	258.403381	1.533885	0.100000	97
6681.479903	258.159882	1.521404	0.100000	99
6683.518798	257.971100	1.508220	0.100000	101
6685.554817	257.971497	1.494139	0.100000	103
6687.590409	258.315155	1.478848	0.100000	105
6689.624632	258.802094	1.470517	0.100000	107
6691.662085	259.253601	1.468774	0.100000	109
6693.704160	259.332855	1.470165	0.100000	111
6695.746990	258.973907	1.470181	0.100000	113
6697.789801	258.439484	1.458801	0.100000	115
6699.827789	258.125610	1.442203	0.100000	117
6701.861806	258.272522	1.426548	0.100000	119
6703.896552	258.697327	1.417568	0.100000	121
6705.931762	259.210327	1.411690	0.100000	123
6707.970069	259.587708	1.408887	0.100000	125
6710.008967	259.659393	1.410836	0.100000	127
6712.049129	259.711792	1.408019	0.100000	129
6714.089782	259.637665	1.405659	0.100000	131
6716.129170	259.461090	1.400991	0.100000	133
6718.169505	259.400543	1.394175	0.100000	135
6720.207246	259.489166	1.386567	0.100000	137
6722.245213	259.639221	1.376374	0.100000	139
6724.280506	259.869354	1.368968	0.100000	141
6726.316977	260.072723	1.357937	0.100000	143
6728.355064	260.231201	1.343965	0.100000	145
6730.392427	260.124481	1.328584	0.100000	147
6732.431276	259.687256	1.316692	0.100000	149
6734.474491	259.119598	1.305312	0.100000	151
6736.516602	258.462616	1.302187	0.100000	153
6738.557806	258.071259	1.304315	0.100000	155
6740.597315	258.125824	1.309289	0.100000	157
6742.633764	258.835907	1.311718	0.100000	159
6744.667112	259.764099	1.308151	0.100000	161
6746.702073	260.388458	1.292148	0.100000	163
6748.738391	260.551849	1.274959	0.100000	165
6750.775696	260.246796	1.260198	0.100000	167
6752.815593	259.766113	1.249434	0.100000	169
6754.856793	259.375183	1.242517	0.100000	171
6756.897972	259.067352	1.238042	0.100000	173
6758.936521	258.909607	1.232519	0.100000	175
6760.974565	258.770050	1.227399	0.100000	177
6763.013708	258.917023	1.221103	0.100000	179
6765.051545	259.006073	1.215853	0.100000	181
6767.088486	259.074829	1.208365	0.100000	183
6769.125187	259.345062	1.199899	0.100000	185
6771.161455	259.674805	1.196063	0.100000	187
6773.195478	260.059662	1.194975	0.100000	189
6775.234024	260.285034	1.195264	0.100000	191
