crossing time (s)	slope (V/s)	crossing number
6605.033386	-72.092455	5912
6606.027719	-46.798221	5913
6607.078565	-66.098724	5914
6608.103544	-52.114263	5915
6609.147146	-57.763973	5916
6610.132622	-50.879016	5917
6611.185843	-58.850400	5918
6612.134359	-51.355859	5919
6613.219724	-52.524982	5920
6614.208703	-51.465097	5921
6615.252271	-57.554756	5922
6616.242373	-51.341399	5923
6617.294413	-54.259542	5924
6618.285187	-53.135526	5925
6619.347856	-51.397229	5926
6620.321357	-55.274256	5927
6621.369921	-55.591140	5928
6622.353866	-57.862601	5929
6623.433563	-54.682051	5930
6624.379721	-57.723601	5931
6625.473531	-51.537358	5932
6626.435877	-52.849845	5933
6627.493217	-48.411772	5934
6628.483681	-48.088627	5935
6629.516799	-48.915935	5936
6630.515736	-44.448074	5937
6631.577650	-50.667085	5938
6632.550566	-44.300845	5939
6633.599673	-52.547798	5940
6634.582259	-45.037922	5941
6635.666697	-52.383416	5942
6636.626906	-47.350354	5943
6637.681213	-50.798354	5944
6638.658104	-42.358196	5945
6639.724506	-50.190751	5946
6640.703398	-42.901316	5947
6641.752847	-50.690623	5948
6642.750855	-42.540336	5949
6643.797861	-48.854286	5950
6644.798604	-41.358698	5951
6645.847674	-47.310793	5952
6646.823956	-43.099738	5953
6647.878534	-48.732097	5954
6648.858639	-42.520116	5955
6649.920756	-47.258584	5956
6650.909758	-41.516193	5957
6651.941347	-45.653645	5958
6652.937424	-41.667142	5959
6654.020392	-44.546696	5960
6654.970860	-40.273293	5961
6656.061747	-42.549601	5962
6657.006518	-40.163710	5963
6658.081072	-43.156449	5964
6659.046306	-40.023670	5965
6660.114918	-42.792010	5966
6661.104085	-39.113984	5967
6662.149269	-42.796774	5968
6663.140956	-38.426783	5969
6664.195934	-41.462734	5970
6665.186920	-36.545480	5971
6666.232254	-39.365897	5972
6667.216894	-37.138433	5973
6668.275352	-38.827355	5974
6669.245187	-34.926855	5975
6670.314750	-38.127998	5976
6671.279223	-34.011722	5977
6672.347775	-37.399342	5978
6673.316330	-33.316890	5979
6674.383339	-38.533714	5980
6675.348173	-33.372592	5981
6676.424107	-37.998933	5982
6677.407661	-33.265862	5983
6678.456723	-37.458185	5984
6679.443614	-32.340083	5985
6680.497643	-36.666994	5986
6681.475371	-32.651925	5987
6682.532300	-35.353184	5988
6683.510253	-31.900897	5989
6684.582829	-35.421766	5990
6685.564978	-32.035157	5991
6686.627155	-35.037610	5992
6687.587979	-30.967444	5993
6688.658423	-34.001310	5994
6689.624655	-29.904762	5995
6690.714207	-33.438687	5996
6691.654067	-29.225655	5997
6692.755641	-32.021558	5998
6693.684764	-29.071436	5999
6694.778048	-32.340336	6000
6695.745646	-27.566119	6001
6696.821603	-31.486840	6002
6697.789971	-28.309439	6003
6698.889544	-32.184238	6004
6699.825140	-27.897302	6005
6700.894763	-30.974348	6006
6701.869061	-28.246985	6007
6702.940707	-31.112339	6008
6703.895710	-26.348588	6009
6704.974041	-30.763667	6010
6705.932851	-27.144604	6011
6707.010281	-30.941533	6012
6707.960681	-25.367316	6013
6709.063314	-29.334500	6014
6710.009532	-24.668699	6015
6711.104899	-28.737817	6016
6712.060087	-23.491415	6017
6713.106908	-29.433637	6018
6714.088699	-23.365160	6019
6715.157482	-28.572169	6020
6716.134821	-23.967540	6021
6717.211362	-27.384246	6022
6718.152201	-23.815841	6023
6719.247276	-27.016478	6024
6720.193112	-23.518346	6025
6721.287015	-25.289428	6026
6722.231558	-23.352636	6027
6723.322185	-26.564159	6028
6724.292849	-22.877037	6029
6725.355086	-25.496417	6030
6726.322668	-22.898565	6031
6727.394572	-25.283584	6032
6728.346001	-21.476427	6033
6729.457306	-25.052809	6034
6730.385579	-21.059269	6035
6731.485812	-24.345031	6036
6732.451170	-20.245903	6037
6733.542969	-23.848550	6038
6734.458236	-22.319687	6039
6735.542145	-23.525104	6040
6736.513190	-20.270608	6041
6737.588861	-23.257658	6042
6738.555564	-19.828716	6043
6739.632394	-22.771637	6044
6740.605608	-20.188361	6045
6741.666090	-22.022691	6046
6742.644498	-20.180674	6047
6743.705231	-22.701867	6048
6744.674589	-18.904550	6049
6745.767509	-20.963933	6050
6746.690605	-18.717427	6051
6747.789489	-21.129449	6052
6748.722537	-18.683107	6053
6749.825653	-21.052266	6054
6750.787165	-18.324322	6055
6751.878877	-21.143839	6056
6752.817136	-17.731662	6057
6753.903136	-21.293503	6058
6754.858972	-18.196675	6059
6755.955922	-21.066356	6060
6756.875852	-16.777903	6061
6757.995127	-19.801464	6062
6758.933695	-17.209803	6063
6760.032680	-19.902138	6064
6760.981527	-18.163446	6065
6762.066607	-19.924306	6066
6763.017513	-17.682512	6067
6764.093861	-18.969743	6068
6765.049865	-16.232213	6069
6766.147927	-18.338002	6070
6767.084486	-15.655446	6071
6768.197520	-18.813400	6072
6769.104468	-14.980848	6073
6770.219145	-18.395272	6074
6771.140373	-15.585471	6075
6772.259600	-17.742138	6076
6773.199673	-12.636897	6077
6774.292760	-18.379209	6078
6775.234648	-14.022198	6079
6776.345441	-17.284523	6080
