time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2284.833260	254.140106	2.095482	0.100000	199
2286.878265	254.017426	2.004994	0.100000	201
2288.921719	254.469208	1.918313	0.100000	203
2290.969317	254.762589	1.838708	0.100000	205
2293.017181	254.338165	1.769006	0.100000	207
2295.066264	253.604340	1.707099	0.100000	209
2297.114805	253.563080	1.656894	0.100000	211
2299.155735	255.581650	1.600958	0.100000	213
2301.193573	258.071991	1.510041	0.100000	215
2303.238703	257.709778	1.420259	0.100000	217
2305.290657	255.725479	1.362912	0.100000	219
2307.342756	254.329224	1.318892	0.100000	221
2309.392356	254.292633	1.277561	0.100000	223
2311.438724	254.631241	1.232138	0.100000	225
2313.484420	255.147171	1.181844	0.100000	227
2315.529626	255.412231	1.131990	0.100000	229
2317.575768	255.463074	1.081171	0.100000	231
2319.621806	255.344330	1.029529	0.100000	233
2321.662940	255.445190	0.976441	0.100000	235
2323.699964	256.247650	0.923697	0.100000	237
2325.727340	257.573181	0.873758	0.100000	239
2327.757123	259.209015	0.835303	0.100000	241
2329.801787	260.025177	0.811882	0.100000	243
