crossing time (s)	slope (V/s)	crossing number
2703.940452	-101.425843	2011
2705.013798	-101.988621	2012
2706.037783	-78.652593	2013
2707.004749	-84.540510	2014
2708.116377	-91.661788	2015
2709.055568	-83.921093	2016
2710.143623	-95.004012	2017
2711.140164	-75.543224	2018
2712.156508	-78.152866	2019
2713.178642	-80.422670	2020
2714.209852	-67.231850	2021
2715.217219	-69.020262	2022
2716.293165	-68.703257	2023
2717.244446	-66.995399	2024
2718.334293	-67.945520	2025
2719.299993	-62.420364	2026
2720.347283	-60.850165	2027
2721.348645	-53.890077	2028
2722.410890	-57.456836	2029
2723.370535	-54.072882	2030
2724.474997	-56.682947	2031
2725.434222	-54.964406	2032
2726.512950	-51.808611	2033
2727.487883	-48.802320	2034
2728.550331	-50.938703	2035
2729.497768	-44.668463	2036
2730.573240	-45.818519	2037
2731.537495	-42.376224	2038
2732.623646	-44.072056	2039
2733.608157	-40.603640	2040
2734.710837	-40.782801	2041
2735.653857	-37.623154	2042
2736.718487	-38.839310	2043
2737.690874	-34.802966	2044
2738.782060	-35.589850	2045
2739.753115	-31.837199	2046
2740.827480	-35.063867	2047
2741.776100	-31.772172	2048
2742.856192	-31.411291	2049
2743.826791	-29.238556	2050
2744.917027	-30.461271	2051
2745.878272	-27.188609	2052
2746.972089	-28.590818	2053
2747.910049	-24.663940	2054
2749.020606	-26.521837	2055
2749.948360	-23.518106	2056
2751.073894	-23.978020	2057
2751.986243	-22.208377	2058
2753.116872	-22.628917	2059
2754.051243	-21.115844	2060
2755.154025	-20.931630	2061
2756.067782	-20.007045	2062
2757.183120	-19.678974	2063
2758.131759	-17.927588	2064
2759.230942	-19.192052	2065
2760.180771	-17.977233	2066
2761.282715	-17.875040	2067
2762.225141	-15.888485	2068
2763.343429	-16.387670	2069
2764.290833	-14.930343	2070
2765.379406	-16.450928	2071
2766.312226	-15.597819	2072
2767.401863	-15.115556	2073
2768.357527	-13.932467	2074
2769.463416	-14.473639	2075
2770.388313	-12.971538	2076
2771.523455	-11.883731	2077
2772.439880	-11.386939	2078
2773.573768	-10.934093	2079
2774.471591	-11.208000	2080
2775.629298	-10.270410	2081
2776.502819	-8.989446	2082
2777.677788	-9.597884	2083
2778.518802	-8.753201	2084
2779.726021	-9.036393	2085
2780.593793	-8.640767	2086
2781.746015	-9.406269	2087
2782.652235	-5.863528	2088
2783.791748	-8.932589	2089
2784.718071	-7.157576	2090
2785.849281	-8.160907	2091
2786.751070	-7.283635	2092
2787.876927	-7.412453	2093
2788.793495	-6.113686	2094
2789.933168	-6.158904	2095
2790.824216	-5.236641	2096
2791.988855	-6.166189	2097
2792.861362	-5.285104	2098
2794.039180	-5.394324	2099
2794.879291	-4.778735	2100
2796.123252	-5.511679	2101
2796.929619	-3.743722	2102
2798.164914	-5.302392	2103
2798.981625	-4.300693	2104
