time (s)	magX	magY	magZ
2704.915269	248.576263	352.666870	-86.656372
2704.918637	241.796616	343.666290	-97.234985
2704.921934	235.426071	333.964355	-107.287537
2704.925272	229.756866	324.028625	-117.866211
2704.928592	222.684982	313.566925	-126.691467
2704.931533	216.840454	301.819397	-136.919373
2704.934835	211.346588	290.247223	-145.452393
2704.938165	205.034485	277.973694	-153.868469
2704.941505	198.547058	265.758606	-162.109314
2704.944839	193.053192	252.491516	-170.291687
2704.948163	187.851547	239.516663	-176.954407
2704.951563	181.656342	225.197540	-184.201660
2704.954840	176.162491	211.579773	-189.987793
2704.958166	170.727066	197.377563	-194.371155
2704.961498	165.350098	182.941544	-198.696106
2704.964838	159.154877	169.732910	-202.611938
2704.968164	154.829926	155.180008	-205.709595
2704.971501	149.862076	141.270020	-208.222717
2704.974832	144.777328	127.476913	-208.807129
2704.978164	139.634140	113.976028	-209.859131
2704.981495	135.309174	100.942719	-210.034485
2704.984834	130.925781	87.617180	-209.333130
2704.988198	125.841019	73.122734	-207.579834
2704.991499	121.282288	60.673874	-206.761536
2704.994826	116.957336	48.108120	-202.962585
2704.998162	112.164810	36.828167	-199.806580
2705.001500	108.365875	24.846870	-195.540039
2705.004825	104.508469	12.924019	-191.273560
2705.008166	100.300415	1.351837	-186.773254
2705.011494	97.144363	-9.752777	-179.584473
2705.014826	93.170074	-20.389839	-173.213928
2705.018162	90.072479	-31.143784	-167.077148
2705.021492	87.208649	-42.189957	-159.070190
2705.024825	84.227936	-52.710114	-150.887817
2705.028164	81.305664	-62.645821	-142.880798
2705.031513	78.617187	-72.230858	-133.295715
2705.034828	76.513153	-81.582115	-124.002930
2705.038160	75.110474	-91.459373	-113.307434
2705.041498	73.298645	-100.576866	-104.131531
2705.046206	71.895966	-118.110466	-82.565186
2705.049026	70.493286	-126.234383	-70.759216
2705.052404	70.668640	-134.241364	-58.719482
2705.055741	71.486847	-141.313263	-47.439514
2705.059055	71.720612	-149.437164	-35.633606
2705.062338	72.597321	-156.041504	-23.009338
2705.065672	73.766205	-162.528931	-10.268250
2705.068577	75.285797	-168.548798	3.524841
2705.071921	76.746948	-174.510223	15.623047
2705.075269	78.266510	-179.536530	27.954987
2705.078598	81.305664	-183.978363	40.929840
2705.081937	83.643494	-188.946228	54.313843
2705.085264	85.747528	-192.336060	67.288727
2705.088173	88.319122	-195.959656	79.737549
2705.091493	91.884277	-198.881927	92.478638
2705.094820	93.579193	-201.219757	104.869080
2705.098152	97.319702	-203.206909	117.317902
2705.101485	100.358841	-205.194031	129.006989
2705.104820	103.105789	-206.362946	141.105194
2705.108158	106.437180	-207.181183	152.677368
2705.111484	109.125671	-208.233185	163.314423
2705.114824	112.047943	-207.473389	175.061920
2705.118188	114.619522	-207.824066	185.582092
2705.121482	117.307999	-207.824066	196.452942
2705.124816	121.048508	-206.830505	206.154846
2705.128151	123.561676	-206.655182	216.441223
2705.131489	125.957916	-204.784912	226.669189
2705.134812	129.230865	-204.434265	236.254211
2705.138149	131.627136	-202.622437	244.904114
2705.141480	134.023376	-201.044434	254.255371
2705.144816	136.945648	-199.641724	263.022186
2705.148150	139.458801	-197.128571	271.730560
2705.151477	142.205750	-195.141449	279.796021
2705.154818	144.368195	-193.271179	288.679687
2705.158148	147.465805	-191.400940	295.517822
2705.161520	150.154297	-189.355347	302.823486
2705.164816	152.667450	-187.075989	310.947388
2705.168162	155.765045	-184.445923	318.136169
2705.171479	158.044418	-181.465210	325.850952
2705.174816	160.908249	-179.478088	333.156616
2705.178140	163.713623	-176.906494	340.170044
2705.181477	165.992996	-174.101135	348.293945
2705.184806	169.265930	-171.646423	354.430725
2705.188145	172.480423	-169.367035	361.736389
2705.191484	175.168915	-166.386322	367.931610
2705.194810	177.857407	-163.990082	374.535950
2705.198142	181.831680	-161.886047	380.789581
2705.202845	187.383987	-156.333710	391.894196
2705.205768	190.890701	-154.346588	397.504944
2705.209060	193.403854	-151.015198	402.881927
2705.212345	196.384583	-148.151398	409.135590
2705.215665	199.657516	-145.813568	414.570984
2705.218983	202.112213	-142.949738	419.188171
2705.222344	205.502045	-140.436584	423.513123
2705.225235	208.190536	-138.332581	427.954987
2705.228603	211.054352	-135.936279	432.572144
2705.231914	213.509064	-133.130920	437.364685
