time (s)	det(V)
3857.826704	-1.628324	
3857.828196	-1.628307	
3857.829944	-1.628360	
3857.831463	-1.628396	
3857.833238	-1.628328	
3857.834757	-1.628344	
3857.836486	-1.628332	
3857.838010	-1.628299	
3857.839723	-1.628231	
3857.841261	-1.628356	
3857.842941	-1.628215	
3857.844512	-1.628187	
3857.846005	-1.628175	
3857.847576	-1.628356	
3857.849107	-1.628179	
3857.850750	-1.628352	
3857.852224	-1.628211	
3857.853862	-1.628239	
3857.855334	-1.628126	
3857.856971	-1.628179	
3857.858451	-1.628267	
3857.860085	-1.628207	
3857.861590	-1.628255	
3857.863174	-1.628227	
3857.864732	-1.628130	
3857.866268	-1.628106	
3857.867880	-1.628247	
3857.869371	-1.628005	
3857.871014	-1.628146	
3857.872574	-1.627945	
3857.874197	-1.628058	
3857.875719	-1.628050	
3857.877387	-1.628070	
3857.878867	-1.628134	
3857.880614	-1.628118	
3857.882083	-1.627877	
3857.883809	-1.628106	
3857.885293	-1.628118	
3857.887007	-1.628058	
3857.888484	-1.627997	
3857.890182	-1.627856	
3857.891660	-1.627933	
3857.893435	-1.525726	
3857.894920	-1.232114	
3857.896713	-0.971856	
3857.898205	-0.739378	
3857.899974	-0.501578	
3857.901469	-0.250046	
3857.903208	0.005612	
3857.904730	0.223785	
3857.906443	0.495358	
3857.907975	0.739016	
3857.909693	0.959997	
3857.911251	1.233959	
3857.912938	1.470832	
3857.914500	1.619675	
3857.916170	1.626100	
3857.917746	1.626044	
3857.919424	1.626173	
3857.921013	1.626128	
3857.922657	1.626213	
3857.924269	1.626064	
3857.925924	1.626205	
3857.927521	1.626128	
3857.929161	1.626205	
3857.930796	1.626092	
3857.932387	1.626221	
3857.934050	1.626076	
3857.935638	1.626277	
3857.937329	1.626092	
3857.938912	1.626317	
3857.940608	1.626003	
3857.942187	1.626229	
3857.943890	1.626116	
3857.945459	1.626184	
3857.947154	1.626265	
3857.948698	1.626213	
3857.950407	1.626160	
3857.951931	1.626281	
3857.953679	1.626168	
3857.955160	1.626164	
3857.956939	1.626120	
3857.958443	1.626225	
3857.960222	1.626265	
3857.961710	1.626173	
3857.963494	1.626209	
3857.964972	1.626197	
3857.966731	1.626321	
3857.968219	1.626277	
3857.969991	1.626330	
3857.971489	1.626233	
3857.973231	1.626289	
3857.974745	1.626273	
3857.976476	1.626253	
3857.978008	1.626213	
3857.979735	1.626293	
3857.981275	1.626245	
3857.982961	1.626378	
3857.984520	1.626297	
3857.986210	1.626168	
3857.987792	1.626197	
3857.989469	1.626334	
3857.991030	1.626261	
3857.992691	1.626338	
3857.994283	1.626181	
3857.995943	1.626281	
3857.997560	1.626156	
3857.999186	1.626269	
3858.000820	1.626128	
3858.002433	1.626293	
3858.004070	1.626040	
3858.005559	1.626176	
3858.007121	1.626156	
3858.008631	1.626148	
3858.010277	1.626140	
3858.011774	1.626132	
3858.013398	1.626172	
3858.014909	1.626128	
3858.016488	1.626233	
3858.018036	1.626205	
3858.019596	1.626221	
3858.021199	1.626132	
3858.022694	1.626189	
3858.024344	1.626060	
3858.025845	1.626112	
3858.027469	1.626039	
3858.028954	1.626221	
3858.030677	1.626140	
3858.032158	1.626056	
3858.033891	1.626140	
3858.035363	1.626185	
3858.037080	1.626148	
3858.038567	1.626293	
3858.040274	1.626128	
3858.041759	1.626120	
3858.043470	1.626241	
3858.044958	1.626076	
3858.046643	1.626160	
3858.048169	1.626064	
3858.049832	1.626136	
3858.051353	1.626108	
3858.053080	1.626197	
3858.054621	1.626068	
3858.056344	1.626221	
3858.057900	1.626112	
3858.059584	1.626112	
3858.061146	1.626088	
3858.062821	1.625999	
3858.064401	1.625967	
3858.066079	1.626209	
3858.067666	1.625999	
3858.069339	1.626164	
3858.070944	1.626060	
3858.072607	1.626140	
3858.074230	1.626003	
3858.075857	1.626225	
3858.077481	1.625979	
3858.079091	1.626116	
3858.080749	1.625963	
3858.082353	1.626084	
3858.084015	1.626112	
3858.085596	1.626092	
3858.087274	1.625862	
3858.088830	1.626040	
3858.090536	1.625875	
3858.092091	1.626152	
3858.093785	1.625584	
3858.095325	1.625185	
3858.097027	1.615554	
3858.098543	1.523813	
3858.100303	1.443827	
3858.101782	1.401259	
3858.103567	1.307343	
3858.105049	1.284627	
3858.106840	1.198268	
3858.108326	1.181623	
3858.110118	1.089926	
3858.111609	1.085088	
3858.113387	1.060781	
3858.114870	0.998560	
3858.116624	0.927964	
3858.118124	0.898678	
3858.119878	0.840005	
3858.121398	0.792262	
3858.123124	0.748389	
3858.124657	0.740989	
3858.126405	0.668516	
3858.127938	0.666844	
3858.129640	0.624305	
3858.131189	0.609102	
3858.132880	0.556891	
3858.134447	0.550442	
3858.136125	0.490839	
3858.137697	0.480224	
3858.139344	0.430406	
3858.140944	0.438531	
3858.142593	0.394014	
3858.144204	0.394928	
3858.145850	0.359515	
