time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3856.876941	296.342133	1.491464	0.059865	11
3858.919297	296.291016	1.463070	0.060520	13
3860.962124	296.199036	1.433552	0.061294	15
3863.005277	296.293640	1.405494	0.061773	17
3865.048706	315.227203	1.274530	0.100000	19
3867.092146	296.335907	1.351516	0.062177	21
3869.134778	296.870605	1.319806	0.100000	23
3871.177419	313.543518	1.209810	0.100000	25
3873.219347	296.424438	1.272229	0.062505	27
3875.261232	296.493866	1.247495	0.062448	29
3877.302847	296.740875	1.217772	0.100000	31
3879.344110	296.759888	1.198032	0.062149	33
3881.385361	296.922577	1.171261	0.061572	35
3883.427117	296.176483	1.140690	0.100000	37
3885.469380	296.426971	1.114307	0.100000	39
3887.512697	296.073029	1.090010	0.100000	41
3889.556550	296.939484	1.071796	0.059849	43
3891.600987	296.781433	1.047856	0.059364	45
3893.645462	297.142639	1.022572	0.100000	47
3895.689585	296.393097	1.001278	0.058458	49
3897.733868	116.321007	-0.973972	-0.100000	51
3899.777458	116.108444	-0.956208	-0.057564	53
3901.820667	116.085358	-0.936651	-0.057250	55
3903.863689	116.060287	-0.915468	-0.057069	57
3905.906513	116.152344	-0.895590	-0.056527	59
3907.949576	116.229218	-0.875269	-0.055995	61
3909.992258	116.285713	-0.855059	-0.055387	63
3912.034328	116.359390	-0.833277	-0.054325	65
3914.076657	116.403473	-0.813708	-0.053699	67
3916.119269	116.407921	-0.793904	-0.053078	69
3918.161774	116.423889	-0.775448	-0.052269	71
3920.205040	116.439354	-0.756379	-0.051258	73
3922.248940	116.424721	-0.736392	-0.050311	75
3924.291782	116.454857	-0.716743	-0.049103	77
3926.334790	116.461411	-0.698633	-0.048229	79
3928.378348	116.455208	-0.682521	-0.047313	81
3930.420185	116.441902	-0.666475	-0.046402	83
3932.462389	116.474480	-0.649328	-0.045279	85
3934.504995	116.514244	-0.633383	-0.044463	87
3936.545413	116.526230	-0.617486	-0.043490	89
3938.585507	116.693718	-0.603545	-0.042589	91
3940.625879	116.715706	-0.589628	-0.041614	93
3942.665285	116.772995	-0.574444	-0.040483	95
3944.704777	116.782249	-0.559127	-0.039469	97
3946.743872	116.771751	-0.544919	-0.038675	99
3948.784127	116.743149	-0.530272	-0.037738	101
3950.825943	116.709129	-0.516325	-0.036755	103
3952.867158	116.676956	-0.502038	-0.036124	105
3954.910215	116.703560	-0.488663	-0.035048	107
3956.952919	116.699265	-0.476293	-0.034107	109
3958.997819	116.716537	-0.464293	-0.033462	111
3961.040623	116.752220	-0.451916	-0.032672	113
3963.083008	116.751205	-0.440448	-0.031748	115
3965.126816	116.745483	-0.428853	-0.030935	117
3967.167573	116.803375	-0.417884	-0.030005	119
3969.209678	116.847649	-0.407049	-0.029382	121
3971.248949	116.945305	-0.396834	-0.028542	123
3973.290438	117.000031	-0.386954	-0.027869	125
3975.330532	117.090134	-0.377521	-0.027161	127
3977.371473	117.259285	-0.367802	-0.026961	129
3979.412147	117.306511	-0.357387	-0.025554	131
3981.453748	117.315262	-0.347385	-0.024612	133
3983.495857	117.191765	-0.337891	-0.023907	135
3985.540965	117.145691	-0.327935	-0.023098	137
3987.586946	117.003792	-0.319146	-0.022407	139
