time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4992.210705	141.270462	1.520198	0.100000	253
4994.250161	119.152313	1.630556	0.089335	255
4996.287110	118.961296	1.618645	0.092483	1
4998.325407	143.563980	1.448074	0.100000	3
5000.365254	124.658386	1.498029	0.100000	5
5002.405768	122.395042	1.495889	0.100000	7
5004.447274	137.846039	1.407656	0.100000	9
5006.489280	118.780273	1.515444	0.100000	11
5008.531316	119.541336	1.502414	0.099237	13
5010.574552	118.685913	1.485157	0.099420	15
5012.617396	135.332642	1.363771	0.100000	17
5014.656452	300.014954	1.441117	-0.100000	19
5016.692716	299.708984	1.452676	-0.100000	21
5018.732290	297.862976	1.434819	-0.100000	23
5020.776917	300.699127	1.416934	-0.100000	25
5022.821430	301.375153	1.399411	-0.100000	27
5024.859036	303.734100	1.497697	-0.100000	29
5026.895748	296.349304	1.481588	-0.100000	31
5028.937698	298.933990	1.375253	-0.100000	33
5030.983988	302.118683	1.349931	-0.100000	35
5033.026859	303.116516	1.343601	-0.100000	37
5035.065113	301.732117	1.346816	-0.100000	39
5037.102731	300.359253	1.333321	-0.100000	41
5039.141685	298.865479	1.315542	-0.100000	43
5041.182743	301.096100	1.299214	-0.100000	45
5043.224776	299.651276	1.294810	-0.100000	47
5045.266803	300.484467	1.278153	-0.100000	49
5047.308523	299.941345	1.267192	-0.100000	51
5049.349113	299.207245	1.258573	-0.100000	53
5051.389005	299.671661	1.242054	-0.100000	55
5053.429202	300.168457	1.227489	-0.100000	57
5055.469373	300.468292	1.209252	-0.100000	59
5057.511837	300.370941	1.198918	-0.100000	61
5059.555964	301.755646	1.178753	-0.100000	63
5061.601495	301.011078	1.156076	-0.100000	65
5063.644204	118.754272	1.137802	0.100000	67
5065.681310	299.265503	-1.055375	-0.100000	69
5067.716663	124.455841	1.043958	0.100000	71
5069.757053	299.928833	-1.021712	-0.100000	73
5071.802526	119.538696	0.983629	0.100000	75
5073.848889	302.122833	-0.991655	-0.100000	77
5075.889715	284.620941	-0.983101	-0.100000	79
5077.926465	296.139465	-1.007289	-0.100000	81
5079.962902	300.328857	-0.972261	-0.100000	83
5082.001460	301.054718	-0.963732	-0.096803	85
5084.042800	301.118896	-0.949604	-0.096226	87
5086.085643	301.036682	-0.884937	-0.100000	89
5088.127376	301.488678	-0.805814	-0.100000	91
5090.169563	299.505035	-0.885340	-0.100000	93
5092.210417	293.836548	-0.876102	-0.100000	95
5094.250040	295.964294	-0.847473	-0.100000	97
5096.289661	301.547607	-0.879868	-0.092652	99
5098.328313	301.848541	-0.869080	-0.092444	101
5100.367526	301.712891	-0.848072	-0.100000	103
5102.409245	300.524109	-0.821898	-0.100000	105
5104.454314	300.825439	-0.799823	-0.100000	107
5106.500366	301.005646	-0.807315	-0.100000	109
5108.543540	300.453522	-0.802287	-0.100000	111
5110.582001	300.628876	-0.797224	-0.100000	113
5112.616452	300.254608	-0.942278	-0.100000	115
5114.652312	302.459534	-0.781111	-0.088259	117
5116.692641	302.526520	-0.766684	-0.087289	119
5118.738411	295.124725	-0.601217	-0.100000	121
5120.784535	300.971191	-0.744226	-0.085484	123
5122.828818	300.513062	-0.737499	-0.085505	125
5124.870020	300.623535	-0.729252	-0.084741	127
5126.908256	300.972137	-0.719802	-0.084062	129
5128.947413	301.288971	-0.709575	-0.083117	131
5130.985850	301.458344	-0.699189	-0.082248	133
5133.026110	301.569977	-0.688515	-0.081447	135
5135.066924	301.629883	-0.678377	-0.080711	137
5137.109596	301.475311	-0.666831	-0.079755	139
5139.151849	301.449860	-0.656506	-0.079067	141
5141.194972	301.482605	-0.647178	-0.078388	143
5143.235121	301.564301	-0.639533	-0.077501	145
5145.271802	301.707153	-0.631909	-0.076556	147
5147.306219	301.756134	-0.623475	-0.075468	149
5149.339610	301.900940	-0.612007	-0.074738	151
5151.378284	301.894470	-0.599320	-0.073829	153
5153.422550	301.973328	-0.587322	-0.073066	155
5155.469443	301.946503	-0.577201	-0.071726	157
5157.516919	301.811157	-0.570874	-0.070689	159
5159.560488	301.805664	-0.564319	-0.069645	161
5161.598229	301.663849	-0.559603	-0.068889	163
5163.631828	301.941437	-0.552305	-0.068933	165
5165.667484	302.013000	-0.544240	-0.067793	167
5167.704275	302.167633	-0.534821	-0.067212	169
5169.741170	302.385712	-0.525305	-0.066184	171
5171.779926	302.481750	-0.515928	-0.064846	173
5173.821054	302.722900	-0.506695	-0.063950	175
5175.861090	302.790497	-0.501631	-0.063610	177
5177.903117	302.771118	-0.494875	-0.062814	179
5179.945311	302.676636	-0.486485	-0.061869	181
5181.989057	302.238861	-0.478622	-0.060810	183
5184.036297	301.575195	-0.471285	-0.059537	185
5186.083127	300.916840	-0.465721	-0.058630	187
5188.125223	300.677948	-0.459408	-0.057587	189
5190.162978	300.995728	-0.454548	-0.056916	191
5192.196166	301.813721	-0.448118	-0.056168	193
5194.228083	302.660980	-0.440631	-0.055681	195
5196.260868	303.358948	-0.433223	-0.055295	197
5198.300734	303.531921	-0.424935	-0.054319	199
5200.342814	303.208649	-0.416846	-0.053209	201
5202.390054	302.423462	-0.410484	-0.051999	203
5204.437339	301.668121	-0.404741	-0.051046	205
5206.483501	301.224670	-0.399364	-0.050604	207
5208.525785	301.126221	-0.393514	-0.049802	209
5210.568020	301.157227	-0.388269	-0.049088	211
5212.608382	301.245331	-0.383166	-0.048308	213
5214.648225	301.354706	-0.376856	-0.047739	215
5216.688605	301.492920	-0.371753	-0.046837	217
5218.727159	301.673676	-0.365362	-0.046138	219
5220.764865	301.813141	-0.360995	-0.045202	221
5222.801795	302.096405	-0.355570	-0.044432	223
5224.834785	302.267212	-0.350981	-0.043582	225
5226.866361	302.478333	-0.344538	-0.043112	227
5228.899765	302.591766	-0.337714	-0.042480	229
5230.935091	302.543915	-0.330466	-0.041759	231
