time (s)	det(V)
1691.246105	0.436714	
1691.247591	0.390449	
1691.249293	0.401092	
1691.250781	0.421411	
1691.252490	0.413197	
1691.253973	0.442060	
1691.255631	0.444646	
1691.257146	0.501401	
1691.258773	0.461210	
1691.260311	0.487789	
1691.261926	0.500221	
1691.263502	0.541136	
1691.265180	0.510581	
1691.266760	0.572175	
1691.268394	0.553471	
1691.269987	0.596965	
1691.271602	0.580856	
1691.273237	0.663686	
1691.274841	0.624394	
1691.276522	0.669450	
1691.278108	0.688855	
1691.279746	0.773985	
1691.281333	0.736176	
1691.283030	0.771230	
1691.284599	0.808049	
1691.286298	0.800222	
1691.287847	0.847692	
1691.289564	0.926932	
1691.291118	0.922550	
1691.292805	0.986886	
1691.294348	1.023161	
1691.296066	1.024132	
1691.297553	1.093685	
1691.299337	1.133791	
1691.300822	1.176112	
1691.302592	1.182131	
1691.304073	1.234310	
1691.305841	1.305703	
1691.307327	1.372606	
1691.309127	1.378125	
1691.310623	1.485459	
1691.312372	1.497919	
1691.313878	1.506652	
1691.315617	1.572672	
1691.317129	1.609346	
1691.318836	1.622430	
1691.320369	1.625496	
1691.322075	1.625242	
1691.323635	1.625798	
1691.325335	1.625838	
1691.326883	1.625786	
1691.328574	1.625214	
1691.330143	1.625834	
1691.331793	1.625717	
1691.333381	1.625975	
1691.335009	1.625790	
1691.336625	1.625890	
1691.338226	1.626088	
1691.339882	1.625725	
1691.341499	1.626035	
1691.343143	1.625665	
1691.344756	1.626108	
1691.346410	1.625915	
1691.347988	1.626036	
1691.349668	1.625883	
1691.351231	1.626044	
1691.352936	1.625903	
1691.354486	1.626064	
1691.356204	1.625951	
1691.357744	1.625959	
1691.359444	1.625661	
1691.360952	1.625927	
1691.362686	1.625870	
1691.364166	1.625939	
1691.365946	1.625854	
1691.367430	1.626092	
1691.369205	1.625999	
1691.370688	1.626015	
1691.372449	1.625951	
1691.373947	1.626032	
1691.375719	1.626028	
1691.377220	1.625915	
1691.378782	1.625999	
1691.380312	1.625963	
1691.381828	1.626007	
1691.383469	1.626032	
1691.384964	1.626084	
1691.386592	1.625959	
1691.388124	1.626060	
1691.389750	1.625882	
1691.391236	1.625919	
1691.392906	1.625939	
1691.394378	1.625858	
1691.396012	1.626064	
1691.397490	1.625939	
1691.399121	1.625931	
1691.400602	1.625955	
1691.402278	1.626044	
1691.403789	1.625995	
1691.405421	1.625979	
1691.406963	1.625979	
1691.408564	1.625979	
1691.410145	1.625890	
1691.411718	1.625955	
1691.413321	1.626048	
1691.414860	1.626044	
1691.416525	1.625939	
1691.418123	1.626209	
1691.419776	1.625947	
1691.421377	1.626128	
1691.423064	1.625963	
1691.424639	1.626076	
1691.426336	1.626019	
1691.427889	1.625995	
1691.429584	1.625967	
1691.431142	1.626028	
1691.432840	1.625947	
1691.434382	1.625943	
1691.436095	1.625862	
1691.437615	1.625947	
1691.439367	1.625995	
1691.440848	1.625939	
1691.442619	1.626027	
1691.444105	1.625943	
1691.445862	1.626092	
1691.447347	1.626048	
1691.449093	1.626144	
1691.450592	1.626027	
1691.452350	1.626076	
1691.453855	1.625995	
1691.455603	1.626165	
1691.457121	1.626116	
1691.458850	1.626048	
1691.460381	1.626007	
1691.462068	1.626023	
1691.463620	1.625995	
1691.465314	1.626068	
1691.466883	1.626024	
1691.468543	1.626092	
1691.470124	1.625963	
1691.471800	1.626124	
1691.473389	1.625975	
1691.475040	1.626084	
1691.476644	1.626052	
1691.478265	1.626253	
1691.479903	1.625955	
1691.481534	1.626213	
1691.483176	1.625971	
1691.484759	1.626007	
1691.486396	1.626003	
1691.487989	1.626084	
1691.489688	1.626072	
1691.491246	1.626076	
1691.492939	1.626064	
1691.494496	1.626027	
1691.496188	1.625983	
1691.497749	1.626019	
1691.499449	1.625971	
1691.500994	1.626068	
1691.502727	1.626104	
1691.504219	1.626052	
1691.505991	1.626048	
1691.507472	1.626047	
1691.509250	1.626168	
1691.510734	1.626116	
1691.512496	1.625850	
1691.513980	1.626011	
1691.515747	1.626104	
1691.517241	1.625999	
1691.519008	1.625967	
1691.520513	1.625947	
1691.522236	1.626024	
1691.523763	1.626036	
1691.525481	1.626035	
1691.527008	1.626015	
1691.528715	1.626076	
1691.530264	1.625883	
1691.531792	1.626032	
1691.533364	1.626015	
1691.534869	1.625955	
1691.536520	1.625903	
1691.538025	1.626064	
1691.539645	1.625906	
1691.541129	1.625923	
1691.542774	1.625991	
1691.544267	1.625943	
1691.545892	1.626040	
1691.547386	1.625903	
1691.549003	1.625943	
1691.550516	1.625915	
1691.552084	1.625866	
1691.553622	1.625935	
1691.555143	1.625882	
1691.556749	1.625931	
1691.558315	1.625883	
1691.559911	1.625971	
1691.561455	1.625975	
1691.563117	1.625729	
1691.564591	1.625923	
1691.566323	1.625806	
1691.567802	1.625733	
1691.569508	1.625524	
1691.570986	1.625298	
1691.572687	1.621342	
1691.574175	1.542613	
1691.575865	1.404192	
1691.577354	1.336411	
1691.579124	1.220126	
1691.580616	1.086035	
1691.582380	0.976920	
1691.583875	0.884152	
1691.585614	0.770634	
1691.587125	0.664246	
1691.588841	0.552230	
1691.590376	0.482653	
1691.592071	0.346029	
1691.593627	0.260761	
1691.595333	0.101332	
1691.596892	0.026148	
1691.598587	-0.162792	
1691.600156	-0.222206	
1691.601821	-0.366988	
1691.603403	-0.495645	
1691.605043	-0.620394	
1691.606655	-0.687433	
1691.608288	-0.880385	
1691.609916	-0.992582	
1691.611552	-1.142605	
1691.613155	-1.248171	
1691.614760	-1.432402	
1691.616394	-1.505794	
1691.617970	-1.624948	
1691.619670	-1.627409	
1691.621234	-1.628009	
1691.622942	-1.627619	
1691.624490	-1.627989	
1691.626205	-1.627840	
1691.627754	-1.628114	
1691.629443	-1.627675	
1691.630984	-1.628082	
1691.632714	-1.628013	
1691.634209	-1.628066	
1691.635970	-1.627969	
1691.637451	-1.628094	
1691.639229	-1.628034	
1691.640714	-1.628211	
1691.642479	-1.628001	
1691.643964	-1.628146	
1691.645748	-1.628074	
1691.647230	-1.628243	
1691.649007	-1.628203	
1691.650508	-1.628142	
