time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2064.041557	192.383926	0.094319	0.100000	185
2067.067950	330.272797	0.021371	0.100000	187
2069.113201	248.968430	1.749460	0.100000	189
2071.158336	249.905869	1.653406	0.100000	191
2073.199758	250.970215	1.550407	0.100000	193
2075.242606	247.697784	1.464411	0.100000	195
2077.289822	245.838974	1.380779	0.100000	197
2079.336647	241.337219	1.330401	0.100000	199
2081.385809	246.454803	1.226599	0.100000	201
2083.433703	240.685989	1.187206	0.100000	203
2085.478320	240.837662	1.121516	0.100000	205
2087.523356	241.170044	1.054156	0.100000	207
2089.567419	241.666489	0.988974	0.100000	209
2091.610203	240.717896	0.931607	0.100000	211
2093.652518	241.059204	0.868836	0.100000	213
2095.694739	239.435364	0.803854	0.100000	215
2097.732950	239.864120	0.745994	0.100000	217
2099.764843	249.864548	0.694709	0.048947	219
2101.799904	250.581726	0.642457	0.044130	221
2103.823575	251.396469	0.590983	0.039017	223
2105.849270	240.272568	0.552672	0.100000	225
