time (s)	magX	magY	magZ
5894.275874	436.361206	431.334290	230.351257
5894.279201	436.361206	433.438354	222.285767
5894.282534	435.367615	436.243713	215.447662
5894.285874	434.724731	438.172424	207.323792
5894.290500	432.620697	442.380463	192.244873
5894.293902	431.568665	444.542969	184.237854
5894.296731	430.282867	446.354767	175.003479
5894.300172	428.763306	448.166595	167.405579
5894.303447	427.419067	449.335480	158.346558
5894.306725	425.899475	451.088837	149.229095
5894.310082	424.146118	452.666870	140.170074
5894.313387	421.983643	453.835785	131.052582
5894.316296	420.522491	454.595551	122.870239
5894.319627	418.009338	455.647583	112.934540
5894.322957	415.320862	456.173584	102.531219
5894.326332	413.567505	457.342499	92.011108
5894.329635	410.002350	456.874939	82.367584
5894.332590	407.196960	457.517822	71.905884
5894.335861	403.865570	457.459381	61.444183
5894.339198	400.651093	457.108704	50.631805
5894.342532	396.969025	455.939819	39.527161
5894.345862	392.819397	454.595551	28.773193
5894.349200	389.604919	453.192871	17.025696
5894.352568	384.870850	451.731750	6.096375
5894.355856	380.487427	449.861511	-6.177124
5894.359197	375.928711	447.173004	-16.872620
5894.362527	371.019287	444.893646	-27.977234
5894.365857	365.817657	442.029816	-38.731140
5894.369193	360.499115	439.107544	-51.589172
5894.372530	355.063721	434.139679	-62.460022
5894.375854	349.628296	429.580933	-74.675049
5894.379188	342.848633	425.489777	-85.838135
5894.382524	337.296326	420.580353	-97.877869
5894.385854	330.867340	415.086517	-109.216248
5894.389195	325.841034	409.066620	-120.087097
5894.392527	319.470490	403.163635	-131.717712
5894.395883	313.684387	396.793091	-142.237854
5894.399191	306.729401	389.604340	-152.641174
5894.402528	300.534180	382.006439	-162.167725
5894.405853	294.514313	374.992981	-171.811279
5894.409193	288.319122	365.758636	-182.623657
5894.412524	282.182343	357.868500	-191.390442
5894.415853	275.344238	349.335480	-201.267700
5894.419187	268.564575	340.510223	-210.911194
5894.422522	261.726471	330.632965	-218.625977
5894.425854	254.420807	320.405029	-227.217468
5894.429191	247.582703	311.112213	-234.990662
5894.432518	240.335480	301.001160	-242.296326
5894.435851	232.503799	289.604309	-250.887817
5894.439202	224.789017	279.025726	-256.966125
5894.442516	217.424896	267.628876	-263.395142
5894.445857	209.476334	255.121552	-268.655151
5894.450104	194.514328	230.340729	-278.707764
5894.453367	186.974869	217.774963	-282.682068
5894.456700	179.727646	204.858551	-286.539429
5894.460035	171.720642	191.240784	-290.396851
5894.463400	163.538284	178.090576	-292.500916
5894.466715	155.998825	164.706604	-294.254272
5894.470100	147.816498	150.855057	-295.481628
5894.472950	140.335495	136.945053	-295.598450
5894.476299	131.977798	123.561066	-295.072510
5894.479608	124.847458	109.241959	-294.195801
5894.482981	117.541794	95.741089	-293.143799
5894.486271	110.294556	81.947983	-290.513794
5894.489617	103.573349	66.869080	-286.948547
5894.492948	96.443008	52.900639	-284.026306
5894.495845	90.072479	39.107536	-278.824646
5894.499180	83.526581	25.723553	-274.558105
5894.502512	77.857391	11.930450	-268.362976
5894.505845	72.129761	-1.278206	-262.401550
5894.509176	66.519012	-13.434837	-256.790771
5894.512520	61.668030	-25.825249	-248.257751
5894.515841	57.752197	-38.098778	-239.783203
5894.519180	53.135010	-49.963188	-231.308594
5894.522529	48.693146	-61.067787	-222.892517
5894.525863	45.478668	-72.815315	-213.950378
5894.529179	42.264191	-82.926369	-204.482178
5894.532513	39.634125	-92.978966	-194.254272
5894.535846	37.179413	-102.914680	-184.552368
5894.539178	35.250732	-112.324379	-174.441284
5894.542513	33.029816	-120.974281	-164.038025
5894.545841	31.568665	-129.565735	-152.524292
5894.549176	30.691986	-137.806549	-141.010559
5894.552509	29.581512	-144.703125	-130.431946
5894.555841	28.880188	-152.534790	-118.567505
5894.559174	28.295746	-159.431335	-106.878418
5894.562504	28.178833	-164.866730	-93.845154
5894.565844	28.295746	-171.295746	-83.032776
5894.569197	28.997101	-176.789612	-70.408569
5894.572511	28.295746	-182.225006	-57.316772
5894.575836	29.464661	-186.842194	-45.510803
5894.579177	30.224426	-191.576263	-32.419067
5894.582504	31.218018	-195.433655	-20.613098
5894.585838	32.153137	-199.057281	-6.294006
5894.589173	33.146698	-202.447113	6.388672
5894.592508	34.549377	-205.778473	19.363525
5894.595838	36.887207	-208.466980	32.922821
5894.599169	38.289886	-210.629456	47.008179
5894.602501	40.218597	-211.856812	59.866119
5894.607200	44.251312	-215.714203	86.692566
5894.610559	46.472229	-216.649323	99.608978
5894.613470	48.751617	-217.116882	111.765625
5894.616753	52.141418	-217.876678	124.798950
5894.620053	54.362366	-217.818237	136.955566
