time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
5894.464619	249.192093	1.728035	0.100000	167
5896.506200	249.137665	1.686813	0.100000	169
5898.551592	249.252670	1.651743	0.100000	171
5900.594155	251.079391	1.622485	0.100000	173
5902.636300	251.127853	1.592866	0.100000	175
5904.678413	247.450012	1.556553	0.100000	177
5906.723606	247.859695	1.526388	0.100000	179
5908.766625	247.972931	1.498793	0.100000	181
5910.809834	249.625275	1.487260	0.100000	183
5912.853577	244.841171	1.475743	0.100000	185
5914.897556	245.619324	1.451616	0.100000	187
5916.942334	247.617187	1.427642	0.100000	189
5918.983703	250.228516	1.393294	0.100000	191
5921.023543	250.757187	1.381190	0.100000	193
5923.064095	254.922791	1.355049	0.100000	195
5925.102824	252.280823	1.318626	0.100000	197
5927.144988	249.783203	1.278600	0.100000	199
5929.186981	249.488037	1.258840	0.100000	201
5931.228374	249.182144	1.231725	0.100000	203
5933.272155	248.805359	1.207336	0.100000	205
5935.316694	248.515717	1.184923	0.100000	207
5937.359677	245.591934	1.167004	0.100000	209
5939.401946	248.653458	1.171535	0.100000	211
5941.443691	245.689651	1.121662	0.100000	213
5943.484785	248.800079	1.125188	0.100000	215
5945.527413	249.026154	1.101381	0.100000	217
5947.568018	249.104645	1.079387	0.100000	219
5949.608771	249.244736	1.056284	0.100000	221
5951.649080	249.613770	1.033949	0.100000	223
5953.687393	249.690933	1.012440	0.100000	225
5955.726960	254.906921	0.969806	0.073955	227
5957.766921	248.998383	0.947837	0.100000	229
5959.806244	249.875549	0.922726	0.100000	231
5961.846894	250.632492	0.934378	0.100000	233
5963.889995	250.665512	0.920987	0.100000	235
5965.933915	250.636429	0.904954	0.100000	237
