time (s)	det(V)
5894.272808	1.625846	
5894.274386	1.626003	
5894.276064	1.626032	
5894.277652	1.625963	
5894.279315	1.625991	
5894.280872	1.625947	
5894.282567	1.625963	
5894.284116	1.626024	
5894.285839	1.625991	
5894.287382	1.626040	
5894.289092	1.625939	
5894.290569	1.625903	
5894.292121	1.625931	
5894.293638	1.625923	
5894.295130	1.625911	
5894.296697	1.625923	
5894.298226	1.626011	
5894.299846	1.625943	
5894.301319	1.625963	
5894.302941	1.625951	
5894.304460	1.625995	
5894.306108	1.625943	
5894.307587	1.626047	
5894.309215	1.625987	
5894.310692	1.626015	
5894.312317	1.625983	
5894.313797	1.625995	
5894.315427	1.626088	
5894.316923	1.625927	
5894.318587	1.626019	
5894.320115	1.625979	
5894.321748	1.626140	
5894.323298	1.626003	
5894.324907	1.625951	
5894.326475	1.625987	
5894.328050	1.625947	
5894.329635	1.625975	
5894.331183	1.625935	
5894.332823	1.625883	
5894.334418	1.626080	
5894.336085	1.625995	
5894.337649	1.626031	
5894.339321	1.626027	
5894.340868	1.626132	
5894.342586	1.625987	
5894.344144	1.626068	
5894.345816	1.626108	
5894.347351	1.626007	
5894.349063	1.626007	
5894.350572	1.625943	
5894.352324	1.626036	
5894.353803	1.626080	
5894.355582	1.625878	
5894.357060	1.626015	
5894.358849	1.626112	
5894.360332	1.625935	
5894.362081	1.625959	
5894.363580	1.625967	
5894.365339	1.626128	
5894.366839	1.625967	
5894.368584	1.626193	
5894.370099	1.626019	
5894.371808	1.626108	
5894.373344	1.626032	
5894.375037	1.625983	
5894.376583	1.626056	
5894.378274	1.625991	
5894.379846	1.625967	
5894.381514	1.626003	
5894.383083	1.625995	
5894.384741	1.625987	
5894.386326	1.626060	
5894.387964	1.626011	
5894.389574	1.625979	
5894.391191	1.626140	
5894.392827	1.625955	
5894.394433	1.626027	
5894.396081	1.625939	
5894.397666	1.626100	
5894.399308	1.626019	
5894.400868	1.626124	
5894.402562	1.626007	
5894.404086	1.626019	
5894.405794	1.625967	
5894.407317	1.626047	
5894.409041	1.625866	
5894.410524	1.626043	
5894.412289	1.626011	
5894.413781	1.626003	
5894.415564	1.625883	
5894.417049	1.625983	
5894.418842	1.626120	
5894.420323	1.626144	
5894.422110	1.625963	
5894.423584	1.625987	
5894.425335	1.625935	
5894.426836	1.625999	
5894.428558	1.625886	
5894.430084	1.626052	
5894.431788	1.625826	
5894.433326	1.625939	
5894.435024	1.625911	
5894.436562	1.625955	
5894.438243	1.625621	
5894.439810	1.625935	
5894.441469	1.625878	
5894.443059	1.625794	
5894.444705	1.625524	
5894.446324	1.621701	
5894.447972	1.447170	
5894.449574	1.329414	
5894.451091	1.205809	
5894.452720	1.069495	
5894.454208	0.927630	
5894.455853	0.799686	
5894.457346	0.683268	
5894.458989	0.519383	
5894.460469	0.380729	
5894.462102	0.246090	
5894.463580	0.100648	
5894.465166	-0.066069	
5894.466688	-0.200320	
5894.468223	-0.334455	
5894.469826	-0.478871	
5894.471318	-0.621066	
5894.472928	-0.748510	
5894.474466	-0.942236	
5894.476136	-1.073245	
5894.477608	-1.219409	
5894.479328	-1.365387	
5894.480799	-1.526415	
5894.482515	-1.624404	
5894.483999	-1.627977	
5894.485691	-1.627949	
5894.487179	-1.628062	
5894.488865	-1.627623	
5894.490351	-1.628102	
5894.492043	-1.627776	
5894.493546	-1.628066	
5894.495229	-1.627969	
5894.496741	-1.628162	
5894.498451	-1.627715	
5894.499984	-1.628142	
5894.501698	-1.627679	
5894.503246	-1.628126	
5894.504943	-1.627679	
5894.506500	-1.628114	
5894.508186	-1.628013	
5894.509767	-1.628150	
5894.511434	-1.627744	
5894.513023	-1.628255	
5894.514680	-1.628050	
5894.516274	-1.628090	
5894.517902	-1.628215	
5894.519520	-1.627961	
5894.521115	-1.628167	
5894.522797	-1.628134	
5894.524379	-1.628126	
5894.526036	-1.628013	
5894.527616	-1.628203	
5894.529279	-1.628034	
5894.530833	-1.628167	
5894.532541	-1.627933	
5894.534072	-1.628142	
5894.535786	-1.628114	
5894.537320	-1.628170	
5894.539040	-1.627965	
5894.540535	-1.628050	
5894.542296	-1.628038	
5894.543778	-1.628154	
5894.545551	-1.627977	
5894.547042	-1.628162	
5894.548810	-1.628086	
5894.550288	-1.628106	
5894.552066	-1.628013	
5894.553558	-1.628034	
5894.555286	-1.628134	
5894.556792	-1.628074	
5894.558495	-1.628179	
5894.560025	-1.628211	
5894.561756	-1.628021	
5894.563293	-1.628243	
5894.564973	-1.628291	
5894.566521	-1.628235	
5894.568174	-1.628102	
5894.569736	-1.628223	
5894.571374	-1.628102	
5894.572960	-1.628279	
5894.574569	-1.628126	
5894.576191	-1.628344	
5894.577794	-1.628191	
5894.579445	-1.628175	
5894.581059	-1.628038	
5894.582713	-1.627929	
5894.584300	-1.628158	
5894.585980	-1.628110	
5894.587543	-1.628211	
5894.589241	-1.628009	
5894.590786	-1.628259	
5894.592479	-1.628187	
5894.594028	-1.628223	
5894.595730	-1.627973	
5894.597234	-1.628243	
5894.598981	-1.628279	
5894.600470	-1.628195	
5894.602246	-1.628054	
5894.603723	-1.628082	
5894.605500	-1.628195	
5894.607008	-1.628207	
5894.608504	-1.628207	
5894.610088	-1.628146	
5894.611592	-1.628178	
5894.613188	-1.628267	
5894.614669	-1.628142	
5894.616307	-1.628191	
5894.617803	-1.628110	
5894.619469	-1.628130	
5894.620946	-1.628118	
5894.622587	-1.628166	
5894.624061	-1.628199	
5894.625683	-1.628183	
5894.627160	-1.628247	
5894.628788	-1.628179	
5894.630278	-1.628114	
5894.631869	-1.628118	
5894.633407	-1.628150	
5894.635033	-1.628058	
5894.636583	-1.628183	
5894.638175	-1.627768	
5894.639761	-1.628130	
5894.641342	-1.627897	
5894.642948	-1.628078	
5894.644497	-1.628082	
5894.646149	-1.627953	
5894.647658	-1.627957	
5894.649356	-1.628134	
5894.650845	-1.628038	
5894.652579	-1.628042	
5894.654123	-1.627989	
5894.655830	-1.627329	
5894.657361	-1.628054	
5894.659063	-1.627864	
5894.660587	-1.628094	
5894.662313	-1.627953	
5894.663805	-1.627981	
5894.665590	-1.627776	
5894.667075	-1.628038	
5894.668859	-1.627498	
5894.670332	-1.628021	
5894.672104	-1.627824	
5894.673579	-1.627856	
5894.675329	-1.627760	
5894.676831	-1.627776	
5894.678578	-1.625898	
5894.680093	-1.627409	
5894.681830	-1.626168	
5894.683358	-1.589454	
5894.685074	-1.533831	
5894.686608	-1.452717	
5894.688309	-1.432185	
5894.689874	-1.398774	
5894.691575	-1.331481	
5894.693145	-1.287342	
5894.694807	-1.301147	
5894.696388	-1.215272	
5894.698033	-1.224428	
5894.699625	-1.122967	
5894.701263	-1.129041	
5894.702875	-1.103836	
5894.704486	-1.068387	
5894.706120	-1.010254	
5894.707708	-1.021715	
5894.709350	-0.987946	
5894.710947	-0.967018	
5894.712604	-0.924568	
5894.714186	-0.927339	
5894.715867	-0.841399	
5894.717425	-0.857738	
5894.719126	-0.800584	
5894.720663	-0.797209	
5894.722381	-0.726681	
5894.723885	-0.760599	
5894.725648	-0.724880	
5894.727128	-0.702575	
5894.728901	-0.680202	
5894.730392	-0.707111	
5894.732180	-0.654288	
5894.733660	-0.607092	
5894.735433	-0.603346	
5894.736915	-0.589883	
5894.738656	-0.543316	
5894.740162	-0.538574	
5894.741892	-0.533080	
5894.743410	-0.507971	
5894.745151	-0.519226	
5894.746678	-0.508036	
5894.748383	-0.489364	
5894.749917	-0.422075	
5894.751615	-0.430704	
5894.753168	-0.386284	
5894.754855	-0.408589	
5894.756422	-0.358392	
5894.758081	-0.385550	
