crossing time (s)	slope (V/s)	crossing number
5893.523864	-95.288511	5030
5894.455527	-91.861041	5031
5895.575130	-85.676381	5032
5896.500982	-81.175152	5033
5897.590544	-75.558080	5034
5898.523609	-75.672419	5035
5899.644628	-80.234222	5036
5900.580327	-78.756772	5037
5901.701579	-74.389189	5038
5902.612871	-76.070119	5039
5903.750784	-67.948576	5040
5904.693678	-66.557571	5041
5905.765012	-69.157728	5042
5906.722472	-63.206084	5043
5907.813150	-67.967278	5044
5908.766182	-64.172236	5045
5909.881191	-62.052229	5046
5910.821275	-61.974222	5047
5911.895733	-59.361384	5048
5912.823799	-56.351250	5049
5913.965023	-58.585435	5050
5914.884374	-52.629345	5051
5915.966647	-52.809626	5052
5916.927941	-51.324779	5053
5918.045818	-51.941807	5054
5918.979118	-48.954012	5055
5920.095193	-46.929658	5056
5921.023612	-46.520926	5057
5922.116855	-44.942057	5058
5923.046691	-43.145754	5059
5924.188543	-43.506394	5060
5925.100097	-39.132723	5061
5926.218999	-40.993315	5062
5927.139923	-36.475851	5063
5928.272520	-40.003180	5064
5929.178698	-37.684050	5065
5930.297719	-37.231667	5066
5931.242938	-34.970812	5067
5932.366168	-34.801980	5068
5933.273439	-32.734111	5069
5934.394754	-34.173309	5070
5935.299812	-31.741663	5071
5936.406002	-32.026044	5072
5937.351470	-29.959742	5073
5938.506709	-30.946340	5074
5939.394796	-28.938758	5075
5940.523059	-28.996610	5076
5941.448410	-26.756770	5077
5942.558339	-26.420517	5078
5943.506397	-25.078341	5079
5944.621187	-24.303055	5080
5945.525828	-22.613129	5081
5946.649988	-24.792663	5082
5947.573288	-22.848907	5083
5948.693130	-23.618094	5084
5949.613446	-21.840250	5085
5950.768549	-22.426737	5086
5951.643706	-19.911184	5087
5952.800442	-19.713269	5088
5953.708559	-19.932511	5089
5954.846832	-18.567359	5090
5955.725655	-18.859084	5091
5956.887144	-18.634685	5092
5957.766929	-17.396220	5093
5958.918483	-17.369600	5094
5959.812215	-16.731217	5095
5960.967320	-15.630398	5096
5961.840947	-14.821923	5097
5963.008891	-14.694365	5098
5963.891644	-13.006779	5099
5965.060220	-14.784896	5100
5965.927498	-13.459841	5101
5967.115328	-13.654037	5102
