crossing time (s)	slope (V/s)	crossing number
3704.487951	-109.411323	3185
3705.418476	-70.019709	3186
3706.474729	-100.449393	3187
3707.499494	-77.379807	3188
3708.548650	-84.386222	3189
3709.520932	-84.486048	3190
3710.613798	-88.397054	3191
3711.584994	-74.467133	3192
3712.636528	-89.034976	3193
3713.636753	-71.321044	3194
3714.671908	-80.885543	3195
3715.636298	-73.336225	3196
3716.700077	-78.560683	3197
3717.697341	-68.460990	3198
3718.792531	-80.097901	3199
3719.726227	-62.074558	3200
3720.813048	-76.772407	3201
3721.780642	-57.870534	3202
3722.840098	-71.823568	3203
3723.825589	-58.334645	3204
3724.894654	-71.375911	3205
3725.876495	-57.225442	3206
3726.918419	-67.294511	3207
3727.910284	-54.151523	3208
3728.965643	-65.354225	3209
3729.967539	-49.487298	3210
3731.032237	-63.797379	3211
3731.975960	-49.465679	3212
3733.076890	-61.239095	3213
3734.039603	-48.770670	3214
3735.114217	-58.419331	3215
3736.098940	-44.550553	3216
3737.166957	-55.602043	3217
3738.125548	-42.514586	3218
3739.189971	-54.657654	3219
3740.182364	-42.635810	3220
3741.255304	-53.244342	3221
3742.218222	-41.100939	3222
3743.309659	-50.227184	3223
3744.256767	-38.817596	3224
3745.349014	-47.722434	3225
3746.302133	-40.661241	3226
3747.390304	-45.922432	3227
3748.357152	-36.981261	3228
3749.431651	-45.657251	3229
3750.406899	-35.346237	3230
3751.509840	-43.951491	3231
3752.444505	-35.520154	3232
3753.531400	-41.553629	3233
3754.467983	-32.629941	3234
3755.570205	-41.056243	3235
3756.517622	-30.938306	3236
3757.618110	-39.185065	3237
3758.570304	-29.577637	3238
3759.651802	-37.794304	3239
3760.610313	-27.654829	3240
3761.692654	-35.553487	3241
3762.654145	-26.830210	3242
3763.737314	-34.092392	3243
3764.700746	-26.933780	3244
3765.784372	-33.786735	3245
3766.728131	-25.535385	3246
3767.819468	-33.088447	3247
3768.770985	-24.771725	3248
3769.855875	-31.645117	3249
3770.832928	-23.449309	3250
3771.905213	-30.229948	3251
3772.868865	-21.959634	3252
3773.939416	-28.055048	3253
3774.907349	-21.094434	3254
3776.017678	-27.621368	3255
3776.939316	-20.851178	3256
3778.064282	-26.775246	3257
3778.986389	-19.859470	3258
3780.103558	-26.047281	3259
3781.050631	-19.014218	3260
3782.137581	-26.568520	3261
3783.088705	-18.881394	3262
3784.192589	-23.283710	3263
3785.119818	-17.795875	3264
3786.239616	-22.770246	3265
3787.171578	-17.624727	3266
3788.265550	-21.954254	3267
3789.207266	-16.389921	3268
3790.313308	-21.058949	3269
3791.253475	-15.179230	3270
3792.369818	-20.346656	3271
3793.286655	-15.230373	3272
3794.406247	-19.386178	3273
3795.318149	-13.720702	3274
3796.451429	-16.246040	3275
3797.388105	-12.898814	3276
3798.492052	-17.657708	3277
3799.431350	-12.655064	3278
3800.544184	-17.561424	3279
3801.454540	-12.416083	3280
3802.585347	-17.943015	3281
3803.502403	-11.589368	3282
3804.613653	-15.592495	3283
3805.556649	-11.400126	3284
3806.672087	-14.515811	3285
3807.605217	-10.094822	3286
3808.717900	-14.528737	3287
3809.633543	-10.482825	3288
3810.736656	-14.851830	3289
3811.665523	-11.212235	3290
3812.788001	-14.132757	3291
3813.718689	-9.378322	3292
3814.841347	-13.689511	3293
3815.763405	-8.677804	3294
3816.898828	-13.378076	3295
3817.803209	-8.287955	3296
3818.934457	-13.294389	3297
3819.831022	-8.584716	3298
3820.986450	-11.453813	3299
3821.857425	-7.524260	3300
3823.012908	-10.826546	3301
3823.908090	-7.168406	3302
3825.070123	-10.724999	3303
3825.947242	-8.842241	3304
3827.114551	-10.482090	3305
3827.999354	-7.282044	3306
3829.151853	-10.268545	3307
3830.038884	-6.007150	3308
3831.188512	-9.185418	3309
3832.101161	-6.183383	3310
3833.244557	-8.751823	3311
3834.123179	-6.806446	3312
3835.283227	-9.436109	3313
3836.172733	-6.869092	3314
3837.323915	-8.201599	3315
3838.224435	-5.475784	3316
3839.369308	-8.298447	3317
3840.264698	-6.461348	3318
3841.400880	-8.414726	3319
3842.304056	-6.270630	3320
3843.459025	-7.243172	3321
