time (s)	magX	magY	magZ
6129.232366	396.443024	423.093506	237.014008
6129.235706	394.397430	426.132690	227.428986
6129.240335	390.364716	429.931610	204.752167
6129.243667	388.026886	431.451202	193.063110
6129.246569	385.805969	433.730591	182.250702
6129.249982	383.000580	435.016357	169.860291
6129.253317	380.312103	435.425507	156.359436
6129.256613	377.039154	436.009918	144.202789
6129.259889	374.175354	436.477478	131.227905
6129.263243	370.785522	435.776154	118.720612
6129.266126	367.804810	434.899475	105.102844
6129.269455	363.888947	433.613678	91.777313
6129.272797	360.206909	431.860321	77.691956
6129.276127	356.407959	429.990082	64.600220
6129.279482	352.433655	427.360046	50.748657
6129.282809	346.472229	423.970184	37.072449
6129.285702	342.381073	420.112793	22.519562
6129.289035	337.647003	416.196960	8.375793
6129.292402	333.029816	411.112213	-4.832825
6129.295701	328.295746	406.436584	-17.632385
6129.299030	323.444763	400.299835	-31.250183
6129.302360	317.541809	394.221527	-43.231445
6129.305720	311.638794	387.558746	-56.790771
6129.309033	306.203400	380.194641	-69.824097
6129.312368	299.949738	372.129181	-82.740540
6129.315699	294.280548	363.771484	-94.137329
6129.319037	288.085327	354.770905	-105.943298
6129.322365	282.123901	345.828766	-116.989502
6129.325696	275.168915	335.776154	-127.509644
6129.329031	269.090607	325.489777	-138.088318
6129.332362	261.025146	314.618927	-147.848694
6129.335714	254.713043	303.631195	-158.193481
6129.339025	247.641144	292.000580	-167.018738
6129.342360	240.803040	279.259491	-175.785522
6129.345701	234.257172	266.810638	-183.383423
6129.349042	225.957916	253.309753	-190.338440
6129.352364	218.944489	238.873749	-197.118042
6129.355694	211.814148	224.846863	-202.904175
6129.359030	204.566925	210.761536	-208.748718
6129.362361	197.319702	195.507294	-212.781433
6129.365690	190.715378	179.902390	-217.223267
6129.369026	183.643494	164.355927	-220.087097
6129.372355	176.571594	148.400360	-223.126282
6129.375695	169.616608	132.269440	-225.522522
6129.379052	162.661606	116.547630	-225.697876
6129.382360	156.524841	100.533600	-225.113403
6129.385684	150.680313	84.578018	-224.002930
6129.389024	144.894226	67.278198	-222.950928
6129.393714	133.438919	34.315014	-216.521973
6129.396635	129.055527	18.593216	-211.495667
6129.399893	124.496796	3.046753	-205.768005
6129.403223	120.171829	-12.441261	-198.637634
6129.406524	116.372879	-27.812393	-192.968506
6129.409883	113.099930	-41.722389	-185.019897
6129.413218	109.768555	-56.041496	-175.610168
6129.416614	107.547638	-68.899483	-166.375854
6129.419459	105.034500	-82.458809	-156.557007
6129.422821	103.047348	-94.206322	-145.803040
6129.426111	101.527771	-106.246056	-135.282898
6129.429443	99.599075	-116.473991	-122.541809
6129.432774	99.365280	-127.227943	-111.320312
6129.436121	98.780823	-136.345428	-99.514343
6129.439012	98.371719	-145.053772	-85.955017
6129.442351	98.663956	-153.703674	-72.629456
6129.445687	98.663956	-161.184692	-58.251892
6129.449017	98.313263	-167.613678	-45.335510
6129.452345	99.073059	-174.101135	-32.009949
6129.455685	100.008179	-179.594971	-18.216858
6129.459010	101.060196	-185.322632	-3.839294
6129.462345	101.644669	-189.998260	10.538269
6129.465701	103.105789	-193.329620	24.389832
6129.469015	104.800705	-198.122131	38.416718
6129.472372	106.144958	-200.927521	53.378723
6129.475679	108.132080	-203.499115	67.522461
6129.479016	110.002335	-205.661591	81.549347
6129.482346	111.346588	-207.648743	95.167145
6129.485679	113.742859	-209.635895	109.135559
6129.489016	116.606674	-210.395660	122.753326
6129.492352	118.769150	-211.038574	136.780212
6129.495677	121.983627	-211.272369	149.871979
6129.499011	123.970779	-211.681458	163.665100
6129.502344	127.886612	-211.623016	176.815308
6129.505673	130.399780	-210.804810	190.257721
6129.509025	134.023376	-210.103455	203.057251
6129.512346	137.296326	-209.109894	215.564575
6129.515679	140.686157	-208.116302	227.487396
6129.519008	143.608429	-206.479828	239.410278
6129.522339	147.115143	-204.784912	251.040894
6129.525676	151.790771	-202.973114	262.262390
6129.529010	154.654587	-200.752197	274.185242
6129.532350	158.219757	-198.648132	284.471649
6129.535675	162.544724	-196.193451	294.641113
6129.539014	165.759216	-192.978943	304.927490
6129.542338	169.032150	-190.173584	314.629456
6129.545707	173.181763	-187.777313	324.448242
6129.549009	177.156052	-185.030396	333.916382
6129.553631	183.935715	-178.601379	351.274658
6129.556543	187.793106	-175.270020	359.924591
6129.559921	191.124496	-172.756866	367.464050
6129.563255	194.572754	-169.133270	373.717682
