crossing time (s)	slope (V/s)	crossing number
6128.405198	-129.939683	5369
6129.358701	-117.312346	5370
6130.450248	-124.487068	5371
6131.410116	-113.576057	5372
6132.486635	-118.305519	5373
6133.425819	-115.509034	5374
6134.547793	-108.926618	5375
6135.475487	-112.616334	5376
6136.581174	-103.753245	5377
6137.532918	-107.537046	5378
6138.615069	-103.472386	5379
6139.596948	-109.603620	5380
6140.625118	-104.242728	5381
6141.630884	-101.279459	5382
6142.689309	-108.541581	5383
6143.657868	-97.017409	5384
6144.749246	-106.307235	5385
6145.704942	-98.761092	5386
6146.783397	-100.991385	5387
6147.767099	-94.184711	5388
6148.805161	-94.748185	5389
6149.813973	-87.450685	5390
6150.843016	-93.515100	5391
6151.835582	-86.521041	5392
6152.918758	-94.062631	5393
6153.862458	-86.511628	5394
6154.937727	-88.735335	5395
6155.925883	-84.727506	5396
6156.960779	-85.890249	5397
6157.956614	-82.832389	5398
6159.030652	-82.865235	5399
6159.974923	-76.012125	5400
6161.075082	-77.666187	5401
6162.033890	-71.976337	5402
6163.115933	-76.965971	5403
6164.083835	-72.279753	5404
6165.164350	-76.196347	5405
6166.132030	-70.659009	5406
6167.180957	-74.875204	5407
6168.171025	-69.290995	5408
6169.236154	-72.322688	5409
6170.226209	-67.869934	5410
6171.278046	-69.386407	5411
6172.250157	-64.376752	5412
6173.325846	-67.622953	5413
6174.291864	-62.421915	5414
6175.381853	-65.455742	5415
6176.325145	-61.717409	5416
6177.439470	-64.433309	5417
6178.350827	-60.112984	5418
6179.452885	-60.198123	5419
6180.422237	-57.179717	5420
6181.468848	-60.988650	5421
6182.433868	-55.407848	5422
6183.545331	-57.811657	5423
6184.522726	-54.450704	5424
6185.572433	-57.506596	5425
6186.570424	-52.272172	5426
6187.606787	-54.034322	5427
6188.574589	-49.930366	5428
6189.658582	-52.394977	5429
6190.623753	-47.903928	5430
6191.695555	-51.436237	5431
6192.677332	-47.622996	5432
6193.753006	-50.469250	5433
6194.707605	-45.786088	5434
6195.790658	-48.798049	5435
6196.737357	-44.112379	5436
6197.814234	-47.808708	5437
6198.788978	-42.693931	5438
6199.871060	-45.747752	5439
6200.814005	-41.859816	5440
6201.899324	-43.813576	5441
6202.868879	-41.620638	5442
6203.960005	-43.110272	5443
6204.892693	-38.078996	5444
6206.003749	-41.138458	5445
6206.936573	-36.761769	5446
6208.068518	-39.510875	5447
6208.983654	-34.211089	5448
6210.067101	-38.789396	5449
6211.026300	-33.590803	5450
6212.134902	-37.227124	5451
6213.085209	-32.130272	5452
6214.176281	-36.105421	5453
6215.132362	-32.584780	5454
6216.197306	-35.152473	5455
6217.158504	-30.953939	5456
6218.246129	-34.460706	5457
6219.188426	-31.338404	5458
6220.315525	-32.771725	5459
6221.235943	-29.399155	5460
6222.338424	-31.573286	5461
6223.255024	-28.321776	5462
6224.373352	-30.579674	5463
6225.322391	-27.583128	5464
6226.437053	-29.916866	5465
6227.360855	-25.732483	5466
6228.481086	-28.629295	5467
