time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
6276.462987	252.857422	1.777840	0.100000	173
6278.502908	252.319397	1.744237	0.100000	175
6280.544858	250.582626	1.715713	0.100000	177
6282.588687	250.174286	1.704253	0.100000	179
6284.631754	250.100067	1.701008	0.100000	181
6286.673791	250.491302	1.697375	0.100000	183
6288.713555	253.422409	1.746827	0.100000	185
6290.752114	254.164108	1.740899	0.100000	187
6292.789162	255.449341	1.714057	0.100000	189
6294.827308	255.994308	1.679840	0.100000	191
6296.866756	256.093750	1.653525	0.100000	193
6298.909108	251.159164	1.595656	0.100000	195
6300.952185	250.499329	1.580855	0.100000	197
6302.994772	250.357910	1.571996	0.100000	199
6305.037098	250.224426	1.562089	0.100000	201
6307.076740	250.404419	1.549406	0.100000	203
6309.117879	255.153030	1.569112	0.100000	205
6311.158332	255.287460	1.556581	0.100000	207
6313.197259	255.429703	1.542078	0.100000	209
6315.236090	255.543335	1.528214	0.100000	211
6317.273882	255.616776	1.514899	0.100000	213
6319.313706	255.493057	1.507584	0.100000	215
6321.354931	255.507523	1.500635	0.100000	217
6323.397869	257.238403	1.485694	0.100000	219
6325.442487	256.740356	1.481377	0.100000	221
6327.487738	255.986160	1.471370	0.100000	223
6329.529650	255.298935	1.455600	0.100000	225
6331.568562	255.100266	1.435284	0.100000	227
6333.606575	255.285385	1.422606	0.100000	229
6335.643586	255.676880	1.398298	0.100000	231
6337.681251	256.203247	1.384887	0.100000	233
6339.718463	255.007996	1.381753	0.100000	235
6341.757792	257.129059	1.357518	0.100000	237
6343.795867	256.721466	1.348833	0.100000	239
6345.836463	257.691620	1.340050	0.100000	241
6347.876015	257.845245	1.329787	0.100000	243
6349.917784	257.922668	1.319036	0.100000	245
6351.957206	257.980499	1.307492	0.100000	247
6353.996904	258.063477	1.299106	0.100000	249
6356.036576	258.097382	1.286740	0.100000	251
6358.075741	258.028503	1.272664	0.100000	253
6360.116817	258.001862	1.256407	0.100000	255
6362.157492	257.819122	1.244977	0.100000	1
6364.198297	257.445038	1.233892	0.100000	3
6366.240557	256.995056	1.221963	0.100000	5
6368.282962	256.455750	1.212861	0.100000	7
6370.326981	255.935059	1.204934	0.100000	9
6372.371187	255.529434	1.202021	0.100000	11
