time (s)	magX	magY	magZ
6276.184420	392.118073	341.679138	386.809448
6276.187671	392.234955	344.016968	383.653381
6276.191009	392.293396	345.711884	381.023376
6276.194339	391.358276	348.458801	377.867310
6276.197675	391.475159	350.095276	374.594360
6276.201008	391.533600	352.374634	371.613647
6276.204333	391.007599	353.952667	368.632935
6276.207674	390.890717	356.232025	365.126221
6276.211042	390.014038	358.394501	361.093506
6276.214338	389.897125	360.849213	357.060760
6276.217674	389.020447	362.251892	353.904724
6276.221002	388.903564	364.239044	350.222656
6276.224334	388.728241	366.752197	345.663910
6276.227670	388.319122	368.797791	341.105164
6276.231008	387.208649	370.784912	336.487976
6276.234329	386.624207	373.181183	331.987732
6276.237674	386.039734	375.694336	327.195190
6276.242367	384.111053	379.610168	316.967255
6276.245308	383.175934	381.538879	312.525391
6276.248539	382.299255	383.876678	305.804199
6276.251854	381.773224	386.039154	300.427216
6276.255238	380.662781	387.909424	295.167145
6276.258532	379.610748	390.422546	290.140808
6276.261940	378.558746	392.409698	284.296326
6276.265255	377.156067	394.513733	276.990631
6276.268128	376.454712	396.150208	271.379883
6276.271425	375.168915	398.429596	264.366425
6276.274765	373.766235	399.715363	257.645203
6276.278112	372.421967	402.170074	250.924011
6276.281424	371.603760	403.455872	243.910553
6276.284759	369.850372	405.326111	235.786652
6276.287662	367.921692	406.611908	227.721191
6276.290995	366.168335	407.547028	221.642883
6276.294335	364.648743	409.008179	213.343628
6276.297684	363.012268	409.826416	205.628845
6276.300998	361.200470	410.995331	197.797180
6276.304332	359.680878	411.872009	190.491486
6276.307662	357.518402	412.222687	182.718262
6276.311057	355.823486	412.982452	174.769684
6276.314333	353.602570	412.865601	166.528900
6276.317661	351.264771	413.391602	157.937439
6276.320999	348.926941	412.982452	151.157806
6276.324329	345.537109	412.982452	142.507874
6276.327662	342.907074	412.748688	134.383972
6276.330988	339.867920	412.047333	126.143158
6276.334325	337.763885	410.936890	117.493286
6276.337664	334.958496	410.469299	108.901764
6276.341030	331.568665	409.826416	101.479218
6276.344325	328.821747	408.189972	92.127991
6276.347656	325.724152	406.962616	84.179382
6276.350987	322.158966	405.092346	75.587921
6276.354321	318.418457	402.929871	67.054932
6276.357659	315.379303	400.475159	58.288147
6276.360996	311.112793	398.078918	49.112213
6276.364318	307.489197	394.747528	39.877838
6276.367653	303.631805	391.942139	31.812378
6276.370996	299.482178	388.084747	22.285767
6276.374341	295.215668	384.344238	13.168335
6276.377658	290.189362	379.610168	4.927551
6276.380988	285.279968	375.694336	-4.657532
6276.384357	280.721222	370.668030	-13.833435
6276.387655	276.162476	364.531281	-22.541809
6276.390996	271.019287	358.628296	-31.250183
6276.394319	265.525421	352.725311	-39.666260
6276.397653	261.083588	346.062531	-49.309814
6276.400985	255.940384	338.873779	-58.018127
6276.405662	245.420227	323.035065	-74.791992
6276.408565	239.634125	315.320282	-83.500305
6276.411901	234.198715	307.430176	-91.098206
6276.415243	228.646423	298.429565	-98.111633
6276.418495	223.444778	289.662750	-105.417297
6276.421848	218.243134	280.136169	-112.664551
6276.425169	212.515488	270.375793	-118.918213
6276.428112	207.664536	260.381653	-124.996521
6276.431402	202.170654	250.445953	-131.483948
6276.434763	196.852142	240.334900	-137.270020
6276.438099	191.767380	229.990082	-141.770325
6276.441427	186.857971	219.294556	-146.913513
6276.444739	181.656342	208.715942	-150.069580
6276.448077	176.396271	198.020447	-154.394531
6276.450984	171.954422	186.156036	-157.550598
6276.454314	166.577438	175.285217	-160.414368
6276.457646	162.135590	164.239044	-163.278198
6276.460985	156.641739	153.426651	-164.564026
6276.464312	152.258331	142.672699	-166.258911
6276.467644	147.758026	132.094086	-167.077148
6276.470992	143.725296	120.814140	-166.784912
6276.474312	139.225006	110.060196	-166.901855
6276.477644	134.374054	98.955582	-166.025146
6276.480984	129.990646	87.792519	-164.330261
6276.484313	125.724152	76.921677	-163.453552
6276.487644	122.100525	64.531265	-161.232605
6276.490978	117.483353	54.244881	-158.485718
6276.494360	113.684387	43.549385	-156.089478
6276.497648	110.236130	32.269428	-152.115173
6276.501010	106.963181	22.275276	-148.374695
6276.504312	103.514908	11.053764	-144.049683
6276.507640	100.241974	0.942719	-139.023437
6276.510975	96.735245	-8.642319	-133.178894
6276.514325	93.637634	-19.805382	-127.568115
6276.517640	91.825836	-29.098190	-121.372925
6276.520981	89.663361	-39.267685	-113.658081
6276.524303	87.442413	-49.437172	-105.592651
6276.527640	85.104614	-58.613091	-98.696106
6276.530975	84.169495	-67.847466	-90.396851
6276.534304	82.065460	-77.023384	-82.506714
6276.537638	80.896545	-85.147285	-73.681519
6276.540970	80.019867	-92.978966	-63.628906
6276.544320	79.727661	-100.985985	-55.388062
6276.547639	78.850952	-108.817665	-46.153748
6276.550974	78.500305	-115.538872	-36.627136
6276.554322	78.792542	-122.260078	-26.223877
6276.557642	79.669189	-129.331970	-17.340149
6276.560966	79.084747	-135.644073	-5.475769
