crossing time (s)	slope (V/s)	crossing number
4714.681520	154.443851	4078
4715.695982	151.353925	4079
4716.695373	147.642825	4080
4717.733656	151.925222	4081
4718.737843	147.634964	4082
4719.789997	154.045977	4083
4720.783368	155.968391	4084
4721.791715	147.140512	4085
4722.853638	150.664590	4086
4723.838575	153.291208	4087
4724.885490	153.159654	4088
4725.858415	149.098052	4089
4726.921760	146.133869	4090
4727.895356	149.225214	4091
4728.924674	145.309775	4092
4729.964977	144.889579	4093
4730.991587	145.686103	4094
4731.992561	150.424018	4095
4733.022461	147.562104	4096
4734.046145	143.494691	4097
4735.060466	149.426043	4098
4736.069598	145.884173	4099
4737.122560	142.487826	4100
4738.107495	146.725165	4101
4739.164603	148.435409	4102
4740.160170	147.836532	4103
4741.182888	141.721504	4104
4742.214886	146.781097	4105
4743.205427	143.964980	4106
4744.254701	146.055763	4107
4745.279922	146.629088	4108
4746.297585	139.940740	4109
4747.317415	138.991528	4110
4748.321873	140.892987	4111
4749.381638	137.460529	4112
4750.362247	141.203201	4113
4751.375167	143.430984	4114
4752.416623	136.019925	4115
4753.447217	141.192181	4116
4754.430438	140.636721	4117
4755.489989	136.172149	4118
4756.474893	140.063364	4119
4757.539472	135.622616	4120
4758.530081	136.855568	4121
4759.568235	134.732477	4122
4760.592635	135.195294	4123
4761.597800	131.873198	4124
4762.631611	133.287067	4125
4763.670851	136.294355	4126
4764.706789	132.944573	4127
4765.725202	131.630532	4128
4766.703860	130.421076	4129
4767.987091	120.716116	4130
4768.711917	129.589075	4131
4769.781263	131.024078	4132
4770.778060	124.467991	4133
4771.798171	124.817211	4134
4772.799934	123.898599	4135
4773.848601	122.512869	4136
4774.887134	120.906149	4137
4775.865447	122.720021	4138
4776.919395	120.422712	4139
4777.942721	120.091826	4140
4778.928071	119.475825	4141
4779.981412	118.309585	4142
4780.995362	115.689785	4143
4782.015076	115.679736	4144
4783.042159	114.910310	4145
4784.061856	113.134970	4146
4785.068831	113.763377	4147
4786.079477	111.691706	4148
4787.112768	109.638164	4149
4788.152449	108.429727	4150
4789.151366	107.904216	4151
4790.174199	107.026174	4152
4791.220053	106.435672	4153
4792.241381	104.661459	4154
4793.234473	103.781547	4155
4794.234770	101.442476	4156
4795.285500	100.640622	4157
4796.289051	99.466761	4158
4797.316044	98.408601	4159
4798.332128	98.088171	4160
4799.349803	96.687720	4161
4800.366973	93.371137	4162
4801.375980	95.273872	4163
4802.420059	95.875963	4164
4803.437010	90.853479	4165
4804.462563	90.609883	4166
4805.475074	91.287295	4167
4806.513892	90.385399	4168
4807.528748	86.840755	4169
4808.540644	86.072851	4170
4809.555055	86.746092	4171
4810.589404	85.728905	4172
