time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4715.681434	105.407509	1.816991	-0.019869	239
4717.719329	106.873268	1.798267	-0.019604	241
4719.758497	107.670830	1.812694	0.003413	243
4721.804043	105.396576	1.805243	0.012167	245
4723.844528	105.839386	1.747594	-0.011536	247
4725.882090	107.193115	1.765925	0.009061	249
4727.927041	105.769722	1.716406	-0.005214	251
4729.967500	105.818253	1.726015	0.007194	253
4732.004118	107.113197	1.697856	0.003357	255
4734.046572	106.611992	1.675567	0.003574	1
4736.088679	106.288177	1.661641	0.005210	3
4738.129015	106.081291	1.646850	0.005248	5
4740.167880	105.492828	1.627017	0.005219	7
4742.210197	105.792892	1.594281	0.010148	9
4744.256527	107.410019	1.588071	0.009207	11
4746.291076	104.963257	1.584223	0.004060	13
4748.336846	107.154823	1.544762	0.017242	15
4750.372550	104.652611	1.546533	0.003713	17
4752.419967	107.579704	1.517339	0.011606	19
4754.454275	104.923172	1.478114	0.021928	21
4756.497136	105.374413	1.501490	-0.001711	23
4758.542693	107.406982	1.459340	0.015562	25
4760.577322	104.985443	1.427561	0.025867	27
4762.618826	104.772652	1.452224	0.000818	29
4764.665728	107.283615	1.418354	0.013695	31
4766.699753	104.766731	1.378086	0.025271	33
4768.742573	105.404922	1.404246	0.002257	35
4770.785552	106.319977	1.348762	0.024375	37
4772.821658	104.550621	1.364311	0.006599	39
4774.866632	106.076248	1.321173	0.022023	41
4776.906554	105.677460	1.334556	0.010264	43
4778.941887	104.427162	1.299306	0.017162	45
4780.988674	105.742493	1.281022	0.017611	47
4783.032055	105.884689	1.273082	0.015523	49
4785.071510	105.450783	1.261356	0.015290	51
4787.111379	105.242584	1.245584	0.016359	53
4789.152768	105.034904	1.229967	0.016033	55
4791.195155	104.649391	1.212673	0.015471	57
4793.233777	104.827515	1.206609	0.017399	59
4795.268286	106.216385	1.191860	0.018554	61
4797.310914	105.767326	1.161149	0.011960	63
4799.357736	104.016586	1.163211	0.017288	65
4801.389084	106.773994	1.150853	0.018759	67
4803.438777	104.192032	1.120154	0.010619	69
4805.472412	106.454895	1.128528	0.023162	71
4807.519866	104.432434	1.090388	0.008609	73
4809.553966	106.428894	1.105391	0.023832	75
4811.601479	104.455566	1.065535	0.008821	77
4813.635232	106.544914	1.078861	0.023437	79
4815.683063	104.610397	1.040580	0.008900	81
4817.718156	106.092209	1.055557	0.023735	83
4819.762081	285.554230	-1.012289	-0.009002	85
4821.805318	104.695732	1.024123	0.020574	87
4823.838098	106.888985	1.000072	0.015469	89
4825.887877	284.949127	-0.979319	-0.012531	91
4827.929756	104.719032	0.981799	0.017258	93
4829.963873	285.870392	-0.969669	-0.016719	95
4832.001225	286.132629	-0.952042	-0.015617	97
4834.043060	285.936676	-0.937668	-0.015100	99
4836.084725	285.663940	-0.925138	-0.015218	101
