crossing time (s)	slope (V/s)	crossing number
1789.774364	-134.603948	914
1790.753850	-127.303034	915
1791.817305	-107.934303	916
1792.805370	-90.832512	917
1793.867225	-82.476476	918
1794.841307	-69.842297	919
1795.944898	-63.909584	920
1796.896264	-58.324704	921
1797.987606	-45.717360	922
1798.952068	-37.227812	923
1800.034492	-33.076554	924
1800.988840	-26.759944	925
1802.082130	-24.542009	926
1803.043071	-19.715656	927
1804.130499	-16.389022	928
1805.095017	-14.097599	929
1806.169198	-11.325897	930
1807.145169	-9.691109	931
1808.226876	-9.146164	932
1809.164382	-7.864548	933
1810.278505	-5.044377	934
1811.208692	-4.970441	935
1812.348417	-4.433130	936
1813.254210	-4.586232	937
1814.424048	-3.511937	938
