time (s)	magX	magY	magZ
4342.845219	395.215668	296.734650	452.969604
4342.848553	395.390991	299.832275	450.339539
4342.851448	394.455872	303.397430	446.891266
4342.854794	394.689667	305.676788	443.384552
4342.858122	395.449463	309.125092	440.637634
4342.861450	394.748108	312.573364	437.189331
4342.864799	393.988312	315.144928	433.682617
4342.868137	394.105194	318.943909	429.006989
4342.871026	394.046753	321.457031	424.740479
4342.874354	393.929871	324.846863	420.707764
4342.877727	394.046753	328.119812	416.850372
4342.881022	393.637634	331.568085	411.940948
4342.884381	393.462311	334.548798	406.563965
4342.887689	393.637634	338.347748	401.070129
4342.891025	392.760956	341.386902	396.219177
4342.894355	392.760956	345.594971	390.725281
4342.897692	392.585632	348.984802	384.880737
4342.901023	392.351837	352.549988	378.802429
4342.904356	392.118073	355.647583	372.315002
4342.907688	391.416718	359.914093	365.652222
4342.911019	391.358276	362.777924	358.288116
4342.914350	390.832275	366.693756	351.099335
4342.917687	389.663361	369.791351	344.494995
4342.921043	389.546478	373.239624	336.780212
4342.924349	388.669800	376.921692	330.292786
4342.927692	387.617767	379.960846	321.993530
4342.931029	386.916443	383.526001	313.986572
4342.934350	385.922852	386.214478	305.278198
4342.937688	384.812378	388.610779	297.855621
4342.941021	382.942139	391.533020	289.322601
4342.944347	381.714783	394.864410	281.023376
4342.947686	380.545868	397.436005	273.191681
4342.951014	378.441833	399.481598	263.665100
4342.954347	376.454712	401.468719	254.430725
4342.957685	373.941559	404.040344	245.021027
4342.961014	371.895966	405.326111	236.078888
4342.964389	369.149048	407.079468	225.324921
4342.967682	366.752777	409.066620	216.616577
4342.971018	364.414978	410.060211	206.914642
4342.974349	361.025146	411.053772	197.212738
4342.977685	357.985962	411.638245	187.393921
4342.981015	354.303925	412.222687	176.406189
4342.984346	351.440094	412.047333	166.996460
4342.988604	342.731750	411.755127	144.611908
4342.991870	339.166565	411.170685	134.091736
4342.995197	335.367615	409.534180	123.922241
4342.998524	330.867340	408.306824	111.824066
4343.001890	326.308594	406.319702	101.245422
4343.005211	322.158966	403.514343	89.147278
4343.008634	317.541809	400.708923	78.101105
4343.011947	312.573944	397.143799	67.113373
4343.014818	308.365875	393.753967	55.833435
4343.018109	303.398010	389.370544	43.326111
4343.021434	298.488617	383.818237	31.286377
4343.024767	292.819397	378.733490	19.772614
4343.028113	287.150208	372.421417	7.499084
4343.031434	281.948578	366.050873	-3.897705
4343.034341	276.454712	359.037415	-15.469910
4343.037679	270.317932	351.673279	-26.223877
4343.041010	264.473419	343.257172	-37.153137
4343.044341	258.862671	334.081238	-47.965515
4343.047673	252.433670	325.372864	-58.485718
4343.051026	247.056686	315.144928	-67.953857
4343.054342	240.861481	305.033875	-78.766235
4343.057734	234.900055	293.987732	-88.292847
4343.061006	228.003510	282.240204	-97.118042
4343.064333	221.457626	271.310913	-104.891296
4343.067673	215.379318	258.628296	-111.963196
4343.071010	208.950317	246.004089	-118.918213
4343.074339	203.047333	233.496796	-125.230286
4343.077675	196.384583	220.638794	-131.250183
4343.081006	190.189362	206.904144	-136.218018
4343.084334	184.578613	192.994156	-140.601379
4343.087673	177.682053	179.785492	-142.939270
4343.091002	172.480423	166.284637	-145.978394
4343.094374	166.168320	151.848633	-148.023987
4343.097670	160.206909	138.990646	-149.134460
4343.101004	154.537704	125.080650	-149.017517
4343.104341	149.043823	111.755112	-148.842224
4343.107668	143.199310	98.312683	-147.907104
4343.111006	138.523682	85.045586	-146.153748
4343.114335	133.789597	70.668030	-143.231445
4343.117663	128.880188	57.284042	-139.783203
4343.121045	124.263000	44.718292	-135.750427
4343.124338	119.938049	32.210983	-132.009949
4343.127667	115.788437	20.112797	-124.762756
4343.130997	112.047943	8.014610	-119.619507
4343.134340	109.300995	-4.200470	-112.664551
4343.137704	106.320282	-15.947990	-106.703125
4343.140999	104.099365	-27.052605	-98.637634
4343.144342	100.943298	-37.864990	-90.104614
4343.148966	97.261261	-59.255989	-72.395691
4343.151865	96.209244	-68.899483	-63.336670
4343.155259	95.449448	-78.542961	-53.167175
4343.158594	94.163666	-88.186440	-43.523682
4343.161934	93.579193	-96.544136	-32.419067
