time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4343.091928	253.720215	2.171210	0.100000	43
4345.138355	254.282425	2.153487	0.100000	45
4347.178582	255.484467	2.123120	0.100000	47
4349.219395	256.978058	2.077778	0.100000	49
4351.261406	258.017487	2.035124	0.100000	51
4353.303896	258.205383	2.002622	0.100000	53
4355.348875	257.967499	1.975034	0.100000	55
4357.397580	257.246216	1.960065	0.100000	57
4359.446689	256.270813	1.940699	0.100000	59
4361.493808	255.213364	1.914848	0.100000	61
4363.538560	254.564575	1.883186	0.100000	63
4365.582920	254.258865	1.850402	0.100000	65
4367.628092	254.070160	1.817207	0.100000	67
4369.671972	254.063889	1.790068	0.100000	69
4371.715713	254.104294	1.770576	0.100000	71
4373.760259	254.605469	1.753860	0.100000	73
4375.801306	255.620728	1.735623	0.100000	75
4377.839888	257.025940	1.710355	0.100000	77
4379.880196	258.136017	1.672389	0.100000	79
4381.921069	258.649078	1.639277	0.100000	81
4383.964681	258.592682	1.614465	0.100000	83
4386.011324	258.132660	1.596390	0.100000	85
4388.061021	257.341217	1.580148	0.100000	87
4390.110135	256.361938	1.559287	0.100000	89
4392.156222	255.507980	1.533112	0.100000	91
4394.200867	255.024750	1.504712	0.100000	93
4396.245151	254.854584	1.475425	0.100000	95
4398.288172	254.777695	1.453872	0.100000	97
4400.331940	254.888046	1.434678	0.100000	99
4402.374942	255.261642	1.421089	0.100000	101
4404.415188	256.138763	1.406664	0.100000	103
4406.453312	257.335907	1.387482	0.100000	105
4408.490267	258.506012	1.363982	0.100000	107
4410.530101	259.173553	1.338411	0.100000	109
4412.572649	259.324707	1.317812	0.100000	111
4414.617553	259.052002	1.300008	0.100000	113
4416.666167	258.426300	1.287163	0.100000	115
4418.715990	257.583618	1.268199	0.100000	117
4420.763994	256.838623	1.247020	0.100000	119
4422.810007	256.231293	1.226336	0.100000	121
4424.854634	255.864807	1.203905	0.100000	123
4426.897533	255.788620	1.185659	0.100000	125
4428.939699	255.925125	1.171361	0.100000	127
4430.981870	256.317871	1.162432	0.100000	129
4433.019379	257.157379	1.150225	0.100000	131
4435.056287	258.290161	1.137544	0.100000	133
4437.092382	259.252197	1.121241	0.100000	135
4439.131094	259.928375	1.101560	0.100000	137
4441.170676	260.167358	1.084578	0.100000	139
4443.217268	259.878143	1.071260	0.100000	141
4445.267751	259.211578	1.057049	0.100000	143
4447.318285	258.397919	1.041312	0.100000	145
4449.365995	257.618011	1.022292	0.100000	147
4451.411963	257.179932	1.002263	0.100000	149
4453.456003	256.845184	0.985262	0.100000	151
4455.501031	256.665222	0.972341	0.100000	153
4457.540639	256.944733	0.959139	0.100000	155
4459.578175	257.350983	0.956094	0.100000	157
4461.615338	258.137543	0.948987	0.100000	159
4463.651139	259.118195	0.941696	0.100000	161
4465.684599	260.308014	0.927997	0.100000	163
4467.720218	261.057495	0.913707	0.100000	165
4469.761243	261.120636	0.901769	0.100000	167
4471.798626	260.893127	0.888248	0.100000	169
4473.859617	260.388062	0.877206	0.100000	171
4475.907900	259.714294	0.865290	0.100000	173
