crossing time (s)	slope (V/s)	crossing number
4342.076180	-114.192079	3882
4343.115046	-109.932517	3883
4344.159830	-102.760937	3884
4345.150861	-104.743837	3885
4346.214468	-101.102664	3886
4347.177879	-90.077628	3887
4348.260537	-102.716589	3888
4349.210202	-94.555818	3889
4350.278995	-98.713796	3890
4351.259363	-84.097416	3891
4352.335890	-90.685961	3892
4353.298689	-81.476381	3893
4354.375537	-86.757421	3894
4355.365444	-81.176184	3895
4356.444040	-87.068708	3896
4357.388918	-77.790849	3897
4358.482182	-83.590956	3898
4359.452995	-72.278781	3899
4360.503004	-79.755928	3900
4361.492196	-68.864957	3901
4362.556859	-80.296145	3902
4363.554216	-70.132882	3903
4364.590797	-75.987815	3904
4365.603084	-70.169151	3905
4366.666231	-73.055162	3906
4367.616328	-65.071318	3907
4368.693559	-71.838619	3908
4369.660030	-60.754062	3909
4370.731836	-68.437128	3910
4371.728540	-59.824262	3911
4372.772024	-65.294084	3912
4373.751438	-55.948170	3913
4374.833880	-60.692307	3914
4375.790492	-51.648360	3915
4376.868492	-58.706345	3916
4377.840376	-50.042637	3917
4378.925451	-56.785733	3918
4379.867323	-47.897977	3919
4380.925926	-54.789314	3920
4381.917711	-44.129819	3921
4382.985142	-51.846027	3922
4383.960059	-43.476446	3923
4385.056743	-50.150135	3924
4386.017857	-41.083034	3925
4387.100652	-48.716728	3926
4388.045606	-39.956538	3927
4389.128991	-46.125588	3928
4390.089071	-37.151891	3929
4391.194015	-44.686092	3930
4392.159366	-37.035500	3931
4393.236940	-43.301394	3932
4394.209024	-36.629914	3933
4395.254822	-40.253111	3934
4396.233127	-34.671318	3935
4397.326653	-39.705682	3936
4398.280577	-33.435698	3937
4399.357703	-38.735506	3938
4400.316808	-32.330593	3939
4401.385052	-36.154272	3940
4402.362542	-30.486074	3941
4403.444824	-36.106846	3942
4404.408939	-27.864971	3943
4405.492443	-32.991447	3944
4406.445592	-25.997671	3945
4407.534658	-31.747056	3946
4408.504670	-24.389848	3947
4409.591559	-30.340481	3948
4410.531520	-23.379058	3949
4411.645284	-29.416456	3950
4412.568982	-22.339351	3951
4413.696241	-26.853664	3952
4414.620202	-21.785947	3953
4415.715723	-27.260082	3954
4416.678229	-20.318667	3955
4417.779651	-26.091015	3956
4418.719361	-19.907896	3957
4419.810314	-24.717690	3958
4420.770968	-19.336364	3959
4421.850770	-24.069486	3960
4422.814928	-19.702428	3961
4423.906512	-21.817832	3962
4424.842711	-17.877860	3963
4425.938647	-21.174441	3964
4426.888413	-17.404623	3965
4427.980435	-20.793474	3966
4428.939099	-16.297748	3967
4430.011773	-18.767419	3968
4430.963121	-16.192304	3969
4432.082095	-19.334667	3970
4433.028435	-14.608185	3971
4434.110919	-17.861841	3972
4435.055864	-13.116217	3973
4436.162368	-16.889808	3974
4437.086967	-13.046074	3975
4438.226439	-16.657333	3976
4439.122001	-11.818059	3977
4440.257318	-15.861002	3978
4441.181558	-11.056892	3979
4442.306452	-14.001607	3980
4443.223112	-10.389486	3981
4444.356398	-13.672382	3982
4445.263501	-11.213389	3983
4446.394043	-13.906062	3984
4447.304689	-11.562246	3985
4448.449475	-11.659344	3986
4449.363053	-9.017068	3987
4450.473245	-13.097604	3988
4451.411981	-9.254988	3989
4452.498521	-12.513502	3990
4453.454420	-10.460451	3991
4454.545519	-11.105911	3992
4455.474266	-9.600594	3993
4456.612842	-10.704436	3994
4457.522558	-8.523990	3995
4458.615445	-10.158071	3996
4459.577606	-7.062034	3997
4460.696391	-10.889724	3998
4461.621946	-6.885067	3999
4462.739083	-9.469066	4000
4463.641251	-6.909440	4001
4464.797037	-8.633369	4002
4465.678417	-6.734604	4003
4466.832485	-8.767433	4004
4467.703041	-5.864926	4005
4468.877734	-7.990251	4006
4469.748125	-5.310420	4007
4470.953764	-8.218841	4008
4471.806827	-3.802865	4009
4472.977573	-8.712786	4010
4473.833179	-4.647655	4011
4475.010656	-7.498704	4012
4475.899271	-5.006180	4013
