crossing time (s)	slope (V/s)	crossing number
2941.830499	-128.474991	2242
2942.813942	-115.287675	2243
2943.889910	-118.869201	2244
2944.879282	-116.128766	2245
2945.941530	-108.529699	2246
2946.922406	-111.293271	2247
2947.969513	-97.600511	2248
2948.972818	-99.678282	2249
2949.995298	-95.057284	2250
2951.026949	-90.941086	2251
2952.057335	-94.173474	2252
2953.079538	-89.871761	2253
2954.089051	-87.263604	2254
2955.123116	-85.751694	2255
2956.164384	-80.864548	2256
2957.142760	-80.895403	2257
2958.195780	-77.960414	2258
2959.199555	-76.896572	2259
2960.267484	-76.092591	2260
2961.211660	-70.019313	2261
2962.294860	-71.844947	2262
2963.289343	-65.969508	2263
2964.352200	-68.471162	2264
2965.309423	-61.074104	2265
2966.402175	-63.389655	2266
2967.353406	-58.647943	2267
2968.446777	-61.658424	2268
2969.418765	-55.493973	2269
2970.483452	-58.543364	2270
2971.464912	-51.891938	2271
2972.517493	-53.343412	2272
2973.521376	-49.079145	2273
2974.589780	-50.646284	2274
2975.568232	-46.166842	2275
2976.609240	-47.924463	2276
2977.612498	-43.982723	2277
2978.674893	-45.120560	2278
2979.625577	-40.716102	2279
2980.735461	-41.846030	2280
2981.679653	-38.106936	2281
2982.758947	-38.185515	2282
2983.726390	-34.717000	2283
2984.830374	-35.675598	2284
2985.761437	-32.249438	2285
2986.857823	-33.774055	2286
2987.837240	-30.878510	2287
2988.909082	-31.857518	2288
2989.874162	-27.366010	2289
2990.933907	-29.670492	2290
2991.929845	-27.024298	2291
2992.980309	-29.019261	2292
2993.967430	-25.671542	2293
2995.042584	-27.113898	2294
2996.014429	-22.751076	2295
2997.077204	-25.640472	2296
2998.075120	-21.766374	2297
2999.131893	-25.319095	2298
3000.103289	-20.616310	2299
3001.170847	-22.326738	2300
3002.124819	-19.498836	2301
3003.225421	-20.202624	2302
3004.158465	-17.127832	2303
3005.296284	-19.474427	2304
3006.199492	-17.233910	2305
3007.321069	-18.116448	2306
3008.256283	-15.907305	2307
3009.367058	-17.353664	2308
3010.302837	-15.979141	2309
3011.399423	-16.227871	2310
3012.358474	-14.687064	2311
3013.460150	-14.719991	2312
3014.389846	-13.365765	2313
3015.519130	-14.250668	2314
3016.429420	-13.731332	2315
3017.564990	-12.605299	2316
3018.499412	-11.459141	2317
3019.619604	-13.076568	2318
3020.500437	-10.705867	2319
3021.650720	-10.526644	2320
3022.551484	-9.248516	2321
3023.705110	-9.933947	2322
3024.593296	-7.827128	2323
3025.745713	-10.366843	2324
3026.656711	-8.519173	2325
3027.786155	-7.416968	2326
3028.683087	-8.870897	2327
3029.839053	-9.879250	2328
3030.756795	-8.065149	2329
3031.881245	-8.092643	2330
3032.792452	-5.227044	2331
