time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
6418.327595	251.265778	2.126632	-0.100000	87
6420.367607	251.260544	2.111981	-0.100000	89
6422.408209	251.178558	2.096301	-0.100000	91
6424.449076	251.228470	2.090617	-0.100000	93
6426.490158	251.175369	2.078286	-0.100000	95
6428.531111	251.102982	2.068955	-0.100000	97
6430.571314	251.026825	2.059692	-0.100000	99
6432.611504	251.003769	2.052645	-0.100000	101
6434.652324	250.986420	2.043445	-0.100000	103
6436.693503	251.002716	2.031937	-0.100000	105
6438.733896	250.971191	2.023245	-0.100000	107
6440.774350	250.868668	2.012269	-0.100000	109
6442.814517	250.670914	1.996013	-0.100000	111
6444.854312	250.633057	1.987553	-0.100000	113
6446.894025	250.598785	1.975850	-0.100000	115
6448.934180	250.449661	1.957683	-0.100000	117
6450.974093	250.575531	1.951300	-0.100000	119
6453.013511	250.708832	1.939232	-0.100000	121
6455.053460	250.736191	1.924846	-0.100000	123
6457.092138	253.529373	1.893283	-0.100000	125
6459.130742	253.809464	1.882374	-0.100000	127
6461.169377	253.974899	1.864218	-0.100000	129
6463.208604	253.827682	1.849264	-0.100000	131
6465.247925	256.293732	1.852350	-0.100000	133
6467.287201	249.496185	1.790783	-0.100000	135
6469.326516	253.339905	1.806378	-0.100000	137
6471.365497	249.702927	1.762071	-0.100000	139
6473.405003	249.858932	1.750185	-0.100000	141
6475.444512	254.909271	1.766471	-0.100000	143
6477.484084	254.926773	1.754140	-0.100000	145
6479.523423	255.128143	1.759571	-0.100000	147
6481.564416	254.892471	1.731631	-0.100000	149
6483.604564	254.769684	1.726544	-0.100000	151
6485.645459	254.669174	1.722233	-0.100000	153
6487.685665	252.087692	1.683657	-0.100000	155
6489.726326	252.097626	1.678945	-0.100000	157
6491.766945	251.974335	1.670521	-0.100000	159
6493.807424	251.839645	1.662582	-0.100000	161
6495.848260	251.501038	1.656799	-0.100000	163
6497.888197	252.312912	1.657493	0.100000	165
6499.927277	250.608276	1.629251	0.100000	167
6501.966918	250.829407	1.626654	0.100000	169
6504.007043	250.590897	1.610743	0.100000	171
6506.046446	250.661697	1.601664	0.100000	173
6508.085803	250.671371	1.591900	0.100000	175
6510.124044	250.369949	1.609452	0.100000	177
6512.162526	249.090576	1.592748	0.100000	179
6514.201646	250.555954	1.584087	0.100000	181
6516.239706	250.656128	1.571042	0.100000	183
6518.277481	250.765030	1.557204	0.100000	185
6520.315699	253.569763	1.539770	0.100000	187
6522.354245	250.864655	1.533075	0.100000	189
6524.393296	253.402023	1.486173	0.100000	191
6526.431899	253.469788	1.473297	0.100000	193
6528.470714	253.519211	1.463026	0.100000	195
6530.510167	253.602692	1.450919	0.100000	197
6532.549184	253.458939	1.446826	0.100000	199
6534.588938	250.888199	1.468716	0.100000	201
6536.628837	250.913055	1.465017	0.100000	203
6538.668565	249.243317	1.453876	0.100000	205
6540.708630	249.324692	1.447441	0.100000	207
6542.749425	249.266464	1.440596	0.100000	209
6544.790402	249.361633	1.435035	0.100000	211
6546.831193	247.762665	1.412545	0.100000	213
6548.871684	247.990417	1.406539	0.100000	215
6550.912002	247.503510	1.394174	0.100000	217
6552.950954	247.486191	1.388083	0.100000	219
6554.991339	247.767120	1.379684	0.100000	221
6557.031383	251.473404	1.389196	0.100000	223
6559.069862	251.382339	1.379412	0.100000	225
6561.108967	251.592636	1.368306	0.100000	227
6563.147420	251.558960	1.363577	0.100000	229
6565.186748	251.515030	1.354999	0.100000	231
6567.225327	251.907471	1.343400	0.100000	233
6569.261390	251.963150	1.335526	0.100000	235
6571.299993	252.170715	1.327431	0.100000	237
6573.337824	252.379745	1.317163	0.100000	239
6575.374620	252.498871	1.308030	0.100000	241
6577.412939	252.863892	1.296087	0.100000	243
6579.451570	252.973526	1.285510	0.100000	245
6581.489104	253.135269	1.275582	0.100000	247
