crossing time (s)	slope (V/s)	crossing number
6417.373238	-108.055396	5718
6418.345078	-115.225489	5719
6419.393765	-100.789354	5720
6420.376426	-111.792379	5721
6421.442060	-93.135999	5722
6422.412607	-105.225236	5723
6423.483255	-87.560123	5724
6424.455997	-100.918112	5725
6425.531638	-87.827362	5726
6426.486276	-97.851246	5727
6427.563853	-88.268194	5728
6428.511648	-100.853567	5729
6429.611282	-91.988218	5730
6430.554558	-99.199864	5731
6431.625604	-93.829104	5732
6432.611788	-95.210463	5733
6433.701134	-92.833665	5734
6434.662442	-92.258392	5735
6435.696108	-90.864447	5736
6436.672471	-90.912592	5737
6437.786532	-85.797858	5738
6438.720578	-90.529243	5739
6439.819794	-84.168972	5740
6440.775799	-90.016995	5741
6441.836926	-80.549452	5742
6442.807134	-89.868353	5743
6443.878226	-79.578324	5744
6444.858571	-87.316000	5745
6445.921996	-81.752451	5746
6446.911921	-86.088159	5747
6447.966285	-80.846145	5748
6448.933925	-81.455583	5749
6449.977330	-80.631057	5750
6450.963456	-81.763218	5751
6452.062243	-78.414056	5752
6453.024127	-81.186848	5753
6454.083056	-76.754164	5754
6455.031534	-80.472105	5755
6456.140725	-73.498543	5756
6457.097641	-78.972223	5757
6458.131328	-72.839773	5758
6459.135621	-76.493203	5759
6460.208990	-72.992031	5760
6461.175768	-75.653449	5761
6462.226374	-72.156574	5762
6463.186556	-73.935360	5763
6464.248849	-70.236166	5764
6465.235611	-70.605640	5765
6466.336837	-67.479333	5766
6467.270666	-70.045762	5767
6468.388904	-65.171473	5768
6469.302965	-69.772271	5769
6470.392648	-65.953685	5770
6471.363022	-69.485422	5771
6472.450466	-67.054786	5772
6473.403214	-67.979585	5773
6474.509705	-65.851509	5774
6475.440519	-65.606644	5775
6476.538972	-65.033325	5776
6477.470878	-64.365561	5777
6478.573725	-60.969698	5778
6479.545005	-64.405882	5779
6480.613011	-59.319562	5780
6481.560974	-61.888471	5781
6482.640961	-60.621006	5782
6483.596071	-59.347579	5783
6484.686022	-58.370447	5784
6485.643052	-60.148337	5785
6486.733395	-59.111756	5786
6487.694038	-59.101225	5787
6488.775821	-58.714778	5788
6489.736056	-57.162601	5789
6490.804170	-56.820934	5790
6491.764292	-56.802068	5791
6492.856940	-56.789357	5792
6493.811625	-55.563709	5793
6494.894843	-55.443442	5794
6495.831450	-54.463541	5795
6496.919908	-54.193595	5796
6497.882135	-54.393094	5797
6498.962933	-53.523472	5798
6499.945485	-53.571644	5799
6500.990707	-52.800375	5800
6501.990044	-51.586015	5801
6503.054419	-51.301947	5802
6504.001685	-50.835939	5803
6505.075570	-50.863377	5804
6506.047252	-49.894017	5805
6507.124438	-49.133256	5806
6508.067556	-48.423156	5807
6509.173760	-49.066832	5808
6510.137865	-47.549998	5809
6511.208922	-47.891153	5810
6512.184649	-47.103907	5811
6513.271311	-46.766459	5812
6514.193478	-45.774802	5813
6515.264016	-46.356462	5814
6516.239409	-44.859082	5815
6517.327170	-45.229716	5816
6518.290623	-43.900460	5817
6519.371423	-44.748080	5818
6520.324661	-43.244319	5819
6521.408630	-43.464054	5820
6522.358406	-42.335306	5821
6523.446086	-43.044188	5822
6524.384298	-41.221452	5823
6525.491413	-41.498936	5824
6526.432080	-40.162216	5825
6527.549844	-40.827192	5826
6528.481748	-40.956690	5827
6529.577468	-41.151721	5828
6530.516034	-40.164651	5829
6531.611197	-40.459254	5830
6532.567624	-39.271734	5831
6533.676534	-38.820817	5832
6534.591547	-37.805927	5833
6535.680222	-37.661370	5834
6536.621697	-36.723605	5835
6537.734365	-37.515267	5836
6538.682462	-36.446368	5837
6539.789380	-37.337528	5838
6540.730532	-34.625762	5839
6541.828436	-34.798952	5840
6542.749370	-34.234738	5841
6543.838593	-35.073117	5842
6544.790025	-32.806706	5843
6545.883683	-34.784923	5844
6546.822344	-34.558040	5845
6547.929276	-33.888921	5846
6548.875743	-31.629410	5847
6549.988768	-34.479097	5848
6550.903713	-32.655757	5849
6551.992376	-32.645596	5850
6552.969684	-30.305628	5851
6554.050598	-33.321332	5852
6554.986567	-31.476110	5853
6556.077704	-32.710278	5854
6557.011413	-30.410275	5855
6558.147139	-32.513941	5856
6559.071090	-29.462806	5857
6560.155795	-31.247303	5858
6561.103484	-28.692930	5859
6562.200261	-30.060565	5860
6563.150778	-29.495611	5861
6564.269034	-29.704018	5862
6565.180999	-28.296028	5863
6566.281036	-29.066029	5864
6567.211631	-26.944972	5865
6568.305212	-29.146503	5866
6569.290163	-27.081598	5867
6570.361334	-28.060599	5868
6571.301560	-26.610767	5869
6572.419279	-27.670071	5870
6573.336739	-25.091586	5871
6574.462502	-27.256097	5872
6575.393981	-25.458984	5873
6576.504438	-26.140220	5874
6577.419808	-23.978391	5875
6578.541368	-26.122449	5876
6579.441561	-24.316017	5877
6580.569868	-24.917792	5878
6581.492255	-23.435720	5879
