time (s)	magX	magY	magZ
6418.130570	428.529510	335.133270	361.619507
6418.133479	429.523071	337.587982	356.125641
6418.136815	429.698425	340.860901	349.462860
6418.140144	430.750427	343.607819	344.027466
6418.143479	431.393341	346.413208	337.949127
6418.146807	431.860901	348.926361	331.403259
6418.150146	432.971375	352.257751	325.149597
6418.153505	433.088257	354.361755	317.434814
6418.156813	433.497375	356.641144	310.888947
6418.160139	433.555817	359.738739	302.940369
6418.163481	433.906494	362.485687	295.167145
6418.166812	433.964935	364.998840	287.160126
6418.170148	433.614258	367.395081	279.503784
6418.173477	433.906494	369.616028	270.970764
6418.176808	433.205139	372.012268	262.028595
6418.180151	433.088257	374.291656	253.729370
6418.183469	432.737579	376.746338	244.845673
6418.186806	431.860901	378.616577	235.903534
6418.190141	431.334900	380.369965	225.909393
6418.193471	430.049103	382.006439	215.506104
6418.196800	428.821747	383.058441	205.804199
6418.200140	427.711273	384.052002	194.816467
6418.203469	425.373474	385.104034	184.705414
6418.206800	423.678558	386.214478	174.477478
6418.210154	422.100525	385.922272	162.905304
6418.213470	419.587372	386.623627	151.274658
6418.216801	418.126251	386.214478	140.754517
6418.220142	415.379303	385.396271	128.948547
6418.223467	412.983063	384.928711	116.908813
6418.226799	409.826996	383.642914	105.745728
6418.230140	406.612518	382.298645	94.407349
6418.233474	403.807129	380.369965	82.659851
6418.236801	401.060211	377.739929	70.210968
6418.240130	398.021057	375.343658	59.106323
6418.243466	394.163635	371.544708	46.891296
6418.248083	387.734650	364.239044	23.688446
6418.251000	383.994171	360.264740	11.356506
6418.254366	379.902985	354.829346	0.251892
6418.257743	376.220917	349.510803	-12.489197
6418.261046	372.305084	344.016968	-24.002930
6418.264383	368.330811	337.295746	-36.159607
6418.267659	363.655182	331.568085	-47.088867
6418.270980	359.505554	323.444183	-58.602600
6418.273914	354.946808	315.904724	-69.999451
6418.277226	349.920532	308.014587	-80.578064
6418.280554	344.134430	299.656921	-91.331970
6418.283913	338.699005	289.954987	-100.566345
6418.287243	333.088257	280.720642	-111.437195
6418.290571	327.945068	270.784912	-120.729980
6418.293466	322.158966	259.680298	-129.379883
6418.296817	315.788422	248.225006	-138.322021
6418.300132	310.294556	237.237274	-146.387512
6418.303458	303.222687	225.255981	-154.102295
6418.306794	296.501465	212.982452	-161.583313
6418.310154	289.663361	200.241379	-168.421448
6418.313460	281.948578	187.091171	-173.330811
6418.316798	275.168915	173.940964	-178.240234
6418.320126	267.103455	159.738739	-181.630066
6418.323458	260.265350	146.413208	-186.188782
6418.326789	252.550568	132.094086	-188.000610
6418.330129	244.894226	118.651657	-189.695496
6418.333459	237.062531	104.507889	-190.805969
6418.336795	229.406189	90.714783	-189.987793
6418.340122	222.158966	75.928108	-189.637024
6418.343460	214.268860	61.433662	-187.825256
6418.346794	208.307419	47.815895	-185.779663
6418.350120	201.235535	34.431908	-181.863831
6418.353472	193.754532	20.755699	-178.123352
6418.356788	187.559326	7.430153	-172.863281
6418.360176	181.481003	-5.836937	-166.901855
6418.363463	175.870255	-17.350677	-160.648193
6418.366784	170.785507	-30.150208	-153.050293
6418.370117	165.759216	-41.780830	-144.867920
6418.373457	159.973129	-53.937477	-137.620728
6418.376786	156.758621	-64.866737	-128.561707
6418.380122	152.258331	-75.620705	-118.742859
6418.383457	148.576263	-85.848625	-109.099365
6418.386786	145.712448	-95.024544	-99.339050
6418.390119	142.497955	-104.492699	-88.409729
6418.393457	139.867905	-113.727074	-77.305115
6418.396813	137.646988	-121.675636	-65.732910
6418.400115	135.718307	-129.390411	-53.751648
6418.403455	134.257156	-137.338989	-41.010559
6418.406788	133.497391	-143.884857	-29.379883
6418.411501	130.750443	-156.158386	-4.306824
6418.414386	131.393341	-161.301575	8.901794
6418.417627	131.334900	-165.860321	21.467529
6418.420975	130.984207	-170.769714	35.552856
6418.424310	131.451782	-174.393341	49.521332
6418.427656	131.276443	-178.250732	62.846832
6418.431075	132.153137	-181.465210	76.113983
6418.434360	132.971359	-184.445923	89.965515
6418.437221	133.906494	-186.316193	104.167725
6418.440575	134.900070	-188.011108	117.668610
6418.443866	135.659836	-189.238464	131.111023
6418.447211	137.179428	-190.699585	144.787262
6418.450539	137.705444	-191.459381	157.762115
6418.453865	139.575699	-191.576263	171.730560
6418.457204	140.919922	-191.459381	184.997650
6418.460111	142.556412	-191.634705	197.972534
6418.463443	145.069550	-191.167145	210.655151
6418.466776	147.348938	-189.296906	223.571564
6418.470111	148.225601	-188.537109	235.026855
6418.473445	151.030991	-186.374634	247.534180
6418.476805	153.485687	-185.030396	257.703674
6418.480112	155.472824	-183.160156	269.860291
6418.483468	158.219757	-181.056091	280.029785
6418.486777	160.148453	-178.484528	290.959045
6418.490115	162.427826	-176.263580	301.420776
6418.493444	164.882538	-174.042664	310.713593
6418.496772	168.038574	-170.652832	320.064880
6418.500106	170.084167	-168.198151	329.006989
6418.503442	173.181763	-165.451202	337.598450
6418.506773	175.694916	-162.645813	345.605469
6418.510107	178.266510	-160.132690	353.320251
6418.513443	180.662781	-157.035065	360.918152
6418.516769	184.286377	-153.995911	368.048492
6418.520103	187.091766	-150.722961	375.237274
6418.523441	190.014038	-147.976044	382.309143
6418.526790	192.702515	-145.053772	388.738159
6418.530108	195.566330	-141.956177	395.400909
6418.533441	198.663940	-138.741669	401.245453
6418.536781	201.644653	-135.877869	407.440674
6418.540104	204.216263	-133.598480	413.518982
6418.543434	206.554077	-130.325531	417.843933
6418.546775	209.067215	-127.227943	423.863800
6418.550105	211.872589	-124.948586	428.188782
6418.553434	213.976624	-121.500298	432.630615
6418.556772	216.665115	-118.753365	437.890686
6418.560106	218.710693	-115.655769	442.040314
6418.563438	220.931610	-112.908821	445.137909
6418.566768	223.152542	-109.519005	450.047333
6418.570139	225.724136	-107.064293	454.372284
6418.574769	230.691986	-101.219765	462.554626
6418.577692	232.620697	-97.946815	465.535339
6418.581030	234.432495	-95.375221	469.392731
6418.584319	236.185867	-92.628288	473.308563
6418.587615	238.640564	-89.764473	476.289276
6418.590951	241.095276	-86.783760	479.386902
6418.594312	242.965515	-84.387489	481.958496
6418.597625	244.894226	-81.348335	484.822296
6418.600547	246.764465	-78.426079	488.679687
6418.603871	247.933380	-76.146690	490.491516
6418.607207	249.978973	-73.224434	493.530670
6418.610537	251.206314	-70.828178	495.751587
6418.613894	252.901230	-68.139687	497.972504
6418.617185	254.245483	-66.094093	500.368774
6418.620114	255.648163	-63.697838	502.063690
6418.623435	257.459961	-61.535362	504.752167
6418.626758	259.154877	-59.197548	507.265320
6418.630091	259.914673	-56.801292	509.369354
6418.633425	261.551147	-54.931038	511.239594
6418.636762	262.486267	-52.885445	511.940948
6418.640093	263.888977	-51.307426	513.285217
6418.643428	265.466980	-49.144943	515.096985
6418.646758	266.811218	-47.742256	517.142578
6418.650095	267.395691	-45.404442	517.843933
6418.653430	269.032166	-43.592644	519.129761
6418.656782	270.084167	-42.014610	520.415527
6418.660105	271.779083	-40.261253	521.526001
6418.663449	272.655762	-38.858566	522.578003
6418.666760	273.064880	-37.222099	524.156006
6418.670093	274.175354	-36.403854	524.039124
6418.673429	274.759796	-34.533607	525.324951
6418.676777	276.863831	-33.364700	525.967834
6418.680088	277.682068	-31.552895	527.370544
6418.683425	278.617187	-30.383987	527.838074
6418.686755	279.610748	-29.624199	528.890076
6418.690089	280.487427	-28.338409	529.065430
6418.693426	281.130341	-26.701935	530.468140
6418.696749	281.831665	-25.533028	531.286377
6418.700083	282.416138	-24.481010	532.338379
6418.703420	283.701935	-22.786095	532.805969
6418.706778	284.520172	-21.967857	533.039734
6418.710087	285.163055	-21.208069	533.682617
6418.713425	286.098206	-19.454712	534.968445
6418.716750	286.565765	-18.694916	535.494446
6418.720098	287.150208	-18.052025	535.845093
6418.723417	287.793121	-17.000008	536.487976
6418.726756	288.319122	-15.597313	537.130920
6418.730085	289.721802	-14.662186	537.247803
6418.734714	290.832275	-12.441261	539.001160
6418.737624	291.825836	-11.330803	538.475159
6418.740952	292.118073	-10.571014	539.293396
6418.744341	292.351837	-9.811226	540.228516
6418.747694	292.351837	-8.291649	539.877808
6418.751037	293.228516	-7.824089	541.514282
6418.754269	293.286987	-7.005852	541.163635
6418.757174	294.163635	-6.246056	540.929871
6418.760508	294.397430	-5.836937	541.631165
6418.763844	294.631226	-4.784920	542.975464
6418.767169	295.390991	-3.674461	542.916992
6418.770498	295.858582	-3.148453	543.559875
6418.773862	295.741669	-2.914673	542.975464
6418.777187	295.624786	-2.037994	542.800110
6418.780079	296.443024	-1.044418	543.968994
6418.783417	296.735260	-1.044418	543.735229
6418.786786	296.793701	-0.576859	543.793640
6418.790080	297.378143	-0.109299	544.319702
6418.793434	297.904144	0.241379	543.501465
6418.796749	297.553467	0.708939	544.494995
6418.800078	298.021057	1.234947	544.027466
6418.803407	298.137939	1.351837	545.137939
6418.806748	298.547058	1.059608	544.085876
6418.810074	298.488617	1.527176	544.436584
6418.813414	298.371704	1.936287	544.962585
6418.816744	299.014618	2.345406	544.962585
6418.820074	298.839294	2.520744	544.962585
6418.823408	299.014618	2.871422	545.430115
6418.826740	299.423737	1.994736	545.079468
6418.830081	300.008179	2.520744	544.904114
6418.833410	299.715973	3.222092	544.494995
6418.836755	299.657532	2.754532	545.254822
6418.840074	299.306854	2.988312	545.196350
6418.843409	299.949738	3.046753	545.839233
6418.846752	300.183533	3.280533	545.371704
6418.850072	300.125061	3.338982	545.079468
6418.853402	300.008179	3.689651	544.728821
6418.856732	299.715973	3.338982	545.839233
6418.860074	299.949738	4.040329	545.897705
6418.863407	300.066620	4.098770	545.897705
6418.866737	300.008179	4.507889	545.547058
6418.870073	300.008179	4.332550	545.547058
6418.873441	300.300415	4.507889	545.663940
6418.876736	299.599060	4.215660	545.956177
6418.880077	299.540619	4.157219	545.956177
6418.883401	300.183533	4.566330	546.073059
6418.886738	300.592651	4.157219	546.248352
6418.890070	299.248383	4.215660	546.073059
6418.894334	299.540619	4.449440	545.371704
6418.897671	298.956177	4.040329	546.657471
6418.900915	299.131500	4.390999	546.365234
6418.904250	299.482178	4.332550	546.599060
6418.907580	299.248383	3.338982	546.014587
6418.910948	299.131500	3.981880	545.722351
6418.914279	298.722382	4.098770	545.897705
6418.917217	298.137939	3.338982	545.488586
6418.920514	298.371704	3.163643	545.488586
6418.923878	297.495026	2.403854	545.313232
6418.927164	297.962585	1.994736	545.547058
6418.930494	297.728821	1.936287	545.196350
6418.933827	297.319702	1.293396	545.254822
6418.937162	296.092346	1.234947	544.670349
6418.940062	295.975464	0.241379	544.319702
6418.943399	295.274109	0.182930	544.670349
6418.946733	295.683228	-0.693748	544.378113
6418.950063	295.098785	-1.219757	543.618347
6418.953391	294.514313	-2.096436	543.267639
6418.956732	293.988312	-2.739342	543.150757
6418.960072	294.222107	-3.148453	542.975464
6418.963395	293.286987	-4.025139	542.566345
6418.966731	293.053192	-4.200470	542.507874
6418.970089	292.819397	-5.018707	541.455872
6418.973391	292.059631	-5.836937	540.988281
6418.976726	291.825836	-6.304504	541.455872
6418.980063	291.299835	-7.122742	540.637634
6418.983395	290.189362	-7.473412	540.579163
6418.986724	289.897156	-8.291649	540.170044
6418.990100	288.377563	-8.700760	539.760925
6418.993396	288.260681	-9.752777	539.527161
6418.996730	288.026886	-9.752777	539.293396
6419.000060	288.026886	-11.155464	538.650452
6419.003417	286.857971	-12.149040	538.475159
6419.006724	285.864410	-12.558151	537.715332
6419.010061	285.455292	-13.551727	536.955566
6419.013395	284.461731	-14.077736	537.364685
6419.016720	283.468140	-15.305092	536.604919
6419.020056	282.883698	-15.538872	536.429565
6419.023387	282.240784	-16.883118	535.377563
6419.026721	281.364105	-17.350677	534.442383
6419.030060	280.545898	-19.104042	534.150208
6419.033436	280.136780	-20.097603	533.565735
6419.036717	278.558746	-20.272942	533.799500
6419.040058	277.565186	-21.558739	532.805969
6419.043389	276.863831	-22.786095	532.221497
6419.048019	274.701355	-25.357689	530.877258
6419.050907	273.415558	-26.117477	530.409668
6419.054256	272.363525	-27.753944	528.890076
6419.057588	271.369965	-29.098190	527.662781
6419.060965	270.785522	-30.267097	526.727600
6419.064337	269.090607	-31.552895	525.500244
6419.067566	268.272369	-33.715378	524.448242
6419.070893	266.518982	-34.533607	523.396240
6419.073807	265.700745	-36.053192	521.584412
6419.077152	263.772064	-37.923439	520.240173
6419.080470	262.720062	-39.735245	518.837524
6419.083827	261.375793	-41.722389	518.428406
6419.087159	259.622437	-44.060204	515.856812
6419.090496	257.810638	-45.872009	514.863220
6419.093385	256.992401	-47.742256	513.460510
6419.096727	255.531281	-49.378731	511.824066
6419.100047	253.894806	-51.307426	510.012268
6419.103378	252.784332	-53.177681	508.317352
6419.106750	250.563416	-55.281715	505.395081
6419.110050	248.810059	-56.918175	504.343048
6419.113385	246.939804	-59.022209	502.472809
6419.116710	245.011108	-61.476921	500.368774
6419.120073	243.374634	-63.405617	498.147858
6419.123383	241.738159	-65.217415	495.517822
6419.126713	239.809479	-67.613686	493.647552
6419.130049	237.763885	-69.659264	491.952637
6419.133375	235.659851	-71.763298	489.088806
6419.136710	233.848053	-73.399773	486.984772
6419.140046	231.568665	-75.445351	484.296295
6419.143381	229.172409	-78.309181	481.490936
6419.146714	226.483932	-79.653435	478.860870
6419.150063	225.139694	-82.225029	476.698395
6419.153378	221.983643	-84.738167	473.016357
6419.156718	218.886032	-86.023964	469.451172
6419.160047	216.665115	-89.180016	465.418457
6419.163381	213.918182	-91.050270	462.788391
6419.166712	211.229691	-93.680305	459.457031
6419.170041	208.658096	-96.193459	455.658081
6419.173381	205.969604	-97.713036	451.800690
