time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4037.721168	122.226463	1.417384	-0.014284	3
4039.756049	120.426254	1.398671	-0.012974	5
4041.797602	120.312180	1.364007	-0.009768	7
4043.844901	121.534012	1.343108	-0.007641	9
4045.890526	122.083656	1.330625	-0.009831	11
4047.930757	121.615967	1.315515	-0.010263	13
4049.969035	121.078400	1.296571	-0.009467	15
4052.007279	120.810265	1.274798	-0.008663	17
4054.047432	120.844810	1.253960	-0.007832	19
4056.088850	120.950615	1.231030	-0.007300	21
4058.130962	121.083145	1.208604	-0.007278	23
4060.174415	121.144409	1.188426	-0.007297	25
4062.219538	120.939545	1.169656	-0.007659	27
4064.265363	120.468132	1.151639	-0.007669	29
4066.309214	120.153763	1.138939	-0.006605	31
4068.347404	120.619095	1.129912	-0.004922	33
4070.382284	121.494987	1.112170	-0.004604	35
4072.422897	121.748177	1.083891	-0.007122	37
4074.472071	120.665771	1.058935	-0.008658	39
4076.518629	119.782036	1.050488	-0.005988	41
4078.555266	120.630226	1.043956	-0.003726	43
4080.589561	121.681923	1.022311	-0.005125	45
4082.633278	301.481964	-0.993752	0.007933	47
4084.683112	300.401154	-0.972864	0.008161	49
4086.728519	119.993591	0.963160	-0.006062	51
4088.767540	300.436066	-0.953180	0.005313	53
4090.804282	300.877106	-0.937054	0.005931	55
4092.841441	301.057526	-0.919089	0.006413	57
4094.881083	300.968140	-0.898441	0.006369	59
4096.922851	300.834473	-0.882696	0.006623	61
4098.964452	300.688568	-0.868720	0.006920	63
4101.006176	300.531769	-0.852834	0.006905	65
4103.047549	300.376801	-0.837338	0.006798	67
4105.088454	300.250000	-0.821345	0.006859	69
4107.132594	300.229370	-0.803787	0.006679	71
4109.178186	300.515747	-0.788427	0.006193	73
4111.226139	301.002625	-0.773213	0.005898	75
4113.272572	301.362762	-0.762064	0.006362	77
4115.312275	301.153961	-0.754841	0.007659	79
4117.344328	300.175415	-0.743428	0.008574	81
4119.379160	299.419159	-0.724086	0.007475	83
4121.424556	299.840637	-0.703014	0.005772	85
4123.476209	300.877930	-0.687599	0.005494	87
4125.523129	301.414001	-0.681040	0.007056	89
4127.559836	300.816437	-0.676208	0.008037	91
4129.591009	299.856537	-0.665374	0.007985	93
4131.627091	299.437531	-0.648277	0.007187	95
4133.669156	299.638123	-0.631676	0.006608	97
4135.716202	300.028351	-0.619064	0.006664	99
4137.763050	300.325531	-0.607435	0.006813	101
4139.807934	300.376190	-0.597094	0.007111	103
4141.851204	300.330353	-0.587726	0.007316	105
4143.893398	300.190430	-0.576646	0.007274	107
4145.934371	300.081116	-0.565643	0.007308	109
4147.973566	300.037567	-0.556471	0.007295	111
4150.010451	300.058411	-0.547354	0.007240	113
4152.046441	300.258820	-0.537619	0.007168	115
4154.081354	300.525513	-0.527011	0.006845	117
4156.119978	300.787140	-0.514332	0.007102	119
4158.167256	300.589355	-0.501113	0.007930	121
4160.218965	299.817993	-0.489454	0.008450	123
4162.270184	299.078033	-0.483065	0.007537	125
4164.311257	299.224457	-0.478728	0.006486	127
4166.339958	299.981171	-0.471767	0.006194	129
4168.369037	300.735626	-0.460088	0.006260	131
4170.405257	300.893921	-0.447341	0.007241	133
4172.455535	300.446564	-0.435762	0.007878	135
4174.507696	299.732635	-0.427797	0.007906	137
4176.559498	299.344910	-0.419883	0.007193	139
4178.602510	299.362366	-0.414166	0.006872	141
4180.643458	299.588654	-0.406643	0.006699	143
4182.681042	299.868866	-0.398307	0.007130	145
4184.720592	299.960846	-0.390646	0.007007	147
4186.760553	300.075287	-0.382888	0.006923	149
4188.807340	300.257782	-0.374924	0.006834	151
4190.849298	300.410492	-0.367653	0.006934	153
4192.892537	300.575806	-0.361526	0.006968	155
4194.931333	300.409363	-0.356814	0.007283	157
4196.960005	299.876770	-0.351624	0.007801	159
4198.983746	299.047638	-0.343500	0.007879	161
4201.016676	298.461273	-0.332625	0.007526	163
4203.060397	298.610992	-0.321404	0.006648	165
4205.118895	299.586639	-0.314273	0.006509	167
