time (s)	det(V)
4050.247174	0.811747	
4050.248656	0.870363	
4050.250273	0.865247	
4050.251761	0.891431	
4050.253395	0.905409	
4050.254886	0.931243	
4050.256498	0.961439	
4050.258017	1.002576	
4050.259594	1.013880	
4050.261137	1.067872	
4050.262767	1.099312	
4050.264325	1.128485	
4050.265927	1.159117	
4050.267507	1.184258	
4050.269083	1.197535	
4050.270693	1.261654	
4050.272230	1.268051	
4050.273903	1.321136	
4050.275379	1.353576	
4050.277103	1.403797	
4050.278580	1.412559	
4050.280308	1.501697	
4050.281856	1.496658	
4050.283578	1.563113	
4050.285124	1.606349	
4050.286830	1.611344	
4050.288342	1.625596	
4050.290094	1.625351	
4050.291572	1.625842	
4050.293336	1.625746	
4050.294814	1.625971	
4050.296573	1.625266	
4050.298054	1.625935	
4050.299807	1.625919	
4050.301310	1.625975	
4050.303060	1.625991	
4050.304576	1.625898	
4050.306308	1.626027	
4050.307831	1.626024	
4050.309540	1.626007	
4050.311072	1.625963	
4050.312763	1.626092	
4050.314316	1.625903	
4050.315982	1.626007	
4050.317569	1.625995	
4050.319230	1.625890	
4050.320805	1.625955	
4050.322427	1.626148	
4050.324042	1.626048	
4050.325669	1.626189	
4050.327300	1.626040	
4050.328905	1.626068	
4050.330576	1.625955	
4050.332158	1.626096	
4050.333824	1.625975	
4050.335422	1.626088	
4050.337084	1.626019	
4050.338658	1.626060	
4050.340341	1.626003	
4050.341905	1.626181	
4050.343614	1.626023	
4050.345152	1.626092	
4050.346875	1.625999	
4050.348407	1.626092	
4050.350145	1.626084	
4050.351656	1.625955	
4050.353399	1.625947	
4050.354887	1.626040	
4050.356672	1.625947	
4050.358153	1.625983	
4050.359931	1.626068	
4050.361412	1.626096	
4050.363193	1.626124	
4050.364683	1.626023	
4050.366427	1.626072	
4050.367945	1.625987	
4050.369675	1.626072	
4050.371194	1.626032	
4050.372903	1.626023	
4050.374439	1.626047	
4050.376145	1.626140	
4050.377696	1.626039	
4050.379387	1.626060	
4050.380948	1.626027	
4050.382624	1.626096	
4050.384212	1.626036	
4050.385884	1.626044	
4050.387472	1.626007	
4050.389109	1.625919	
4050.390695	1.625991	
4050.392327	1.626156	
4050.393950	1.626056	
4050.395544	1.626116	
4050.397231	1.626011	
4050.398705	1.625935	
4050.400293	1.626007	
4050.401775	1.626007	
4050.403410	1.626036	
4050.404896	1.626047	
4050.406515	1.626088	
4050.408015	1.626019	
4050.409593	1.626068	
4050.411122	1.626015	
4050.412639	1.626084	
4050.414256	1.626007	
4050.415751	1.626116	
4050.417393	1.626007	
4050.418910	1.625991	
4050.420564	1.625983	
4050.422044	1.626084	
4050.423757	1.625959	
4050.425249	1.626036	
4050.426971	1.626047	
4050.428455	1.626060	
4050.430186	1.626060	
4050.431669	1.625927	
4050.433359	1.626100	
4050.434843	1.626124	
4050.436533	1.626112	
4050.438015	1.626007	
4050.439698	1.626140	
4050.441213	1.625915	
4050.442927	1.626108	
4050.444461	1.625975	
4050.446156	1.625999	
4050.447706	1.626027	
4050.449389	1.626003	
4050.450943	1.625995	
4050.452613	1.626100	
4050.454193	1.626011	
4050.455863	1.626019	
4050.457453	1.625943	
4050.459080	1.625927	
4050.460700	1.626044	
4050.462309	1.626136	
4050.463932	1.625975	
4050.465555	1.626124	
4050.467193	1.625572	
4050.468783	1.625947	
4050.470460	1.625754	
4050.472032	1.625983	
4050.473725	1.620815	
4050.475282	1.534951	
4050.476990	1.397356	
4050.478552	1.222777	
4050.480247	1.104779	
4050.481799	0.941314	
4050.483520	0.791214	
4050.485031	0.650957	
4050.486767	0.526731	
4050.488244	0.382477	
4050.490004	0.250147	
