time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4049.539541	71.822105	1.914392	0.100000	19
4051.577887	62.345490	1.910709	0.100000	21
4053.614408	63.157429	1.914621	0.100000	23
4055.657097	68.803185	1.941636	0.100000	25
4057.708901	69.508469	1.870501	0.100000	27
4059.763231	68.791878	1.827157	0.100000	29
4061.812766	68.671638	1.779821	0.100000	31
4063.858284	68.689789	1.744620	0.100000	33
4065.902592	68.900505	1.724018	0.100000	35
4067.944909	69.233627	1.728064	0.100000	37
4069.981431	68.485497	1.736472	0.100000	39
4072.019521	67.025543	1.724861	0.100000	41
4074.060993	67.869621	1.665005	0.100000	43
4076.109031	70.149132	1.603512	0.100000	45
4078.158750	71.445435	1.559744	0.100000	47
4080.207199	66.320992	1.555675	0.100000	49
4082.254613	66.531082	1.527764	0.100000	51
4084.301050	66.615868	1.502036	0.100000	53
4086.345871	66.652153	1.478805	0.100000	55
4088.390766	66.534698	1.456550	0.100000	57
4090.433871	66.340759	1.442200	0.100000	59
4092.475888	66.153381	1.426307	0.100000	61
4094.515243	66.160049	1.416830	0.100000	63
4096.555197	71.845840	1.376277	0.100000	65
4098.596946	71.442047	1.371375	0.100000	67
4100.645442	68.086700	1.383860	0.100000	69
4102.700916	68.774498	1.351480	0.100000	71
4104.756791	69.008636	1.311857	0.100000	73
4106.805325	68.829979	1.283520	0.100000	75
4108.851772	68.999031	1.261033	0.100000	77
4110.893716	69.241028	1.259265	0.100000	79
4112.930775	69.020302	1.264586	0.100000	81
4114.963871	68.022156	1.260051	0.100000	83
4117.000171	66.709221	1.231429	0.100000	85
4119.045153	66.035980	1.198174	0.100000	87
4121.093644	70.188423	1.139594	0.100000	89
4123.140959	71.156700	1.113076	0.100000	91
4125.187304	71.795258	1.089506	0.100000	93
4127.231577	71.835526	1.076952	0.100000	95
4129.272474	71.789551	1.066087	0.100000	97
4131.315341	71.642403	1.058549	0.100000	99
4133.358201	70.775558	1.059868	0.100000	101
4135.409627	68.158562	1.073096	0.100000	103
4137.466760	68.745377	1.052405	0.100000	105
4139.525643	68.789604	1.026567	0.100000	107
4141.578384	68.575768	1.002003	0.100000	109
4143.624858	68.748718	0.988122	0.100000	111
4145.668711	68.954620	0.987755	0.100000	113
4147.698511	68.768898	0.993648	0.100000	115
4149.728891	67.829041	0.985981	0.100000	117
4151.766461	66.793541	0.961605	0.100000	119
4153.806458	69.254173	0.910395	0.100000	121
4155.854742	70.797531	0.878280	0.100000	123
4157.903074	68.886429	0.869635	0.100000	125
4159.948507	68.738045	0.855382	0.100000	127
4161.989240	69.057671	0.850701	0.100000	129
4164.034891	61.177322	0.856932	0.100000	131
4166.084002	71.884933	0.836638	0.100000	133
4168.141342	69.800056	0.838827	0.100000	135
4170.204168	68.102592	0.831668	0.100000	137
4172.265977	67.674179	0.807582	0.100000	139
4174.319080	67.390060	0.788413	0.100000	141
4176.364410	67.490433	0.782418	0.100000	143
4178.397156	67.752472	0.787353	0.100000	145
4180.426159	67.635864	0.792482	0.100000	147
4182.459023	67.949921	0.768995	0.100000	149
4184.496731	69.663368	0.731511	0.100000	151
4186.530974	58.374210	0.707570	0.100000	153
4188.580207	58.604572	0.682544	0.100000	155
4190.627286	58.929966	0.666916	0.100000	157
4192.676534	59.213440	0.655325	0.100000	159
