crossing time (s)	slope (V/s)	crossing number
2451.837724	148.957630	1574
2452.853605	150.155443	1575
2453.883508	160.856223	1576
2454.896642	154.387232	1577
2455.927558	152.807606	1578
2456.966441	145.960465	1579
2457.996623	143.440777	1580
2459.020630	151.065196	1581
2460.029319	150.237459	1582
2461.034828	141.391522	1583
2462.071263	146.180059	1584
2463.079403	140.076429	1585
2464.121672	139.412395	1586
2465.138189	134.852134	1587
2466.166462	131.708256	1588
2467.182975	130.595893	1589
2468.217488	122.552098	1590
2469.211546	121.072482	1591
2470.255245	112.537674	1592
2471.262033	110.117413	1593
2472.324115	107.010360	1594
2473.317631	102.174656	1595
2474.353182	94.471604	1596
2475.347138	89.214412	1597
2476.383467	80.637521	1598
2477.387655	76.810603	1599
2478.414164	70.846188	1600
2479.453730	68.039518	1601
2480.477962	64.184179	1602
2481.498818	61.044385	1603
2482.531565	56.864174	1604
2483.556370	54.170389	1605
2484.570627	49.815154	1606
2485.569028	46.924279	1607
2486.624216	44.226333	1608
2487.623425	40.946488	1609
2488.671230	37.326480	1610
2489.677734	35.716740	1611
2490.682075	33.557086	1612
2491.731213	31.351491	1613
2492.750923	27.569902	1614
2493.754851	27.667151	1615
2494.809839	25.908495	1616
2495.804363	23.912273	1617
2496.833611	22.534225	1618
2497.876344	20.364898	1619
2498.875651	19.307421	1620
2499.898803	18.436405	1621
2500.952681	17.027011	1622
2501.922989	16.618932	1623
2502.989115	14.080854	1624
2503.999149	14.667149	1625
2505.031103	13.236331	1626
2506.065110	11.312719	1627
2507.045111	11.561895	1628
2508.088422	10.957148	1629
2509.121589	9.847044	1630
2510.123739	9.310556	1631
2511.177884	7.859117	1632
2512.143884	7.936139	1633
2513.222274	7.610772	1634
2514.191559	7.361724	1635
2515.260574	7.806507	1636
2516.235808	5.924662	1637
2517.309590	5.684066	1638
2518.275550	5.217524	1639
2519.356128	4.430833	1640
2520.322600	6.242876	1641
2521.432930	5.366862	1642
2522.373619	3.339263	1643
2523.457503	1.452904	1644
2524.452260	3.446492	1645
2525.456659	4.232058	1646
2526.463237	1.582032	1647
