time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2452.860499	116.867668	1.794619	-0.100000	39
2454.911752	116.268929	1.700132	-0.100000	41
2456.957155	115.728432	1.656555	-0.100000	43
2458.997917	115.548248	1.579252	-0.100000	45
2461.047046	115.346214	1.493060	-0.100000	47
2463.096411	115.435204	1.426834	-0.100000	49
2465.139604	115.271980	1.364746	-0.100000	51
2467.180757	114.717293	1.296098	-0.100000	53
2469.223186	114.121292	1.223433	-0.100000	55
2471.268621	113.642982	1.158229	-0.100000	57
2473.313674	113.363342	1.095514	-0.100000	59
2475.358379	113.227478	1.031712	-0.100000	61
2477.404710	293.293762	-0.968550	0.100000	63
2479.455008	293.973999	-0.908655	0.100000	65
2481.506813	295.113373	-0.853843	0.100000	67
2483.554019	295.236084	-0.806816	0.100000	69
2485.589583	293.157227	-0.762671	0.100000	71
2487.628753	291.813354	-0.704312	0.100000	73
2489.686093	294.445190	-0.653417	0.100000	75
2491.736369	295.006958	-0.624047	0.100000	77
2493.765130	291.601410	-0.585566	0.100000	79
2495.812745	292.303955	-0.530995	0.100000	81
2497.876099	295.399597	-0.502541	0.100000	83
2499.908847	293.044342	-0.479716	0.100000	85
2501.937544	290.405151	-0.438401	0.100000	87
2503.997466	292.855072	-0.401102	0.099325	89
2506.059777	295.413910	-0.380586	0.096312	91
2508.097130	294.223969	-0.361780	0.092470	93
2510.122414	291.477783	-0.337038	0.085853	95
2512.153385	290.120331	-0.309455	0.079662	97
2514.195406	290.010864	-0.285964	0.074057	99
2516.240970	290.623566	-0.266249	0.068550	101
2518.285078	290.442322	-0.249328	0.064736	103
2520.324868	290.402283	-0.231673	0.060819	105
2522.365612	290.754700	-0.215659	0.056349	107
2524.419449	292.107147	-0.199452	0.053527	109
2526.477053	292.591980	-0.185298	0.050859	111
