crossing time (s)	slope (V/s)	crossing number
2381.963006	-109.765095	1635
2382.868965	-101.013398	1636
2383.957406	-94.180415	1637
2384.982939	-78.293568	1638
2386.053189	-84.827999	1639
2387.049136	-87.449673	1640
2388.093559	-81.132731	1641
2389.027478	-81.928004	1642
2390.102745	-81.265568	1643
2391.116795	-69.139931	1644
2392.155815	-68.779655	1645
2393.159376	-66.085749	1646
2394.241679	-60.272282	1647
2395.165279	-59.169640	1648
2396.284514	-59.281021	1649
2397.215558	-57.233282	1650
2398.337867	-57.534475	1651
2399.295024	-50.459409	1652
2400.370671	-53.753012	1653
2401.330403	-47.959217	1654
2402.408432	-44.138258	1655
2403.373377	-42.163877	1656
2404.479461	-39.468405	1657
2405.399906	-40.308270	1658
2406.488837	-38.981326	1659
2407.444239	-35.560978	1660
2408.552569	-37.191748	1661
2409.524726	-34.958545	1662
2410.593760	-33.300479	1663
2411.553808	-30.187193	1664
2412.646992	-29.708252	1665
2413.585172	-28.988196	1666
2414.723443	-27.740878	1667
2415.644886	-25.931911	1668
2416.744549	-26.305593	1669
2417.685918	-23.698959	1670
2418.804315	-23.843546	1671
2419.732293	-22.166459	1672
2420.829486	-22.120365	1673
2421.787809	-18.794822	1674
2422.891514	-18.957254	1675
2423.832895	-18.204940	1676
2424.946465	-16.875324	1677
2425.831577	-18.347611	1678
2427.016196	-14.783062	1679
2427.891835	-13.031651	1680
2429.062516	-14.645479	1681
2429.937380	-14.144306	1682
2431.081415	-13.293242	1683
2432.001776	-12.059998	1684
2433.130088	-13.690472	1685
2434.044401	-11.753872	1686
2435.182077	-11.079112	1687
2436.079088	-11.073709	1688
2437.240383	-10.617481	1689
2438.138349	-8.862432	1690
