crossing time (s)	slope (V/s)	crossing number
2620.545331	-127.778017	1932
2621.503824	-124.690953	1933
2622.544330	-124.839661	1934
2623.554045	-110.745831	1935
2624.607866	-90.544725	1936
2625.615562	-92.659478	1937
2626.705330	-98.638076	1938
2627.677127	-99.791983	1939
2628.737387	-100.914178	1940
2629.705545	-104.179892	1941
2630.753128	-92.526129	1942
2631.717179	-82.166060	1943
2632.833684	-85.406279	1944
2633.810521	-80.247492	1945
2634.860717	-83.201833	1946
2635.845187	-79.004004	1947
2636.918244	-81.637142	1948
2637.894953	-75.567655	1949
2638.933454	-74.916902	1950
2639.931415	-71.356665	1951
2641.013727	-71.128142	1952
2641.944381	-62.003585	1953
2643.054897	-65.416163	1954
2644.043780	-54.730152	1955
2645.071913	-61.270066	1956
2646.065751	-54.543086	1957
2647.161821	-58.243404	1958
2648.132625	-54.948557	1959
2649.211747	-55.588665	1960
2650.166594	-51.176298	1961
2651.227180	-53.137754	1962
2652.206738	-49.729183	1963
2653.276545	-49.632459	1964
2654.245711	-45.195237	1965
2655.307008	-47.858016	1966
2656.295280	-44.264730	1967
2657.357687	-44.767744	1968
2658.339245	-36.582105	1969
2659.427884	-41.641225	1970
2660.375454	-36.945029	1971
2661.473832	-38.192111	1972
2662.393385	-33.896690	1973
2663.520245	-35.913668	1974
2664.444956	-31.598353	1975
2665.565137	-33.608017	1976
2666.501546	-30.034400	1977
2667.618604	-32.988495	1978
2668.563553	-28.031220	1979
